timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,wallet_exposure
1609819980000.0,6012,1609819980000.0,0.019999999999999574,-0.0003710000000000001,1000.65226191,1000.65226191,0.4,9.275,0.0,9.325,short_nclose,0.0
1609820040000.0,6013,1609820040000.0,0.0,-0.00037172,1000.65189019,1000.65589019,-0.4,9.293,-0.4,9.293,short_ientry,0.0037147783724209944
1609820100000.0,6014,1609820100000.0,0.01920000000000002,-0.0003698,1000.6707203899999,1000.6707203899999,0.4,9.245,0.0,9.293,short_nclose,0.0
1609820160000.0,6015,1609820160000.0,0.0,-0.00037012000000000004,1000.67035027,1000.64555027,-0.4,9.253,-0.4,9.253,short_ientry,0.0036987205616728284
1609825440000.0,6103,1609825440000.0,0.01920000000000002,-0.00036820000000000006,1000.6891820699999,1000.6891820699999,0.4,9.205,0.0,9.253,short_nclose,0.0
1609825500000.0,6104,1609825500000.0,0.0,-0.00036796,1000.68881411,1000.68961411,-0.4,9.199,-0.4,9.199,short_ientry,0.0036770671842400776
1609825560000.0,6105,1609825560000.0,0.019599999999999798,-0.000366,1000.7080481099999,1000.7080481099999,0.4,9.15,0.0,9.199,short_nclose,0.0
1609825620000.0,6106,1609825620000.0,0.0,-0.00036584000000000003,1000.70768227,1000.7132822699999,-0.4,9.146,-0.4,9.146,short_ientry,0.003655812846066401
1609825980000.0,6112,1609825980000.0,0.01840000000000046,-0.000364,1000.72571827,1000.72571827,0.4,9.1,0.0,9.146,short_nclose,0.0
1609826040000.0,6113,1609826040000.0,0.0,-0.00036428,1000.72535399,1000.7369539900001,-0.4,9.107,-0.4,9.107,short_ientry,0.0036401595957130124
1609826100000.0,6114,1609826100000.0,0.01879999999999953,-0.0003624000000000001,1000.7437915900001,1000.7437915900001,0.4,9.06,0.0,9.107,short_nclose,0.0
1609826160000.0,6115,1609826160000.0,0.0,-0.00036244,1000.7434291500001,1000.7410291500001,-0.4,9.061,-0.4,9.061,short_ientry,0.0036217075170590436
1609828200000.0,6149,1609828200000.0,0.0,-0.0020339,1000.7413952500001,1000.6625952500001,-2.2,9.245,-2.6,9.216692307692307,short_primary_rentry,0.023945646811196
1609830660000.0,6190,1609830660000.0,0.12139999999999916,-0.0023842000000000004,1000.86041105,1000.86041105,2.6,9.17,0.0,9.216692307692307,short_nclose,0.0
1609830720000.0,6191,1609830720000.0,0.0,-0.0003688000000000001,1000.86004225,1000.85764225,-0.4,9.22,-0.4,9.22,short_ientry,0.00368483088975071
1609838220000.0,6316,1609838220000.0,0.0,-0.0020702000000000003,1000.85797205,1000.7689720499999,-2.2,9.41,-2.6,9.38076923076923,short_primary_rentry,0.02436909200017997
1609847940000.0,6478,1609847940000.0,0.0,-0.004782400000000001,1000.85318965,999.85218965,-4.9,9.76,-7.5,9.628533333333333,short_primary_rentry,0.07215244028472682
1609848420000.0,6486,1609848420000.0,0.0740066666666653,-0.00162945,1000.9255668666667,1001.0504602000001,1.7,9.585,-5.8,9.628533333333333,short_nclose,0.05579385239219542
1609848420000.0,6486,1609848420000.0,0.2814933333333332,-0.0055564,1001.2015038,1001.2015038,5.8,9.58,0.0,9.628533333333333,short_nclose,0.0
1609848480000.0,6487,1609848480000.0,0.0,-0.00028821,1001.20121559,1001.1964155899999,-0.3,9.607,-0.3,9.607,short_ientry,0.0028786421301951787
1609850400000.0,6519,1609850400000.0,0.014099999999999646,-0.0002868,1001.2150287899999,1001.2150287899999,0.3,9.56,0.0,9.607,short_nclose,0.0
1609850460000.0,6520,1609850460000.0,0.0,-0.00028641,1001.21474238,1001.2207423799999,-0.3,9.547,-0.3,9.547,short_ientry,0.002860625077485088
1609851540000.0,6538,1609851540000.0,0.014100000000000178,-0.00028500000000000004,1001.22855738,1001.22855738,0.3,9.5,0.0,9.547,short_nclose,0.0
1609851600000.0,6539,1609851600000.0,0.0,-0.00037996000000000004,1001.22817742,1001.2105774199999,-0.4,9.499,-0.4,9.499,short_ientry,0.0037949391414362145
1609855140000.0,6598,1609855140000.0,0.019600000000000506,-0.00037799999999999997,1001.24739942,1001.24739942,0.4,9.45,0.0,9.499,short_nclose,0.0
1609855200000.0,6599,1609855200000.0,0.0,-0.00037796000000000005,1001.2470214599999,1001.24862146,-0.4,9.449,-0.4,9.449,short_ientry,0.0037748926278838336
1609855260000.0,6600,1609855260000.0,0.019599999999999798,-0.00037600000000000003,1001.2662454599999,1001.2662454599999,0.4,9.4,0.0,9.449,short_nclose,0.0
1609855320000.0,6601,1609855320000.0,0.0,-0.00037668,1001.2658687799999,1001.2682687799999,-0.4,9.417,-0.4,9.417,short_ientry,0.00376203775385821
1609855440000.0,6603,1609855440000.0,0.01880000000000024,-0.0003748,1001.2842939799999,1001.2842939799999,0.4,9.37,0.0,9.417,short_nclose,0.0
1609855500000.0,6604,1609855500000.0,0.0,-0.00037520000000000007,1001.2839187799999,1001.2571187799999,-0.4,9.38,-0.4,9.38,short_ientry,0.0037471889137813894
1609857720000.0,6641,1609857720000.0,0.0,-0.0021065000000000003,1001.2818122799999,1001.20641228,-2.2,9.575,-2.6,9.545,short_primary_rentry,0.024785229987838966
1609865040000.0,6763,1609865040000.0,0.0,-0.0047664,1001.27704588,1000.29824588,-4.8,9.93,-7.4,9.79472972972973,short_primary_rentry,0.07238855649217252
1609866840000.0,6793,1609866840000.0,0.07604054054053985,-0.0016575,1001.3514289205406,1001.72038838,1.7,9.75,-5.7,9.79472972972973,short_nclose,0.0557546110656119
1609866840000.0,6793,1609866840000.0,0.28345945945946166,-0.0055546499999999995,1001.62933373,1001.62933373,5.7,9.745,0.0,9.79472972972973,short_nclose,0.0
1609866900000.0,6794,1609866900000.0,0.0,-0.0002919,1001.62904183,1001.63654183,-0.3,9.73,-0.3,9.73,short_ientry,0.0029142525606754752
1609869300000.0,6834,1609869300000.0,0.0,-0.001986,1001.62705583,1001.55095583,-2.0,9.93,-2.3,9.903913043478262,short_primary_rentry,0.02274199750038116
1609869540000.0,6838,1609869540000.0,0.11250000000000177,-0.00226665,1001.73728918,1001.73728918,2.3,9.855,0.0,9.903913043478262,short_nclose,0.0
1609869600000.0,6839,1609869600000.0,0.0,-0.00029595,1001.7369932299999,1001.72199323,-0.3,9.865,-0.3,9.865,short_ientry,0.0029543682822947273
1609870140000.0,6848,1609870140000.0,0.015000000000000213,-0.00029445,1001.75169878,1001.75169878,0.3,9.815,0.0,9.865,short_nclose,0.0
1609870200000.0,6849,1609870200000.0,0.0,-0.00029475,1001.75140403,1001.7394040300001,-0.3,9.825,-0.3,9.825,short_ientry,0.002942346762023335
1609873260000.0,6900,1609873260000.0,0.0,-0.0020050000000000003,1001.74939903,1001.6778990299999,-2.0,10.025,-2.3,9.998913043478263,short_primary_rentry,0.022957338454376537
1609873440000.0,6903,1609873440000.0,0.11250000000000586,-0.0022884999999999997,1001.8596105299999,1001.8596105299999,2.3,9.95,0.0,9.998913043478263,short_nclose,0.0
1609873560000.0,6905,1609873560000.0,0.0,-0.00029724,1001.8593132899999,1001.86681329,-0.3,9.908,-0.3,9.908,short_ientry,0.002966883633829737
1609874700000.0,6924,1609874700000.0,0.014400000000000012,-0.0002958,1001.87341749,1001.87341749,0.3,9.86,0.0,9.908,short_nclose,0.0
1609874760000.0,6925,1609874760000.0,0.0,-0.0002946,1001.87312289,1001.85962289,-0.3,9.82,-0.3,9.82,short_ientry,0.002940492096945348
1609875240000.0,6933,1609875240000.0,0.0,-0.002004,1001.8711188899999,1001.7973188899999,-2.0,10.02,-2.3,9.993913043478262,short_primary_rentry,0.022943070786856107
1609876380000.0,6952,1609876380000.0,0.11250000000000177,-0.00228735,1001.9813315399999,1001.9813315399999,2.3,9.945,0.0,9.993913043478262,short_nclose,0.0
1609876440000.0,6953,1609876440000.0,0.0,-0.0002994,1001.9810321399999,1001.9828321399999,-0.3,9.98,-0.3,9.98,short_ientry,0.0029880805164599856
1609876500000.0,6954,1609876500000.0,0.015000000000000213,-0.0002979,1001.9957342399999,1001.9957342399999,0.3,9.93,0.0,9.98,short_nclose,0.0
1609876560000.0,6955,1609876560000.0,0.0,-0.00029805,1001.99543619,1002.00083619,-0.3,9.935,-0.3,9.935,short_ientry,0.0029745644464540585
1609877100000.0,6964,1609877100000.0,0.015000000000000213,-0.00029655,1002.0101396399999,1002.0101396399999,0.3,9.885,0.0,9.935,short_nclose,0.0
1609877160000.0,6965,1609877160000.0,0.0,-0.00029733,1002.00984231,1002.01104231,-0.3,9.911,-0.3,9.911,short_ientry,0.002967336122313383
1609878480000.0,6987,1609878480000.0,0.015300000000000046,-0.0002958,1002.02484651,1002.02484651,0.3,9.86,0.0,9.911,short_nclose,0.0
1609878540000.0,6988,1609878540000.0,0.0,-0.00029598,1002.0245505299999,1002.0215505299999,-0.3,9.866,-0.3,9.866,short_ientry,0.002953819842472398
1609883280000.0,7067,1609883280000.0,0.015300000000000046,-0.00029445,1002.03955608,1002.03955608,0.3,9.815,0.0,9.866,short_nclose,0.0
1609883340000.0,7068,1609883340000.0,0.0,-0.00029394,1002.03926214,1002.05006214,-0.3,9.798,-0.3,9.798,short_ientry,0.0029334179917486322
1609883400000.0,7069,1609883400000.0,0.014400000000000012,-0.0002925,1002.05336964,1002.05336964,0.3,9.75,0.0,9.798,short_nclose,0.0
1609883460000.0,7070,1609883460000.0,0.0,-0.00029195999999999996,1002.05307768,1002.03147768,-0.3,9.732,-0.3,9.732,short_ientry,0.002913618115678656
1609886940000.0,7128,1609886940000.0,0.0,-0.001986,1002.05109168,1002.01009168,-2.0,9.93,-2.3,9.90417391304348,short_primary_rentry,0.022732972589060912
1609888620000.0,7156,1609888620000.0,0.11310000000000107,-0.00226665,1002.16192503,1002.16192503,2.3,9.855,0.0,9.90417391304348,short_nclose,0.0
1609888740000.0,7158,1609888740000.0,0.0,-0.00029403000000000003,1002.161631,1002.157731,-0.3,9.801,-0.3,9.801,short_ientry,0.0029339578657247554
1609889880000.0,7177,1609889880000.0,0.015300000000000046,-0.0002925,1002.1766385000001,1002.1766385000001,0.3,9.75,0.0,9.801,short_nclose,0.0
1609889940000.0,7178,1609889940000.0,0.0,-0.00029268,1002.17634582,1002.17154582,-0.3,9.756,-0.3,9.756,short_ientry,0.002920444103682407
1609890360000.0,7185,1609890360000.0,0.015300000000000046,-0.00029115,1002.1913546700001,1002.1913546700001,0.3,9.705,0.0,9.756,short_nclose,0.0
1609890420000.0,7186,1609890420000.0,0.0,-0.0002895,1002.1910651700001,1002.1841651700001,-0.3,9.65,-0.3,9.65,short_ientry,0.0028886707341667685
1609891740000.0,7208,1609891740000.0,0.015000000000000213,-0.000288,1002.2057771700001,1002.2057771700001,0.3,9.6,0.0,9.65,short_nclose,0.0
1609891800000.0,7209,1609891800000.0,0.0,-0.00028875,1002.2054884200002,1002.2018884200002,-0.3,9.625,-0.3,9.625,short_ientry,0.002881145666595989
1609892520000.0,7221,1609892520000.0,0.015000000000000213,-0.00028724999999999996,1002.2202011700001,1002.2202011700001,0.3,9.575,0.0,9.625,short_nclose,0.0
1609892580000.0,7222,1609892580000.0,0.0,-0.00028758,1002.2199135900001,1002.2283135900002,-0.3,9.586,-0.3,9.586,short_ientry,0.0028694301130963817
1609898940000.0,7328,1609898940000.0,0.0,-0.0020538,1002.2178597900001,1002.1668597900001,-2.1,9.78,-2.4,9.75575,short_primary_rentry,0.023361986389771598
1609902300000.0,7384,1609902300000.0,0.12180000000000177,-0.0023292,1002.3373305900002,1002.3373305900002,2.4,9.705,0.0,9.75575,short_nclose,0.0
1609902360000.0,7385,1609902360000.0,0.0,-0.00029057999999999997,1002.3370400100002,1002.3316400100002,-0.3,9.686,-0.3,9.686,short_ientry,0.0028990248629054043
1609907100000.0,7464,1609907100000.0,0.0,-0.001977,1002.3350630100002,1002.3167630100003,-2.0,9.885,-2.3,9.859043478260869,short_primary_rentry,0.022622973930398922
1609907520000.0,7471,1609907520000.0,0.11279999999999733,-0.0022563,1002.4456067100002,1002.4456067100002,2.3,9.81,0.0,9.859043478260869,short_nclose,0.0
1609907580000.0,7472,1609907580000.0,0.0,-0.00029427,1002.4453124400002,1002.4297124400002,-0.3,9.809,-0.3,9.809,short_ientry,0.002935521732190384
1609911600000.0,7539,1609911600000.0,0.014699999999999845,-0.0002928,1002.4597196400001,1002.4597196400001,0.3,9.76,0.0,9.809,short_nclose,0.0
1609911660000.0,7540,1609911660000.0,0.0,-0.00029325,1002.4594263900001,1002.4621263900001,-0.3,9.775,-0.3,9.775,short_ientry,0.0029253054266349236
1609911720000.0,7541,1609911720000.0,0.015000000000000213,-0.00029175,1002.4741346400001,1002.4741346400001,0.3,9.725,0.0,9.775,short_nclose,0.0
1609911780000.0,7542,1609911780000.0,0.0,-0.00029214,1002.4738425,1002.4702425,-0.3,9.738,-0.3,9.738,short_ientry,0.002914190751066903
1609918620000.0,7656,1609918620000.0,0.014400000000000012,-0.00029069999999999996,1002.4879518,1002.4879518,0.3,9.69,0.0,9.738,short_nclose,0.0
1609918680000.0,7657,1609918680000.0,0.0,-0.00029103,1002.48766077,1002.48556077,-0.3,9.701,-0.3,9.701,short_ientry,0.002903078126432628
1609919220000.0,7666,1609919220000.0,0.015300000000000046,-0.0002895,1002.5026712700001,1002.5026712700001,0.3,9.65,0.0,9.701,short_nclose,0.0
1609919280000.0,7667,1609919280000.0,0.0,-0.00028881,1002.50238246,1002.5053824600001,-0.3,9.627,-0.3,9.627,short_ientry,0.002880890909119845
1609924320000.0,7751,1609924320000.0,0.014100000000000178,-0.00028740000000000005,1002.51619506,1002.51619506,0.3,9.58,0.0,9.627,short_nclose,0.0
1609924380000.0,7752,1609924380000.0,0.0,-0.00028695,1002.5159081099999,1002.5156081099999,-0.3,9.565,-0.3,9.565,short_ientry,0.0028622987194385223
1609924620000.0,7756,1609924620000.0,0.01499999999999968,-0.00028545,1002.53062266,1002.53062266,0.3,9.515,0.0,9.565,short_nclose,0.0
1609924680000.0,7757,1609924680000.0,0.0,-0.0003808400000000001,1002.5302418199999,1002.5206418199999,-0.4,9.521,-0.4,9.521,short_ientry,0.0037987881473642198
1609924920000.0,7761,1609924920000.0,0.01840000000000046,-0.000379,1002.54826282,1002.54826282,0.4,9.475,0.0,9.521,short_nclose,0.0
1609924980000.0,7762,1609924980000.0,0.0,-0.00037952,1002.5478833,1002.5394832999999,-0.4,9.488,-0.4,9.488,short_ientry,0.003785554848021492
1609927920000.0,7811,1609927920000.0,0.0,-0.0021307,1002.5457526,1002.4903526,-2.2,9.685,-2.6,9.654692307692308,short_primary_rentry,0.025038458279734374
1609936260000.0,7950,1609936260000.0,0.0,-0.004723500000000001,1002.5410291000001,1001.4110291000001,-4.7,10.05,-7.3,9.909205479452055,short_primary_rentry,0.07215385495488245
1609940820000.0,8026,1609940820000.0,0.07072876712328764,-0.0015784000000000002,1002.6101794671234,1002.4745507000001,1.6,9.865,-5.7,9.909205479452055,short_nclose,0.056335425661543294
1609940820000.0,8026,1609940820000.0,0.28047123287671666,-0.0056202,1002.8850305000002,1002.8850305000002,5.7,9.86,0.0,9.909205479452055,short_nclose,0.0
1609940880000.0,8027,1609940880000.0,0.0,-0.00029799,1002.8847325100002,1002.8754325100001,-0.3,9.933,-0.3,9.933,short_ientry,0.0029713285120434177
1609944420000.0,8086,1609944420000.0,0.014400000000000012,-0.00029655,1002.8988359600002,1002.8988359600002,0.3,9.885,0.0,9.933,short_nclose,0.0
1609944480000.0,8087,1609944480000.0,0.0,-0.00029808,1002.8985378800002,1002.8790378800002,-0.3,9.936,-0.3,9.936,short_ientry,0.0029721850091645676
1609944780000.0,8092,1609944780000.0,0.015300000000000046,-0.00029655,1002.9135413300002,1002.9135413300002,0.3,9.885,0.0,9.936,short_nclose,0.0
1609944840000.0,8093,1609944840000.0,0.0,-0.00029685,1002.9132444800001,1002.9150444800001,-0.3,9.895,-0.3,9.895,short_ientry,0.0029598771542189927
1609944960000.0,8095,1609944960000.0,0.01499999999999968,-0.00029535,1002.9279491300001,1002.9279491300001,0.3,9.845,0.0,9.895,short_nclose,0.0
1609945020000.0,8096,1609945020000.0,0.0,-0.00029561999999999996,1002.9276535100001,1002.9147535100002,-0.3,9.854,-0.3,9.854,short_ientry,0.002947570534777884
1609948920000.0,8161,1609948920000.0,0.0,-0.0020120000000000003,1002.9256415100001,1002.8362415100001,-2.0,10.06,-2.3,10.03313043478261,short_primary_rentry,0.023008884253130253
1609950600000.0,8189,1609950600000.0,0.12220000000000154,-0.0022954,1003.0455461100001,1003.0455461100001,2.3,9.98,0.0,10.03313043478261,short_nclose,0.0
1609950660000.0,8190,1609950660000.0,0.0,-0.00029997000000000004,1003.0452461400001,1003.0398461400001,-0.3,9.999,-0.3,9.999,short_ientry,0.002990592908489112
1609951140000.0,8198,1609951140000.0,0.01470000000000038,-0.0002985,1003.0596476400001,1003.0596476400001,0.3,9.95,0.0,9.999,short_nclose,0.0
1609951200000.0,8199,1609951200000.0,0.0,-0.00029751,1003.0593501300001,1003.0569501300001,-0.3,9.917,-0.3,9.917,short_ientry,0.002966025888313006
1609955220000.0,8266,1609955220000.0,0.0,-0.0020239999999999998,1003.0573261300001,1002.9665261300001,-2.0,10.12,-2.3,10.093521739130436,short_primary_rentry,0.023144340203932905
1609962600000.0,8389,1609962600000.0,0.1231000000000046,-0.0023091999999999995,1003.1781169300001,1003.1781169300001,2.3,10.04,0.0,10.093521739130436,short_nclose,0.0
1609962660000.0,8390,1609962660000.0,0.0,-0.00030027,1003.1778166600001,1003.1937166600001,-0.3,10.009,-0.3,10.009,short_ientry,0.002993188196682068
1609962720000.0,8391,1609962720000.0,0.015900000000000247,-0.00029868,1003.19341798,1003.19341798,0.3,9.956,0.0,10.009,short_nclose,0.0
1609962780000.0,8392,1609962780000.0,0.0,-0.00029952,1003.19311846,1003.20001846,-0.3,9.984,-0.3,9.984,short_ientry,0.0029856664134597795
1609963080000.0,8397,1609963080000.0,0.014699999999999845,-0.00029805,1003.20752041,1003.20752041,0.3,9.935,0.0,9.984,short_nclose,0.0
1609963140000.0,8398,1609963140000.0,0.0,-0.00029817,1003.2072222400001,1003.2276222400001,-0.3,9.939,-0.3,9.939,short_ientry,0.002972167597978755
1609963200000.0,8399,1609963200000.0,0.020399999999999884,-0.00029613,1003.22732611,1003.22732611,0.3,9.871,0.0,9.939,short_nclose,0.0
1609963260000.0,8400,1609963260000.0,0.0,-0.00029976000000000004,1003.2270263500001,1003.23572635,-0.3,9.992,-0.3,9.992,short_ientry,0.0029879577815063916
1609963320000.0,8401,1609963320000.0,0.015600000000000412,-0.0002982,1003.24232815,1003.24232815,0.3,9.94,0.0,9.992,short_nclose,0.0
1609963440000.0,8403,1609963440000.0,0.0,-0.00029204999999999997,1003.2420361000001,1003.2438361000001,-0.3,9.735,-0.3,9.735,short_ientry,0.002911062231157241
1609964760000.0,8425,1609964760000.0,0.0,-0.001987,1003.2400491000001,1003.1892491000001,-2.0,9.935,-2.3,9.908913043478261,short_primary_rentry,0.02271689614110322
1609965420000.0,8436,1609965420000.0,0.11250000000000177,-0.0022678,1003.3502813,1003.3502813,2.3,9.86,0.0,9.908913043478261,short_nclose,0.0
1609965480000.0,8437,1609965480000.0,0.0,-0.00029544,1003.3499858600001,1003.3352858600001,-0.3,9.848,-0.3,9.848,short_ientry,0.002944535846549795
1609966200000.0,8449,1609966200000.0,0.0,-0.002011,1003.34797486,1003.32727486,-2.0,10.055,-2.3,10.028,short_primary_rentry,0.022987438633359718
1609966980000.0,8462,1609966980000.0,0.12190000000000188,-0.00229425,1003.46758061,1003.46758061,2.3,9.975,0.0,10.028,short_nclose,0.0
1609967040000.0,8463,1609967040000.0,0.0,-0.00029982,1003.46728079,1003.46308079,-0.3,9.994,-0.3,9.994,short_ientry,0.002987840318659524
1609968060000.0,8480,1609968060000.0,0.014699999999999845,-0.00029835,1003.48168244,1003.48168244,0.3,9.945,0.0,9.994,short_nclose,0.0
1609968120000.0,8481,1609968120000.0,0.0,-0.00029799,1003.48138445,1003.4819844499999,-0.3,9.933,-0.3,9.933,short_ientry,0.0029695618136785455
1609973040000.0,8563,1609973040000.0,0.0,-0.0020280000000000003,1003.47935645,1003.4241564499999,-2.0,10.14,-2.3,10.113000000000001,short_primary_rentry,0.02317925112309868
1609973820000.0,8576,1609973820000.0,0.12190000000000188,-0.0023138,1003.5989426499999,1003.5989426499999,2.3,10.06,0.0,10.113000000000001,short_nclose,0.0
1609973880000.0,8577,1609973880000.0,0.0,-0.00030123000000000004,1003.5986414199999,1003.59174142,-0.3,10.041,-0.3,10.041,short_ientry,0.0030014986825190122
1609978500000.0,8654,1609978500000.0,0.015300000000000046,-0.0002997,1003.6136417199999,1003.6136417199999,0.3,9.99,0.0,10.041,short_nclose,0.0
1609978560000.0,8655,1609978560000.0,0.0,-0.00030012,1003.6133415999999,1003.6028415999999,-0.3,10.004,-0.3,10.004,short_ientry,0.0029903946824933283
1609978920000.0,8661,1609978920000.0,0.0,-0.0020420000000000004,1003.6112995999999,1003.5747995999999,-2.0,10.21,-2.3,10.18313043478261,short_primary_rentry,0.02333692337794002
1609981740000.0,8708,1609981740000.0,0.0,-0.00476775,1003.6065318499999,1002.1764318499999,-4.5,10.595,-6.8,10.455691176470589,short_primary_rentry,0.07084320173658105
1609982700000.0,8724,1609982700000.0,0.06396764705882453,-0.0014574,1003.6690420970587,1003.9103744499998,1.4,10.41,-5.4,10.455691176470589,short_nclose,0.056254332837618014
1609982700000.0,8724,1609982700000.0,0.2737323529411846,-0.0056187,1003.9371557499999,1003.9371557499999,5.4,10.405,0.0,10.455691176470589,short_nclose,0.0
1609982760000.0,8725,1609982760000.0,0.0,-0.00031233,1003.9368434199998,1003.9362434199999,-0.3,10.411,-0.3,10.411,short_ientry,0.00311105227432455
1609982940000.0,8728,1609982940000.0,0.015300000000000046,-0.00031079999999999997,1003.9518326199999,1003.9518326199999,0.3,10.36,0.0,10.411,short_nclose,0.0
1609983000000.0,8729,1609983000000.0,0.0,-0.00031038,1003.9515222399999,1003.9212222399999,-0.3,10.346,-0.3,10.346,short_ientry,0.0030915835388892615
1609984200000.0,8749,1609984200000.0,0.015300000000000046,-0.00030885,1003.9665133899999,1003.9665133899999,0.3,10.295,0.0,10.346,short_nclose,0.0
1609984260000.0,8750,1609984260000.0,0.0,-0.00030882,1003.96620457,1003.9632045699999,-0.3,10.294,-0.3,10.294,short_ientry,0.0030759999549214707
1609984380000.0,8752,1609984380000.0,0.01620000000000008,-0.00030720000000000004,1003.98209737,1003.98209737,0.3,10.24,0.0,10.294,short_nclose,0.0
1609984440000.0,8753,1609984440000.0,0.0,-0.00030873,1003.98178864,1003.96948864,-0.3,10.291,-0.3,10.291,short_ientry,0.0030750557778364443
