+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | LTCUSDT   |
| No. days                    | 567.999   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.089%    |
| Final balance               | 1287.54   |
| Final equity                | 901.088   |
| Net PNL + fees              | 287.54    |
| Total gain                  | 30.24%    |
| Average daily gain          | -0.00592% |
| DG mean std ratio           | -0.003778 |
| Price action distance mean  | 0.93297   |
| Price action distance std   | 0.996764  |
| Price action distance max   | 4.73873   |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.673     |
| Equity/balance ratio std    | 0.1007    |
| No. fills                   | 4987      |
| No. entries                 | 3039      |
| No. closes                  | 1948      |
| No. initial entries         | 1923      |
| No. reentries               | 1113      |
| No. unstuck entries         | 3         |
| No. unstuck closes          | 9         |
| No. normal closes           | 1939      |
| Average n fills per day     | 8.78      |
| Mean hours stuck            | 2.74506   |
| Max hours stuck             | 5911.45   |
| PNL sum                     | 302.4     |
| Profit sum                  | 358.5     |
| Loss sum                    | -56.16    |
| Fee sum                     | -14.81    |
| Biggest pos size            | 3.5       |
| Biggest pos cost            | 665.0     |
| Volume quote                | 148110.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.159%    |
| Final balance               | 1570.61   |
| Final equity                | 1570.61   |
| Net PNL + fees              | 570.612   |
| Total gain                  | 59.12%    |
| Average daily gain          | 0.0922%   |
| DG mean std ratio           | 0.05727   |
| Price action distance mean  | 0.0436071 |
| Price action distance std   | 0.0527617 |
| Price action distance max   | 0.408027  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.7594    |
| Equity/balance ratio std    | 0.02969   |
| No. fills                   | 10525     |
| No. entries                 | 6549      |
| No. closes                  | 3976      |
| No. initial entries         | 3892      |
| No. reentries               | 2657      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 3976      |
| Average n fills per day     | 18.5      |
| Mean hours stuck            | 1.31888   |
| Max hours stuck             | 513.767   |
| PNL sum                     | 591.2     |
| Profit sum                  | 591.2     |
| Loss sum                    | 0.0       |
| Fee sum                     | -20.54    |
| Biggest pos size            | 15.0      |
| Biggest pos cost            | 781.5     |
| Volume quote                | 205378.0  |
+-----------------------------+-----------+
