+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | LTCUSDT   |
| No. days                    | 567.999   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | -0.052%   |
| Final balance               | 821.095   |
| Final equity                | 819.437   |
| Net PNL + fees              | -178.905  |
| Total gain                  | -11.6%    |
| Average daily gain          | -0.0192%  |
| DG mean std ratio           | -0.01128  |
| Price action distance mean  | 0.0230716 |
| Price action distance std   | 0.0319923 |
| Price action distance max   | 0.981428  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.6693    |
| Equity/balance ratio std    | 0.01506   |
| No. fills                   | 23718     |
| No. entries                 | 14790     |
| No. closes                  | 8928      |
| No. initial entries         | 6091      |
| No. reentries               | 8588      |
| No. unstuck entries         | 111       |
| No. unstuck closes          | 129       |
| No. normal closes           | 8799      |
| Average n fills per day     | 41.8      |
| Mean hours stuck            | 0.645821  |
| Max hours stuck             | 207.767   |
| PNL sum                     | -116.0    |
| Profit sum                  | 1375.0    |
| Loss sum                    | -1491.0   |
| Fee sum                     | -62.9     |
| Biggest pos size            | 11.6      |
| Biggest pos cost            | 902.9     |
| Volume quote                | 629046.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.0222%   |
| Final balance               | 1042.9    |
| Final equity                | 1042.86   |
| Net PNL + fees              | 42.8965   |
| Total gain                  | 5.795%    |
| Average daily gain          | 0.0165%   |
| DG mean std ratio           | 0.0122    |
| Price action distance mean  | 0.056736  |
| Price action distance std   | 0.0772898 |
| Price action distance max   | 0.415292  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.7614    |
| Equity/balance ratio std    | 0.03532   |
| No. fills                   | 8665      |
| No. entries                 | 4781      |
| No. closes                  | 3884      |
| No. initial entries         | 3741      |
| No. reentries               | 1021      |
| No. unstuck entries         | 19        |
| No. unstuck closes          | 24        |
| No. normal closes           | 3860      |
| Average n fills per day     | 15.3      |
| Mean hours stuck            | 1.59066   |
| Max hours stuck             | 551.667   |
| PNL sum                     | 57.95     |
| Profit sum                  | 358.1     |
| Loss sum                    | -300.1    |
| Fee sum                     | -15.05    |
| Biggest pos size            | 6.0       |
| Biggest pos cost            | 372.8     |
| Volume quote                | 150545.0  |
+-----------------------------+-----------+
