+----------------------------------------+
|                Summary                 |
+-----------------------------+----------+
| Metric                      | Value    |
+-----------------------------+----------+
| Exchange                    | binance  |
| Market type                 | futures  |
| Symbol                      | UNIUSDT  |
| No. days                    | 672.708  |
| Starting balance            | 1000.0   |
|                             |          |
| Long                        | True     |
| ADG realized per exposure   | 0.0766%  |
| Final balance               | 1597.06  |
| Final equity                | 865.059  |
| Net PNL + fees              | 597.062  |
| Total gain                  | 65.41%   |
| Average daily gain          | 0.0586%  |
| DG mean std ratio           | 0.01457  |
| Price action distance mean  | 0.434692 |
| Price action distance std   | 0.59553  |
| Price action distance max   | 3.14449  |
| Closest bankruptcy          | 100.0%   |
| Lowest equity/balance ratio | 0.3083   |
| Equity/balance ratio std    | 0.1976   |
| No. fills                   | 29276    |
| No. entries                 | 16490    |
| No. closes                  | 12786    |
| No. initial entries         | 12695    |
| No. reentries               | 3795     |
| No. unstuck entries         | 0        |
| No. unstuck closes          | 0        |
| No. normal closes           | 12786    |
| Average n fills per day     | 43.5     |
| Mean hours stuck            | 1.25019  |
| Max hours stuck             | 4370.45  |
| PNL sum                     | 654.1    |
| Profit sum                  | 654.1    |
| Loss sum                    | 0.0      |
| Fee sum                     | -57.01   |
| Biggest pos size            | 428.3    |
| Biggest pos cost            | 1456.0   |
| Volume quote                | 570094.0 |
|                             |          |
| Short                       | True     |
| ADG realized per exposure   | -22.4%   |
| Final balance               | 0.001    |
| Final equity                | 0.001    |
| Net PNL + fees              | -936.288 |
| Total gain                  | -93.4%   |
| Average daily gain          | -0.682%  |
| DG mean std ratio           | -0.05537 |
| Price action distance mean  | 0.400416 |
| Price action distance std   | 0.301265 |
| Price action distance max   | 0.911432 |
| Closest bankruptcy          | 5.972%   |
| Lowest equity/balance ratio | 0.07089  |
| Equity/balance ratio std    | 0.1257   |
| No. fills                   | 7415     |
| No. entries                 | 5960     |
| No. closes                  | 1454     |
| No. initial entries         | 1455     |
| No. reentries               | 4505     |
| No. unstuck entries         | 0        |
| No. unstuck closes          | 0        |
| No. normal closes           | 1454     |
| Average n fills per day     | 11.0     |
| Mean hours stuck            | 4.77239  |
| Max hours stuck             | 12617.0  |
| PNL sum                     | -934.0   |
| Profit sum                  | 39.34    |
| Loss sum                    | -973.3   |
| Fee sum                     | -2.316   |
| Biggest pos size            | 46.9     |
| Biggest pos cost            | 94.03    |
| Volume quote                | 23067.8  |
+-----------------------------+----------+
