+----------------------------------------+
|                Summary                 |
+-----------------------------+----------+
| Metric                      | Value    |
+-----------------------------+----------+
| Exchange                    | bybit    |
| Market type                 | futures  |
| Symbol                      | DOTUSDT  |
| No. days                    | 567.999  |
| Starting balance            | 1000.0   |
|                             |          |
| Long                        | True     |
| ADG realized per exposure   | 0.162%   |
| Final balance               | 2301.0   |
| Final equity                | 831.539  |
| Net PNL + fees              | 1301.0   |
| Total gain                  | 135.0%   |
| Average daily gain          | 0.0139%  |
| DG mean std ratio           | 0.004607 |
| Price action distance mean  | 0.454889 |
| Price action distance std   | 0.755084 |
| Price action distance max   | 3.03306  |
| Closest bankruptcy          | 100.0%   |
| Lowest equity/balance ratio | 0.315    |
| Equity/balance ratio std    | 0.2046   |
| No. fills                   | 13854    |
| No. entries                 | 8109     |
| No. closes                  | 5745     |
| No. initial entries         | 4596     |
| No. reentries               | 3513     |
| No. unstuck entries         | 0        |
| No. unstuck closes          | 0        |
| No. normal closes           | 5745     |
| Average n fills per day     | 24.4     |
| Mean hours stuck            | 1.07153  |
| Max hours stuck             | 4394.0   |
| PNL sum                     | 1350.0   |
| Profit sum                  | 1350.0   |
| Loss sum                    | 0.0      |
| Fee sum                     | -48.9    |
| Biggest pos size            | 120.8    |
| Biggest pos cost            | 2096.0   |
| Volume quote                | 488983.0 |
|                             |          |
| Short                       | True     |
| ADG realized per exposure   | 0.0276%  |
| Final balance               | 1014.34  |
| Final equity                | 1014.34  |
| Net PNL + fees              | 14.3352  |
| Total gain                  | 1.45%    |
| Average daily gain          | 0.0255%  |
| DG mean std ratio           | 0.0118   |
| Price action distance mean  | 0.508837 |
| Price action distance std   | 0.239702 |
| Price action distance max   | 0.821711 |
| Closest bankruptcy          | 100.0%   |
| Lowest equity/balance ratio | 0.5803   |
| Equity/balance ratio std    | 0.1011   |
| No. fills                   | 581      |
| No. entries                 | 305      |
| No. closes                  | 276      |
| No. initial entries         | 191      |
| No. reentries               | 114      |
| No. unstuck entries         | 0        |
| No. unstuck closes          | 0        |
| No. normal closes           | 276      |
| Average n fills per day     | 1.02     |
| Mean hours stuck            | 25.8671  |
| Max hours stuck             | 11587.8  |
| PNL sum                     | 14.5     |
| Profit sum                  | 14.5     |
| Loss sum                    | 0.0      |
| Fee sum                     | -0.1621  |
| Biggest pos size            | 12.3     |
| Biggest pos cost            | 92.45    |
| Volume quote                | 1620.58  |
+-----------------------------+----------+
