+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | DOGEUSDT  |
| No. days                    | 567.999   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.276%    |
| Final balance               | 2191.28   |
| Final equity                | 1733.49   |
| Net PNL + fees              | 1191.28   |
| Total gain                  | 123.2%    |
| Average daily gain          | 0.103%    |
| DG mean std ratio           | 0.09319   |
| Price action distance mean  | 0.110496  |
| Price action distance std   | 0.260791  |
| Price action distance max   | 1.51559   |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.7238    |
| Equity/balance ratio std    | 0.06513   |
| No. fills                   | 25425     |
| No. entries                 | 14641     |
| No. closes                  | 10784     |
| No. initial entries         | 10596     |
| No. reentries               | 4045      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 5         |
| No. normal closes           | 10779     |
| Average n fills per day     | 44.8      |
| Mean hours stuck            | 0.54151   |
| Max hours stuck             | 809.7     |
| PNL sum                     | 1232.0    |
| Profit sum                  | 1267.0    |
| Loss sum                    | -35.44    |
| Fee sum                     | -40.76    |
| Biggest pos size            | 37966.0   |
| Biggest pos cost            | 1113.0    |
| Volume quote                | 407613.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | -4.81%    |
| Final balance               | 0.001     |
| Final equity                | 0.001     |
| Net PNL + fees              | -948.157  |
| Total gain                  | -94.73%   |
| Average daily gain          | -0.807%   |
| DG mean std ratio           | -0.04001  |
| Price action distance mean  | 0.0287599 |
| Price action distance std   | 0.0682416 |
| Price action distance max   | 0.645801  |
| Closest bankruptcy          | 3.417%    |
| Lowest equity/balance ratio | 0.0883    |
| Equity/balance ratio std    | 0.01637   |
| No. fills                   | 613       |
| No. entries                 | 362       |
| No. closes                  | 250       |
| No. initial entries         | 250       |
| No. reentries               | 112       |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 250       |
| Average n fills per day     | 1.08      |
| Mean hours stuck            | 22.2381   |
| Max hours stuck             | 12961.0   |
| PNL sum                     | -947.3    |
| Profit sum                  | 47.78     |
| Loss sum                    | -995.1    |
| Fee sum                     | -0.8405   |
| Biggest pos size            | 56489.0   |
| Biggest pos cost            | 523.5     |
| Volume quote                | 7881.84   |
+-----------------------------+-----------+
