+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | binance   |
| Market type                 | futures   |
| Symbol                      | UNIUSDT   |
| No. days                    | 754.708   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.0764%   |
| Final balance               | 1334.06   |
| Final equity                | 1333.94   |
| Net PNL + fees              | 334.061   |
| Total gain                  | 37.66%    |
| Average daily gain          | 0.0386%   |
| DG mean std ratio           | 0.08707   |
| Price action distance mean  | 0.0139292 |
| Price action distance std   | 0.0128084 |
| Price action distance max   | 0.4522    |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.8444    |
| Equity/balance ratio std    | 0.003088  |
| No. fills                   | 28474     |
| No. entries                 | 14859     |
| No. closes                  | 13615     |
| No. initial entries         | 12319     |
| No. reentries               | 2360      |
| No. unstuck entries         | 180       |
| No. unstuck closes          | 335       |
| No. normal closes           | 13280     |
| Average n fills per day     | 37.7      |
| Mean hours stuck            | 2.90319   |
| Max hours stuck             | 86.7333   |
| PNL sum                     | 376.6     |
| Profit sum                  | 858.9     |
| Loss sum                    | -482.3    |
| Fee sum                     | -42.56    |
| Biggest pos size            | 240.8     |
| Biggest pos cost            | 669.5     |
| Volume quote                | 425597.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.0871%   |
| Final balance               | 1388.8    |
| Final equity                | 1388.8    |
| Net PNL + fees              | 388.805   |
| Total gain                  | 40.49%    |
| Average daily gain          | 0.0468%   |
| DG mean std ratio           | 0.05675   |
| Price action distance mean  | 0.046842  |
| Price action distance std   | 0.0438757 |
| Price action distance max   | 0.245761  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.8376    |
| Equity/balance ratio std    | 0.01164   |
| No. fills                   | 15835     |
| No. entries                 | 11208     |
| No. closes                  | 4627      |
| No. initial entries         | 4452      |
| No. reentries               | 6756      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 6         |
| No. normal closes           | 4621      |
| Average n fills per day     | 21.0      |
| Mean hours stuck            | 1.64141   |
| Max hours stuck             | 525.683   |
| PNL sum                     | 404.9     |
| Profit sum                  | 405.3     |
| Loss sum                    | -0.3445   |
| Fee sum                     | -16.12    |
| Biggest pos size            | 189.0     |
| Biggest pos cost            | 676.7     |
| Volume quote                | 161250.0  |
+-----------------------------+-----------+
