+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | XRPUSDT   |
| No. days                    | 567.999   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.085%    |
| Final balance               | 1272.83   |
| Final equity                | 1272.63   |
| Net PNL + fees              | 272.829   |
| Total gain                  | 27.53%    |
| Average daily gain          | 0.0452%   |
| DG mean std ratio           | 0.06108   |
| Price action distance mean  | 0.022899  |
| Price action distance std   | 0.0231286 |
| Price action distance max   | 0.529678  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.8268    |
| Equity/balance ratio std    | 0.006689  |
| No. fills                   | 4893      |
| No. entries                 | 880       |
| No. closes                  | 4013      |
| No. initial entries         | 380       |
| No. reentries               | 465       |
| No. unstuck entries         | 35        |
| No. unstuck closes          | 202       |
| No. normal closes           | 3811      |
| Average n fills per day     | 8.61      |
| Mean hours stuck            | 3.56019   |
| Max hours stuck             | 365.017   |
| PNL sum                     | 275.3     |
| Profit sum                  | 457.7     |
| Loss sum                    | -182.5    |
| Fee sum                     | -2.455    |
| Biggest pos size            | 1431.0    |
| Biggest pos cost            | 675.0     |
| Volume quote                | 24548.7   |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | -0.0349%  |
| Final balance               | 905.613   |
| Final equity                | 905.696   |
| Net PNL + fees              | -94.3873  |
| Total gain                  | -8.337%   |
| Average daily gain          | 0.00634%  |
| DG mean std ratio           | 0.003075  |
| Price action distance mean  | 0.0215802 |
| Price action distance std   | 0.0306763 |
| Price action distance max   | 0.520579  |
| Closest bankruptcy          | 43.8%     |
| Lowest equity/balance ratio | 0.4569    |
| Equity/balance ratio std    | 0.02056   |
| No. fills                   | 11061     |
| No. entries                 | 3002      |
| No. closes                  | 8059      |
| No. initial entries         | 1933      |
| No. reentries               | 705       |
| No. unstuck entries         | 364       |
| No. unstuck closes          | 846       |
| No. normal closes           | 7213      |
| Average n fills per day     | 19.5      |
| Mean hours stuck            | 1.8986    |
| Max hours stuck             | 242.55    |
| PNL sum                     | -83.37    |
| Profit sum                  | 1015.0    |
| Loss sum                    | -1098.0   |
| Fee sum                     | -11.02    |
| Biggest pos size            | 1965.0    |
| Biggest pos cost            | 522.0     |
| Volume quote                | 110188.0  |
+-----------------------------+-----------+
