+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | ADAUSDT    |
| No. days                    | 567.999    |
| Starting balance            | 1000.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.15%      |
| Final balance               | 1763.13    |
| Final equity                | 1762.27    |
| Net PNL + fees              | 763.131    |
| Total gain                  | 80.09%     |
| Average daily gain          | 0.101%     |
| DG mean std ratio           | 0.1835     |
| Price action distance mean  | 0.00863603 |
| Price action distance std   | 0.01231    |
| Price action distance max   | 0.556032   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.7618     |
| Equity/balance ratio std    | 0.004133   |
| No. fills                   | 16325      |
| No. entries                 | 8918       |
| No. closes                  | 7407       |
| No. initial entries         | 7168       |
| No. reentries               | 1684       |
| No. unstuck entries         | 66         |
| No. unstuck closes          | 0          |
| No. normal closes           | 7407       |
| Average n fills per day     | 28.7       |
| Mean hours stuck            | 0.846759   |
| Max hours stuck             | 105.7      |
| PNL sum                     | 800.9      |
| Profit sum                  | 800.9      |
| Loss sum                    | 0.0        |
| Fee sum                     | -37.79     |
| Biggest pos size            | 2798.0     |
| Biggest pos cost            | 1171.0     |
| Volume quote                | 377881.0   |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.152%     |
| Final balance               | 1333.63    |
| Final equity                | 1333.6     |
| Net PNL + fees              | 333.633    |
| Total gain                  | 34.89%     |
| Average daily gain          | 0.0522%    |
| DG mean std ratio           | 0.0954     |
| Price action distance mean  | 0.0157022  |
| Price action distance std   | 0.0197906  |
| Price action distance max   | 0.194836   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9195     |
| Equity/balance ratio std    | 0.005622   |
| No. fills                   | 21828      |
| No. entries                 | 11994      |
| No. closes                  | 9834       |
| No. initial entries         | 8801       |
| No. reentries               | 3192       |
| No. unstuck entries         | 1          |
| No. unstuck closes          | 4          |
| No. normal closes           | 9830       |
| Average n fills per day     | 38.4       |
| Mean hours stuck            | 0.652997   |
| Max hours stuck             | 131.767    |
| PNL sum                     | 348.9      |
| Profit sum                  | 349.2      |
| Loss sum                    | -0.2747    |
| Fee sum                     | -15.3      |
| Biggest pos size            | 786.0      |
| Biggest pos cost            | 433.1      |
| Volume quote                | 152987.0   |
+-----------------------------+------------+
