+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | DOGEUSDT  |
| No. days                    | 567.998   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.295%    |
| Final balance               | 2309.81   |
| Final equity                | 2046.25   |
| Net PNL + fees              | 1309.81   |
| Total gain                  | 131.9%    |
| Average daily gain          | 0.136%    |
| DG mean std ratio           | 0.09908   |
| Price action distance mean  | 0.0833461 |
| Price action distance std   | 0.155906  |
| Price action distance max   | 1.13404   |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.734     |
| Equity/balance ratio std    | 0.04949   |
| No. fills                   | 13017     |
| No. entries                 | 6260      |
| No. closes                  | 6757      |
| No. initial entries         | 562       |
| No. reentries               | 1160      |
| No. unstuck entries         | 4538      |
| No. unstuck closes          | 5454      |
| No. normal closes           | 1303      |
| Average n fills per day     | 22.9      |
| Mean hours stuck            | 1.73788   |
| Max hours stuck             | 374.2     |
| PNL sum                     | 1319.0    |
| Profit sum                  | 1586.0    |
| Loss sum                    | -266.9    |
| Fee sum                     | -9.612    |
| Biggest pos size            | 31088.0   |
| Biggest pos cost            | 1289.0    |
| Volume quote                | 96122.2   |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | -4.81%    |
| Final balance               | 0.001     |
| Final equity                | 0.001     |
| Net PNL + fees              | -915.398  |
| Total gain                  | -91.52%   |
| Average daily gain          | -0.807%   |
| DG mean std ratio           | -0.03942  |
| Price action distance mean  | 0.0367582 |
| Price action distance std   | 0.069751  |
| Price action distance max   | 0.643268  |
| Closest bankruptcy          | 5.609%    |
| Lowest equity/balance ratio | 0.09746   |
| Equity/balance ratio std    | 0.01548   |
| No. fills                   | 97        |
| No. entries                 | 86        |
| No. closes                  | 10        |
| No. initial entries         | 7         |
| No. reentries               | 79        |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 10        |
| Average n fills per day     | 0.171     |
| Mean hours stuck            | 235.034   |
| Max hours stuck             | 12960.3   |
| PNL sum                     | -915.2    |
| Profit sum                  | 62.43     |
| Loss sum                    | -977.6    |
| Fee sum                     | -0.2093   |
| Biggest pos size            | 52736.0   |
| Biggest pos cost            | 531.7     |
| Volume quote                | 1561.02   |
+-----------------------------+-----------+
