+----------------------------------------+
|                Summary                 |
+-----------------------------+----------+
| Metric                      | Value    |
+-----------------------------+----------+
| Exchange                    | bybit    |
| Market type                 | futures  |
| Symbol                      | UNIUSDT  |
| No. days                    | 567.999  |
| Starting balance            | 1000.0   |
|                             |          |
| Long                        | True     |
| ADG realized per exposure   | 0.184%   |
| Final balance               | 2584.64  |
| Final equity                | 1432.22  |
| Net PNL + fees              | 1584.64  |
| Total gain                  | 162.8%   |
| Average daily gain          | 0.119%   |
| DG mean std ratio           | 0.03567  |
| Price action distance mean  | 0.309921 |
| Price action distance std   | 0.558645 |
| Price action distance max   | 3.0463   |
| Closest bankruptcy          | 100.0%   |
| Lowest equity/balance ratio | 0.3149   |
| Equity/balance ratio std    | 0.1963   |
| No. fills                   | 11948    |
| No. entries                 | 6768     |
| No. closes                  | 5180     |
| No. initial entries         | 4024     |
| No. reentries               | 2744     |
| No. unstuck entries         | 0        |
| No. unstuck closes          | 0        |
| No. normal closes           | 5180     |
| Average n fills per day     | 21.0     |
| Mean hours stuck            | 1.23792  |
| Max hours stuck             | 4370.35  |
| PNL sum                     | 1628.0   |
| Profit sum                  | 1628.0   |
| Loss sum                    | 0.0      |
| Fee sum                     | -42.91   |
| Biggest pos size            | 174.2    |
| Biggest pos cost            | 2352.0   |
| Volume quote                | 429134.0 |
|                             |          |
| Short                       | True     |
| ADG realized per exposure   | 0.0792%  |
| Final balance               | 1041.72  |
| Final equity                | 977.966  |
| Net PNL + fees              | 41.7196  |
| Total gain                  | 4.233%   |
| Average daily gain          | 0.015%   |
| DG mean std ratio           | 0.00768  |
| Price action distance mean  | 0.436944 |
| Price action distance std   | 0.274322 |
| Price action distance max   | 0.81178  |
| Closest bankruptcy          | 100.0%   |
| Lowest equity/balance ratio | 0.6033   |
| Equity/balance ratio std    | 0.09689  |
| No. fills                   | 1416     |
| No. entries                 | 645      |
| No. closes                  | 771      |
| No. initial entries         | 456      |
| No. reentries               | 189      |
| No. unstuck entries         | 0        |
| No. unstuck closes          | 0        |
| No. normal closes           | 771      |
| Average n fills per day     | 2.49     |
| Mean hours stuck            | 11.6812  |
| Max hours stuck             | 9490.73  |
| PNL sum                     | 42.33    |
| Profit sum                  | 42.33    |
| Loss sum                    | 0.0      |
| Fee sum                     | -0.6103  |
| Biggest pos size            | 23.5     |
| Biggest pos cost            | 95.34    |
| Volume quote                | 6102.73  |
+-----------------------------+----------+
