,uid,strat,symbol,n_days,h_stuck_avg_l,h_stuck_max_l,pa_distance_mean_long,l_gridspan,l_eqbal_ratio_min_long,profit_sum_long,loss_sum_long,l_ratio_loss_profit,l_adg %,total adg %,total gain %,total gain $,bkr Long
6798,0adf4,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/particle_swarm/recursive/longonly_01_aggressive_AU/DOGEUSDT_20221024062019_1c6b5/config.json,DOGEUSDT,824.6243055555556,0.5733359405931033,283.21666666666664,0.008262012637864724,0.0,0.5482339964841078,371532.71781480813,-260754.53110681492,-0.7018346395990595,0.5908911795830047,0.5908911795830047,11077.818670799332,94392.61570512662,0.9981471825712805
10369,ccc66,/configs/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/old/static_grid/static_matic_longonly.json,MATICUSDT,720.7076388888889,3.9974539711886603,3960.85,0.22069231337323836,38.69846415618052,0.2539107349782606,31192.782874581102,0.0,0.0,0.5312871253562471,0.5312871253562471,3119.2782874581103,31071.594025527094,0.9827239625187305
2685,0e04d,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/particle_swarm/recursive/longonly_01_lessAU/DOGEUSDT_20221025165446_860a5/config.json,DOGEUSDT,824.6243055555556,0.8069717974855589,283.21666666666664,0.01159979164351898,0.0,0.6862735162125417,70919.94273582585,-18159.215358086025,-0.25605231275677176,0.4925244549018892,0.4925244549018892,5276.072737773982,50441.51570210281,0.9949950678592525
9141,86f0c,/configs/DotCom/pb-configs-main/recursive_grid/recursive_single_AU_v0.4/CHZUSDT_20221106104511_f5d29/config.json,DOGEUSDT,824.6243055555556,0.5065778471724515,283.21666666666664,0.009038370096850374,0.0,0.6661806981712285,92227.70675364963,-49069.64661665005,-0.5320488640980794,0.48557368654074395,0.48557368654074395,4315.806013699957,40311.12424222379,0.9854921434626667
4781,180aa,/krishna_nx/MATICUSDT/config.json,MATICUSDT,720.7069444444444,0.19949674943965798,419.1333333333333,0.01570099621505697,0.0,0.600044876715072,22943.247526473377,0.0,0.0,0.4840144415191989,0.4840144415191989,2294.3247526473365,22576.729375092462,0.9977184965630344
2004,57196,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/audisabled/1.4/GMTUSDT_20220721074803_ad155/config.json,MATICUSDT,720.7076388888889,0.549197756257607,682.0333333333333,0.046489152276899134,14.614989288199281,0.5639511431036519,22193.71276999999,0.0,0.0,0.48092597307255025,0.48092597307255025,2219.3712769999993,20570.55207697764,1.0
7938,0c59c,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/test_phase/0.1.1_auenabled_short/WAVESUSDT_20220803020858_d35d9/config.json,MATICUSDT,720.7076388888889,1.1737112935694736,3997.3,0.30851848709368296,29.259093346655142,0.3013925755356275,23856.54049000003,0.0,0.0,0.47516995218093566,0.47516995218093566,2385.654049000003,22881.067557779472,1.0
5177,1f403,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/test_phase/1.9test_phase/MANAUSDT_20220729213838_f8f2b/config.json,MATICUSDT,720.7076388888889,0.721098233765512,466.56666666666666,0.03304822577897378,12.373281504074802,0.5566706190768916,20815.951260000013,0.0,0.0,0.47032744968108375,0.47032744968108375,2081.595126000001,19927.879873305745,1.0
1410,c9d35,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/audisabled/1.7/HNTUSDT_20220726144831_522de/config.json,MATICUSDT,720.7076388888889,1.276247571263435,3989.2833333333333,0.2090447998080396,14.92054688508615,0.3309521646623983,22052.21500000002,0.0,0.0,0.467606483991854,0.467606483991854,2205.221500000002,21553.788687449833,1.0
1667,27ea5,/configs/DotCom/pb-configs-main/recursive_grid/recursive_single_AU_v0.1/SXPUSDT_20221102183219_fa44a/config.json,DOGEUSDT,824.6243055555556,0.28623263863779896,283.21666666666664,0.008153846004404709,0.0,0.5260038358059875,134078.99861159152,-98983.52666898681,-0.7382478068450415,0.4640255187957966,0.4640255187957966,3509.5471942604754,29715.62825577135,0.997076158986847
9471,57123,/krishna_nx/strat_shared_recursive/config.json,DOGEUSDT,824.6243055555556,0.39584341727170297,1313.35,0.021144968442585798,0.0,0.5450729505405902,47071.77428541188,0.0,0.0,0.46306117135584446,0.46306117135584446,4707.1774285411875,46011.56759855189,0.9945748182991773
7740,1d864,/configs/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/recursive/longonly_01_lessAU/MATICUSDT_20221102065024_b6cb2/config.json,MATICUSDT,720.7069444444444,0.6472931167826759,33.95,0.013955541768702171,0.0,0.5113978977492429,40706.72276440431,-20126.73027440419,-0.4944325877298052,0.4609331449400341,0.4609331449400341,2057.9992490000113,19233.146887203173,0.9979827504584725
1432,079f5,/configs/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/old/5.7.0_old/neat_grid/manausdt/live_config.json,MATICUSDT,720.7076388888889,1.223958628172469,688.6166666666667,0.0284424169118014,13.958584724398108,0.5925428784700665,20361.167129999987,0.0,0.0,0.45169865263552167,0.45169865263552167,2036.1167129999988,19903.255005592975,1.0
8037,b7f8b,/configs/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/old/5.7.0_old/adg_realized_pad_mean/dotusdt/live_config.json,MATICUSDT,720.7076388888889,0.6811444960751883,422.1333333333333,0.029610043484297476,12.395478498556574,0.5772706366407847,20011.385589999983,0.0,0.0,0.4504362384063769,0.4504362384063769,2001.1385589999982,18945.11436942837,1.0
431,41655,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/5.7.0/MANAUSDT_20220717071307_ad2c7/config.json,MATICUSDT,720.7076388888889,0.45726553343731546,419.45,0.03583932687148151,14.410430540124153,0.5614544098719435,17022.088800000023,0.0,0.0,0.4442286628455487,0.4442286628455487,1702.2088800000024,16087.249493460746,1.0
6332,e0a8a,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/5.7.0/SOLUSDT_20220713182404_b9c8f/config.json,MATICUSDT,720.7076388888889,1.6949518210027765,364.15,0.02978114147758376,16.470027171720044,0.5994372458894182,18494.337410000007,0.0,0.0,0.4437145937652058,0.4437145937652058,1849.4337410000007,18128.46684962112,1.0
7014,9be0b,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/5.7.0/ENJUSDT_20220718170718_17e47/config.json,MATICUSDT,720.7076388888889,0.4278466244517002,6418.516666666666,0.5680584847688207,12.559027773772073,0.22288059953029937,33446.56243999997,0.0,0.0,0.4433104549417831,0.4433104549417831,3344.656243999997,31425.884985974542,1.0
2989,7c7b7,/configs/DotCom/pb-configs-main/recursive_grid/recursive_single_noAU_v0.1/HBARUSDT_20221109034538_410fb/config.json,MATICUSDT,720.7069444444444,0.5790167263638291,419.96666666666664,0.024093986606177297,0.0,0.5577366873304056,16413.33355028445,0.0,0.0,0.43940142615666083,0.43940142615666083,1641.3333550284449,16163.545103584402,0.9981492289813478
2681,0e04d,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/particle_swarm/recursive/longonly_01_lessAU/DOGEUSDT_20221025165446_860a5/config.json,MATICUSDT,720.7069444444444,0.7338863196006052,67.15,0.011268090134283974,0.0,0.6038246870066813,41236.6457234076,-20931.368623407652,-0.5075914458174796,0.43463822450842793,0.43463822450842793,2030.5277099999948,18854.277407155874,0.9979086766858448
7597,bce80,/configs/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/old/5.7.0_old/adg_realized_pad_mean/manausdt/live_config.json,MATICUSDT,720.7076388888889,1.4882966213503126,400.56666666666666,0.028460188070109492,16.820756436813284,0.5961487919095729,16450.930190000003,0.0,0.0,0.42421666239747574,0.42421666239747574,1645.0930190000001,16091.883356538965,1.0
4906,27c50,/configs/MDCL/passivbot-master/Configs/5.7.0/Neat Grid Auto Unstuck Enable/Multi-Opti/Long Only/neat_grid_32_symbols_975days_v2.json,DOGEUSDT,824.625,0.7707375963860114,434.1166666666667,0.019053704997546245,11.06183959219804,0.5805579160562669,73309.06524849798,-46689.536362497936,-0.6368862596219579,0.4226688917599965,0.4226688917599965,2661.9528886000053,23418.295674989757,0.9999060271144984
7223,f0bf4,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/test_phase/tight_01_auenabled/MANAUSDT_20220817060640_760a3/config.json,MATICUSDT,720.7076388888889,1.1077158714910875,1236.2166666666667,0.1211386681234454,14.783312068069248,0.3672025674044304,13149.109013602443,-0.49551360244538356,-3.7684196087566574e-05,0.4221018607830239,0.4221018607830239,1314.86135,12613.37263513035,1.0
6805,3d325,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/5.7.0/SOLUSDT_20220717071307_ad2c7/config.json,MATICUSDT,720.7076388888889,0.7020164508840998,2361.8,0.11824796844247516,14.671768706446134,0.3668009671484708,13402.740029999992,0.0,0.0,0.42086760671673695,0.42086760671673695,1340.2740029999993,12720.346182683672,1.0
8345,f88ee,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/5.7.0/MANAUSDT_20220713182404_b9c8f/config.json,MATICUSDT,720.7076388888889,0.6912986424736555,422.1,0.025361963494087907,12.28000964978997,0.555313749363065,15466.046520000002,0.0,0.0,0.42071011663459945,0.42071011663459945,1546.6046520000004,14777.804352522136,1.0
8378,fafe9,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/audisabled/1.5/HNTUSDT_20220723093109_e541e/config.json,MATICUSDT,720.7076388888889,2.612048223094735,3989.2166666666667,0.18222791871829933,15.094453742439748,0.33445727790726165,18219.566569999995,0.0,0.0,0.4199728687612968,0.4199728687612968,1821.9566569999995,17983.934735656927,1.0
1579,94cd2,/configs/DotCom/pb-configs-main/recursive_grid/recursive_single_AU_v0.5/CHZUSDT_20221106112026_a1733/config.json,DOGEUSDT,824.6243055555556,0.7774279504000209,283.21666666666664,0.008744429470189123,0.0,0.5308462241915267,59124.0632996521,-31836.72286665213,-0.5384731882397444,0.41986169041339494,0.41986169041339494,2728.7340432999968,25415.04525241253,0.9980582730294879
4660,ae67f,/direct_from_git/Flyingtoaster/passivbot_v5.8.0-main/configs/harmony/1m/audisabled/1.7/SOLUSDT_20220726144831_522de/config.json,MATICUSDT,720.7076388888889,2.1532407983733766,364.1,0.027109887298082606,16.634912152378046,0.6006377356917983,15706.57564000001,0.0,0.0,0.41973187425530323,0.41973187425530323,1570.6575640000008,15458.965641264069,1.0
