,strat_name,gs,s_k,s_f_equ_long,s_gain,s_loss,low_equ_bal,pa_dist_mean_long,l_we,adg_exposure,n_days,ratio_loss,ratio_dist,krishn_ratio
625,b3738,14.0,11000.0,22647.122980800494,29773.095908308434,0.0,0.41005448575090175,0.26865828704218087,0.909090909090909,0.16101208338152498,788.1454545454545,0.0,0.7606573078777683,9286.554367629577
581,7d62c,12.0,9000.0,12124.69737565116,32843.881265544784,0.0,0.3062190627781491,0.6005703880016928,0.9090909090909091,0.16082390848753172,785.1333333333333,0.0,0.36916152745840974,3712.813466840582
232,a7a75,10.0,9000.0,21736.913708127096,21906.33898612709,-43256.245926061405,0.5434084745329423,0.014447064055198898,0.9090909090909091,0.16039769633444667,785.1333333333333,1.9899902307607065,0.9922659245751977,11812.023119187546
440,f66fd,33.0,9000.0,16735.56348634127,23618.49823734127,0.0,0.44836567822905526,0.1612173476493689,0.9090909090909091,0.16023154504870687,785.1333333333333,0.0,0.7085786453552768,7503.652273098816
520,f9307,29.0,9000.0,17908.617442512932,28186.12149251293,0.0,0.3952718319538792,0.330600328974298,0.9090909090909091,0.15950428648360024,785.1333333333333,0.0,0.6353700507276246,7078.772024263282
465,1a993,22.0,11000.0,28327.58414620665,28398.15556620665,-13083.704641655859,0.751626052443651,0.037977052219969214,0.5,0.15873008546618028,788.1454545454545,0.4618715303827947,0.9975149294525318,21291.750247078657
273,24ee9,45.0,8000.0,18120.277431258186,28376.69556725183,-193.46217581955676,0.6262613615844712,0.44067900760597956,0.5,0.15872823712249423,739.6875,0.01067655705347132,0.6385619279846636,11348.029616388116
131,5968f,36.0,9000.0,22544.556788417398,29849.08304478792,-75.29989228550622,0.6560110824954148,0.26700005968611656,0.5,0.15862327563275527,785.1333333333333,0.0033400475774353062,0.7552847353665694,14789.47910314905
592,f3141,30.0,9000.0,18083.127077874742,19370.390528185155,-9858.481314538152,0.49234506953471335,0.09198089382227553,0.9090909090909091,0.1584332877604135,785.1333333333333,0.5451756917972613,0.9335447858711283,8903.138458561298
727,6f8a4,28.0,11000.0,22462.89495144588,31529.94765168317,0.0,0.49686705756531835,0.12747574370445452,0.909090909090909,0.1579006272718432,788.1454545454545,0.0,0.7124304549946419,11161.072518923758
379,c7230,20.0,9000.0,16821.2029127376,22404.392924835643,0.0,0.49740809890937565,0.10302291386825493,0.9090909090909091,0.15767824818743564,785.1333333333333,0.0,0.7507993173111608,8367.002562193662
160,5d68d,31.0,9000.0,15235.810304928742,24882.415866928743,0.0,0.43836338039020945,0.1317154355135776,0.9090909090909091,0.1576430870469504,785.1333333333333,0.0,0.6123123408277522,6678.821308252551
88,0cb04,10.0,11000.0,21891.58668396095,26106.03484128381,-6636.694904014191,0.46860143789683717,0.1556498058535928,0.909090909090909,0.15755741976538232,788.1454545454545,0.3031618950158884,0.8385642177011817,10258.428997947356
346,4ea5a,12.0,9000.0,24235.78037299763,25148.760817941933,-18544.973492040248,0.753210423612788,0.07455421165664364,0.5,0.1574052992016799,785.1333333333333,0.7651898641853591,0.9636968019397221,18254.64240133204
49,c346c,13.0,9000.0,22611.893553947863,25856.800883561496,-2442.926882899307,0.7045566822528847,0.17812050673223126,0.5,0.15680656640908414,785.1333333333333,0.10803725380499109,0.874504686630565,15931.360701824897
569,42975,-1.0,9000.0,18181.56259405289,18181.56259405289,0.0,0.6271975950539348,0.061446534746638894,0.9090909090909091,0.15657653943125774,785.1333333333333,0.0,1.0,11403.432333312554
18,7baca,41.0,8000.0,17867.969810085207,20317.630392325,-7205.364141980349,0.6970375314887551,0.21457631884933026,0.5,0.1563415159266422,739.6875,0.40325589412589163,0.8794317774790728,12454.645569137394
29,68285,-1.0,8000.0,19689.53368073963,19786.650840739636,-35716.320355374824,0.7623086221996564,0.017781077859527688,0.5,0.15603826697043707,739.6875,1.8139749236576717,0.9950917838101208,15009.501291918357
755,9e079,36.0,9000.0,15388.789120154404,20819.556880154403,0.0,0.47331427722668845,0.09343552498528326,0.9090909090909091,0.15552158064227076,785.1333333333333,0.0,0.7391506557386575,7283.733599799809
280,8f970,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
662,b9f7e,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
653,887be,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
655,81d29,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
754,36543,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
205,57bc8,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
578,01b94,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
326,e651d,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
477,ef0d6,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
690,c57a5,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
322,03a8f,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
190,5bf0b,29.0,11000.0,21358.169560796272,30246.32790963217,0.0,0.4855187702758688,0.13855888794597682,0.909090909090909,0.15484751838305433,788.1454545454545,0.0,0.7061409115383755,10369.792220501298
597,1a8cb,45.0,11000.0,27107.810069817,34255.40815811584,-494.4977096204942,0.6816653409852749,0.16524903766743126,0.5,0.1545815850214475,788.1454545454545,0.01824189074465625,0.7913439520175322,18478.45459460587
344,693fd,35.0,11000.0,19584.26089609374,25074.667511996046,-1247.846611847351,0.4841568431870057,0.09718103582351455,0.909090909090909,0.1543438335064328,788.1454545454545,0.06371680904722044,0.7810377101400996,9481.853931603464
637,911d6,22.0,11000.0,16194.420976634197,30413.384291967526,0.0,0.4098880081092202,0.20904062928311912,0.909090909090909,0.15357012999807212,788.1454545454545,0.0,0.5324767813133937,6637.898956594764
212,5a8ac,41.0,8000.0,18932.597754546998,21692.9789429945,-1517.092325477919,0.7350165560358546,0.12307936420001689,0.5,0.15346223989478172,739.6875,0.08013122896003864,0.872752322504838,13915.772798359289
222,de6f0,17.0,9000.0,13574.205306627538,16110.635270024786,0.0,0.4778884156996486,0.14572138679281724,0.9090909090909091,0.15281346095175824,785.1333333333333,0.0,0.8425617661324323,6486.955468365997
533,8a756,10.0,11000.0,28254.007960752224,28311.828780752225,-35844.26620682613,0.7791440332507655,0.00805256548874924,0.5,0.15230611953988815,788.1454545454545,1.268643594091768,0.9979577151144927,22013.941718039725
196,affd9,32.0,9000.0,17530.599124363205,28748.544775363203,0.0,0.386080283683472,0.37392194300663545,0.9090909090909091,0.1522337818616353,785.1333333333333,0.0,0.6097908350264218,6768.218683075373
117,4e4de,20.0,9000.0,22571.2163213016,22655.614001301605,-39445.80986026096,0.7625921272813688,0.013732380630384051,0.5,0.1522004063853348,785.1333333333333,1.747615604704207,0.996274756446894,17212.63186978934
494,b71ed,28.0,9000.0,14859.775808458122,22349.496517624793,0.0,0.433573927294775,0.14619401647871544,0.9090909090909091,0.15125647807192646,785.1333333333333,0.0,0.6648819044643675,6442.811355993078
388,b1d10,10.0,9000.0,12063.925478310322,28076.027056310326,0.0,0.3449795395095123,0.5016347670437997,0.9090909090909091,0.15120113082729583,785.1333333333333,0.0,0.42968777078446546,4161.807456184568
243,53f20,14.0,9000.0,15816.65654810523,21942.095430143316,0.0,0.5093866476984168,0.45650088650288606,0.6946598997954946,0.15117787971500052,785.1333333333333,0.0,0.720836193537689,8056.793656836536
669,78c07,28.0,11000.0,20096.498367205695,24675.222451205693,0.0,0.5247687883745917,0.0924675312704139,0.909090909090909,0.15091683020823402,788.1454545454545,0.0,0.814440413128828,10546.015098730493
231,03f6e,10.0,9000.0,22958.316283884145,23005.20294388414,-15483.424455197126,0.7618750833811881,0.012297841245429436,0.5,0.15090396144004936,785.1333333333333,0.6744146331874474,0.9979619106115099,17491.36913307592
261,af2fb,31.0,11000.0,19252.315389363917,19327.585672363915,-11135.325707158008,0.5728570614050104,0.03445374146366187,0.909090909090909,0.15086850284270373,788.1454545454545,0.5783889096949762,0.996105551708529,11028.82481919347
318,1e355,14.0,9000.0,22288.947027835326,22323.744447835325,-11309.292214515053,0.735950012164968,0.020939367358733654,0.5,0.15079316589808345,785.1333333333333,0.5073946382658435,0.9984412373075982,16403.550836279737
452,165f1,15.0,9000.0,20901.711396902687,30225.155941108962,-118.46517184450875,0.6256742896556495,0.48657395806905196,0.5,0.15077158424767623,785.1333333333333,0.005667725938559436,0.6915336164891198,13077.663430844483
558,9f68f,14.0,9000.0,13775.119566226631,22514.05290817352,0.0,0.41747600974927085,0.29778590387172094,0.859239581787124,0.1507095280789771,785.1333333333333,0.0,0.6118453937374244,5750.7819503274
534,9b0b2,16.0,11000.0,22812.394993127855,24447.6989548904,-8324.333508075963,0.672884113447562,0.07184120212063821,0.6666666666666667,0.15052801145607383,788.1454545454545,0.3649039704329,0.9331101072219549,15350.09818056644
585,af86d,31.0,11000.0,17047.362855530522,28892.74232453052,0.0,0.4315695861622343,0.16328147210959018,0.909090909090909,0.1497810313000824,788.1454545454545,0.0,0.5900223199324686,7357.123332718752
417,7eed7,13.0,9000.0,13828.258134609754,18738.797603609753,0.0,0.4513949253828624,0.2298678331221492,0.9090909090909091,0.14940712412981294,785.1333333333333,0.0,0.7379479957639301,6242.00554884713
695,8af61,11.0,11000.0,29023.174951832614,29045.28853183261,-35311.22430183943,0.7909557500377921,0.009051608494966943,0.5,0.14938824801629116,788.1454545454545,1.2166561501435518,0.9992386517360377,22956.047112504824
495,85d7d,34.0,11000.0,17685.28279297794,24430.661663977946,0.0,0.4770302774541598,0.09441347322076797,0.909090909090909,0.1488379331078623,788.1454545454545,0.0,0.7238970043555635,8436.415357589545
325,d6dcb,22.0,11000.0,26775.998408447496,34074.56341548796,-148.93798447372316,0.6654537975023412,0.2152087135215182,0.5,0.14813157685612063,788.1454545454545,0.005562369036694261,0.7858060595510657,17818.189822818033
337,5df2c,30.0,9000.0,14872.039429115779,20384.677053744934,0.0,0.46532093187291174,0.14927207259561515,0.9090909090909091,0.1479026952265278,785.1333333333333,0.0,0.7295695384285517,6920.271246006841
611,e4e07,10.0,9000.0,21049.045640259206,22056.27371168778,-4667.314231412285,0.7279450865148299,0.14113608117705986,0.5,0.1476299392890091,785.1333333333333,0.22173519461069544,0.9543337154500927,15322.54934965309
401,73486,15.0,11000.0,26332.392819342956,30894.742640137458,-1761.444695782113,0.6763276897623473,0.2661397032056756,0.5,0.1474766699855335,788.1454545454545,0.06689269402392518,0.8523260130716466,17809.326401420843
434,d2ba9,10.0,11000.0,26319.28998084989,32873.93159153807,-4710.165342314191,0.661458151838681,0.2763039356830449,0.5,0.14694112620357044,788.1454545454545,0.17896247754940736,0.8006127866867199,17409.10890843928
263,cf6c0,28.0,11000.0,18457.874694515565,26778.279820515574,0.0,0.44036709414128034,0.13962816649134713,0.909090909090909,0.14572839412416796,788.1454545454545,0.0,0.6892853020519444,8128.240643247692
296,d7aac,13.0,11000.0,25795.65588171079,33791.650243024465,-2113.863876421232,0.6576630961725655,0.3197457107787319,0.5,0.145612422903908,788.1454545454545,0.08194650626890897,0.7633736646832077,16964.850914967967
348,9dad5,25.0,11000.0,16781.86456799546,18349.723993547734,-25849.47520065716,0.4904319117532296,0.07353348799421193,0.909090909090909,0.1455918930438052,788.1454545454545,1.5403220003309082,0.9145567842816832,8230.3619228658
248,347d0,11.0,11000.0,27072.46499383857,27109.38495383857,-19834.796440881615,0.7863477724874457,0.00983365121837022,0.5,0.14506914592296538,788.1454545454545,0.7326557240131559,0.9986381114856399,21288.37254364931
135,81711,38.0,11000.0,19506.30879195629,34439.18920476471,0.0,0.392476496902756,0.2362836894502652,0.909090909090909,0.1449678785349971,788.1454545454545,0.0,0.5663986070048816,7655.767742170435
282,3e4b1,14.0,9000.0,11661.999725971282,22772.434295723222,0.0,0.37191936333036546,0.32473700422973817,0.9090909090909091,0.14479904105644395,785.1333333333333,0.0,0.5121103688138191,4337.323513242136
204,56ed1,43.0,11000.0,25215.93439038889,32712.058845929412,-2746.1670877979664,0.6726064018382094,0.240118266819571,0.5,0.14473242228934183,788.1454545454545,0.10890602129916209,0.7708452258891275,16960.398899307835
603,c2c2c,30.0,11000.0,22628.214616697544,38921.307522337986,-4217.994084668485,0.6007796539091085,0.686228229863482,0.5,0.14462671646806796,788.1454545454545,0.18640419300053804,0.5813837215954424,13594.57094600058
620,32b42,31.0,8000.0,18255.549267837963,18678.060576941898,-1951.8456272135854,0.756739018385977,0.06231641553102237,0.5,0.1444164396537399,739.6875,0.1069179348469281,0.9773792730051681,13814.686433040542
8,9f943,15.0,9000.0,14582.291363837163,18184.47262030568,0.0,0.5339436771177728,0.11025968784527246,0.9090909090909091,0.14416045750912426,785.1333333333333,0.0,0.8019089510219755,7786.122271609956
245,7d563,33.0,11000.0,16644.221578864526,19936.220344398505,0.0,0.5421882888377373,0.05983785005524211,0.909090909090909,0.14403023143433533,788.1454545454545,0.0,0.8348734760819929,9024.3020168807
137,ddd14,15.0,9000.0,13852.711665655763,17625.937072686207,0.0,0.5146161806249482,0.2049646495878965,0.8649318601319562,0.14395817096013133,785.1333333333333,0.0,0.7859276705987126,7128.829568678433
167,e967e,29.0,11000.0,26117.395382963015,26126.161462963013,-6658.025329245201,0.7653837490924741,0.023473926934208446,0.5,0.14371267753444317,788.1454545454545,0.25492684977263796,0.9996644711848534,19989.829994742704
529,839fe,14.0,11000.0,26512.963604347733,26572.64904434773,-20401.577747945867,0.7625108493643554,0.010969402743913174,0.5,0.14233354002609636,788.1454545454545,0.7694944274204152,0.9977538769318638,20216.422397117432
381,b985e,17.0,9000.0,17879.984886086288,17897.744408086284,-23615.29662831274,0.6032584421256943,0.026620227108963727,0.9090909090909091,0.1422687373100241,785.1333333333333,1.3207671471070153,0.9990077228954073,10786.251827611375
69,dc1a9,29.0,11000.0,17092.694875397603,23740.78054052369,-3558.43328518742,0.4691747172223863,0.12713590490738616,0.909090909090909,0.14168015531680647,788.1454545454545,0.20818445020681067,0.7199719000907188,8019.460284733202
254,ffc10,47.0,11000.0,25575.031538542215,25587.840887479786,-8088.4392696046525,0.761367191617343,0.03176552388552911,0.5,0.1414205417225337,788.1454545454545,0.31626312004406215,0.9994993970380737,19471.98993802486
407,2f491,31.0,11000.0,25295.98655386295,25305.084893862946,-11572.113328391057,0.7367622990650798,0.03338549560892041,0.5,0.14119762507725492,788.1454545454545,0.4574683538730724,0.9996404540811399,18637.12921054341
733,c8b5f,22.0,9000.0,14523.190372557805,22048.47687667339,0.0,0.4567569968517254,0.21124000288891137,0.9090909090909091,0.14103656376737364,785.1333333333333,0.0,0.6586935893028916,6633.568819275394
652,0c081,11.0,9000.0,19511.35832499282,24717.508919850556,-5038.945537680827,0.6559988560790327,0.22735543016592974,0.5,0.1407001542304172,785.1333333333333,0.25825703437706105,0.7893739772992783,12799.428741743402
692,c0cc4,25.0,11000.0,17900.299669604938,29768.870474286938,-146.37353436841062,0.4502407515023599,0.2359888469558926,0.909090909090909,0.14010540475765068,788.1454545454545,0.008177155526449414,0.6013093336902534,8059.444375360372
433,3835d,13.0,11000.0,15077.292996908893,36621.95178041034,0.0,0.32897897138796256,0.47581087258360033,0.909090909090909,0.1398542398125204,788.1454545454545,0.0,0.41170096796899763,4960.112341438019
202,d4284,16.0,11000.0,15195.97079415157,23879.55662246884,0.0,0.4131069018143949,0.24541993253533814,0.909090909090909,0.1393394190159091,788.1454545454545,0.0,0.6363590008975846,6277.560414833985
462,03673,42.0,10000.0,23709.922140953742,23864.676380953737,-50586.4724023802,0.7561798427079094,0.016561496058799162,0.5,0.13914127918316105,799.6899999999999,2.1335570864234534,0.9935153430312802,17928.96519516318
587,e5795,-1.0,8000.0,17991.68722612958,18014.06564612958,-7748.831737746618,0.8025966102566428,0.014760668938652376,0.5,0.138784470722198,739.6875,0.4306895534785021,0.9987577251887716,14440.067180489339
553,e9608,10.0,11000.0,26511.845863182658,27246.9327633368,-37453.33067816685,0.8033731629709796,0.08654603983116266,0.5,0.13843209489168243,788.1454545454545,1.4127017361012488,0.9730212972396193,21298.905467304132
247,1234a,20.0,9000.0,20459.830963790144,20485.800523790145,-13481.212337670646,0.7477798883660565,0.023939440989312173,0.5,0.13784238819292227,785.1333333333333,0.6589112276406255,0.9987323141231487,15299.45011409138
643,41cf7,44.0,11000.0,23555.029239088843,32308.66724292631,-350.81365332784134,0.6677785192106296,0.2177001766632631,0.5,0.1369353988760577,788.1454545454545,0.014893365224343553,0.7290622377574552,15729.54254524183
345,ee751,29.0,11000.0,24598.465139253658,28756.936532027747,-8887.25280184547,0.7018640899597263,0.1752947586678448,0.5,0.13676068149655915,788.1454545454545,0.36129298114878716,0.8553924063454175,17264.77934936832
389,07c39,28.0,9000.0,14697.234905344458,17213.791541344457,0.0,0.5385371966628729,0.07083582186121883,0.9090909090909091,0.13666648891172484,785.1333333333333,0.0,0.8538057911323209,7915.007684619929
25,c83fa,14.0,11000.0,25256.93082545767,25335.30074545767,-25287.722419837017,0.7653071923724226,0.017247761777164996,0.5,0.13656153848121183,788.1454545454545,1.0012191344463877,0.9969066907558203,19329.310817975504
590,e9e5d,14.0,9000.0,12231.226341283287,25669.554308246785,0.0,0.33547165876554585,0.5764137991741913,0.9017093212629812,0.13643743657042118,785.1333333333333,0.0,0.4764876785318316,4103.229789447143
425,b583d,26.0,11000.0,14239.046144199154,28889.72677696864,-554.6416643986084,0.3789719327085594,0.25414492537941924,0.909090909090909,0.13613709640100471,788.1454545454545,0.03895216426590232,0.49287576355864854,5396.198837193514
373,11914,11.0,9000.0,20513.405775768802,24690.502435811166,-2175.2645727738077,0.6881999530444536,0.24708003494952713,0.5,0.13612252250608906,785.1333333333333,0.10604112240315117,0.8308217230126556,14117.324891665912
276,d6ec9,28.0,11000.0,17600.133740326994,23779.095815326997,0.0,0.4949568160389368,0.08690921264626982,0.909090909090909,0.1360630120637945,788.1454545454545,0.0,0.7401515127830341,8711.306157971712
463,03358,28.0,9000.0,19844.242102122782,20380.874005824084,-4723.4494007840685,0.7411516738393292,0.041831560431629396,0.5,0.13571994117542377,785.1333333333333,0.2380261930123696,0.97366982870568,14707.593250061189
414,36133,33.0,11000.0,13642.17557081066,20710.789558228957,-2562.007535766131,0.4393739818614042,0.18612165643674786,0.909090909090909,0.13541819015376616,788.1454545454545,0.18780051044408957,0.6586989613532264,5994.017001799454
375,b8035,31.0,8000.0,16948.348646698243,22883.76271046338,-1229.4499923823187,0.6716785397066096,0.22614912765844747,0.5,0.134600578191571,739.6875,0.07254099015846192,0.7406277045054647,11383.842069452769
132,6f4ae,47.0,11000.0,16281.860895165322,16302.75321219624,-7394.299264834215,0.5475032900590603,0.031159674325212706,1.0,0.13417798904710218,788.1454545454545,0.454143375406791,0.998718479218879,8914.372408386971
316,a7110,30.0,11000.0,25697.676466652774,26556.656670514913,-14793.290141094843,0.7812211983678378,0.04571542552922337,0.5,0.13390910147951726,788.1454545454545,0.5756664482990017,0.9676548063064038,20075.56960454746
422,2c794,12.0,9000.0,13262.432097326768,18557.247501511527,0.0,0.43275719569519633,0.5267967387289256,0.8365416283444506,0.133841748377748,785.1333333333333,0.0,0.7146766833953427,5739.412922537093
525,25f68,12.0,11000.0,24152.319626404373,24207.63852640437,-20480.345390137907,0.7406582050585431,0.013373334740749497,0.5,0.1337241613183987,788.1454545454545,0.847965980366867,0.9977148163403192,17888.613702492883
303,1881b,16.0,9000.0,12541.894432579538,13874.291256837854,0.0,0.574112561706952,0.09892002822744922,0.9090909090909091,0.1334433675839653,785.1333333333333,0.0,0.9039664946055063,7200.459141346398
183,e1200,11.0,11000.0,25373.76158077501,25419.552180775012,-21127.26570509947,0.7673619436849161,0.010556732617344357,0.5,0.13335069366978877,788.1454545454545,0.8326422409953993,0.998198607132244,19470.859005221162
298,b0351,13.0,9000.0,11948.661441522017,17017.5166279342,0.0,0.43662330474125055,0.2513842430531429,0.8691063737250299,0.1332330039654831,785.1333333333333,0.0,0.702138960858033,5217.0640458316975
541,39c76,40.0,9000.0,19367.546436404664,25632.28193749752,-244.70792874979176,0.6740326745473346,0.1888052630345676,0.5,0.13309321276070377,785.1333333333333,0.012634947310095034,0.7555919712349856,13054.359123949534
48,963b9,36.0,9000.0,19287.98375797668,25366.06830639911,-34.50698162909698,0.6727215750468327,0.1639616414273705,0.5,0.13302616537483522,785.1333333333333,0.0017890403715643101,0.7603852329417126,12975.4428131438
641,56711,28.0,9000.0,12679.721110114158,12747.98538311416,-16219.563786116672,0.553608782439165,0.026423948138703073,0.9090909090909091,0.13270635428527885,785.1333333333333,1.2791735437445,0.9946450932481908,7019.604965438477
74,76239,13.0,9000.0,20039.471112989828,25896.926757243622,-50.03484801366665,0.6442593207630181,0.4552722644879401,0.5,0.1322950399106656,785.1333333333333,0.0024968147977335316,0.7738165729408256,12910.616047704949
143,d0046,30.0,11000.0,14770.347162844046,22419.918641844048,0.0,0.49411166265222595,0.11126240976308649,0.909090909090909,0.13188500678135828,788.1454545454545,0.0,0.6588046727019335,7298.200794583459
136,23ca3,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
85,0c791,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
640,fc7de,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
189,88d12,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
55,55ce4,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
736,0b85f,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
504,dc4ec,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
436,71d8a,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
334,63cef,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
454,ebe4b,42.0,11000.0,25052.14910456175,25219.025544561748,-54888.518868008796,0.7541935473534483,0.016583900037274713,0.5,0.13185578824029026,788.1454545454545,2.1909704687975906,0.9933829148273343,18894.16920199694
244,1483b,20.0,11000.0,19985.106192194355,20087.689772194357,-20936.417990262347,0.6028249296340209,0.01091224309705129,1.0,0.13185026234150643,788.1454545454545,1.0476010379389202,0.9948932116553293,12047.520234037996
589,33185,32.0,9000.0,10341.008856056691,17380.377242804654,0.0,0.4348922292734627,0.15371471522756808,0.9090909090909091,0.13182273045975346,785.1333333333333,0.0,0.5949818413945986,4497.224394347115
371,dd6dc,25.0,11000.0,14421.400962308402,26648.3800343084,0.0,0.4177049692298905,0.19301946701802863,0.909090909090909,0.13178933129231335,788.1454545454545,0.0,0.5411736452175179,6023.890845212944
658,eb1ed,20.0,11000.0,25234.576084690485,25290.112024690487,-14990.937523427494,0.8048551919933472,0.01112076802712259,0.5,0.13151325365348093,788.1454545454545,0.5940633784818091,0.9978040453143987,20310.17957951429
67,dfd5b,16.0,11000.0,19060.451346915546,25462.26839757198,-6374.044359455958,0.5718464930129848,0.18010608810872444,0.6666666666666667,0.13132498528044667,788.1454545454545,0.33441203691576993,0.7485763267161658,10899.652257978278
488,dd5d9,26.0,9000.0,19653.271621406468,25057.19586647041,-757.6097038827875,0.6825518701145936,0.24235392065837674,0.5,0.13119787498525703,785.1333333333333,0.03854878304625853,0.7843364327811695,13414.377299061056
555,95a2a,12.0,9000.0,19757.242251567666,19773.805071567665,-23513.130379013906,0.7490732765924616,0.015081978395513642,0.5,0.13105205990653102,785.1333333333333,1.1901018411184499,0.9991623857957508,14799.622189812815
354,19143,14.0,9000.0,19277.60764138207,26710.324661382074,0.0,0.6491335145868925,0.41542127298866244,0.5,0.1309283546798127,785.1333333333333,0.0,0.7217286905259424,12513.741201077479
408,b1d92,24.0,11000.0,25002.485387547178,26292.096196049424,-15733.812013495142,0.769195877345589,0.06415181213715959,0.5,0.1308892241856889,788.1454545454545,0.6292899193666394,0.9509506279420954,19231.808683494623
716,889e3,11.0,9000.0,14740.964720980784,14791.539200980784,-19260.275034004884,0.6199923372650582,0.00918003921922255,0.9090909090909091,0.13046658098728503,785.1333333333333,1.3065817196205467,0.9965808507611807,9139.285170902644
398,5b1f4,11.0,11000.0,24836.98580389623,24979.371602804084,-77121.30367160687,0.7890589399384605,0.009172023928425555,0.5,0.13026076071661938,788.1454545454545,3.1050991565775545,0.9942998646574492,19597.84568968895
242,eedad,32.0,9000.0,11891.470064665875,17457.97364466587,0.0,0.49794961130074533,0.100756534359322,0.9090909090909091,0.1302152678154294,785.1333333333333,0.0,0.6811483570030024,5921.352896494821
64,66c21,35.0,11000.0,23882.534631919723,27839.1575932383,-1219.5714445830156,0.7153375568390707,0.11380887284309173,0.5,0.1300627474119749,788.1454545454545,0.05106541091132856,0.8578756218442624,17084.073974721952
206,fe2fe,13.0,11000.0,23447.446032792745,23487.398692792744,-7211.537528305773,0.7390049883136475,0.01825702941184827,0.5,0.12954224065427097,788.1454545454545,0.3075617497197767,0.9982989746747791,17327.77958144888
735,fee62,31.0,11000.0,23397.814426676086,24624.542978104655,-12406.840627582771,0.7194448822312592,0.09123651212625766,0.5,0.1294968759288348,788.1454545454545,0.5302563906754302,0.9501826875520355,16833.437844668835
572,fe450,30.0,11000.0,14302.702318042062,20874.53907694837,-1617.9339445505545,0.5020885959278159,0.10701205049407164,0.909090909090909,0.12908839380816486,788.1454545454545,0.11312085706416619,0.6851745212346485,7181.223724839256
