,strat,gs,s_f_equ_long,s_loss,low_equ_bal,pa_dist_mean_long,l_we,adg_exposure,n_days,avg_max_stuck,avg_hrs_stuck_avg,most_loss
106,688fd,14.0,20441.83595346375,0.0,0.44188475385051995,0.17856218871854804,0.909090909090909,0.15279443335961737,870.1454545454545,2635.248484848485,1.2980943688935571,811.9919329999954
72,859b7,-1.0,21936.400676895722,-1152.6324238437337,0.47564375956557164,0.09486734952111009,1.0,0.1526566543626372,870.1454545454545,712.0484848484849,2.1255549419865307,664.2639312589974
141,6e08d,-1.0,33964.974221757024,-59477.931115231535,0.5441507345568718,0.012397890384340231,1.0,0.15245960831389896,870.1454545454545,149.84242424242424,1.9695855782634082,8.516284870003261
1018,73346,-1.0,25458.786958378067,-16300.348210314043,0.5384554118258555,0.0217042812395824,1.0,0.1521082405788516,870.1454545454545,163.05909090909088,3.5094051710244814,321.7839325000026
61,c346c,13.0,29897.88811309301,-2604.4816655464824,0.7093289058679438,0.17376178788747343,0.5,0.15209153279964105,870.1454545454545,1695.2984848484848,1.8118591294242372,323.8075968893524
1121,f62a0,-1.0,22724.1301150215,0.0,0.4847313443358308,0.13254499230291394,1.0,0.15202763544549683,870.1454545454545,2262.053030303031,3.348259915143211,795.9264808349976
353,5457c,27.0,23976.73673919582,0.0,0.47298983390988875,0.15647317170557684,0.909090909090909,0.152003755349674,870.1454545454545,2746.7560606060606,10.970745823118245,1173.9815206899993
330,6d61d,-1.0,23094.33707731576,0.0,0.5171841345648587,0.12256686854728395,1.0,0.15195742561676603,870.1454545454545,2356.1469696969693,6.937911212599457,851.9087931480003
1025,36aa2,37.0,18341.100337038595,0.0,0.4122963045216748,0.2713735731612029,0.909090909090909,0.1517820702109712,870.1454545454545,4276.821212121212,14.704655321865333,1368.4133976480002
562,27c50,11.0,40289.299527259616,-143064.60147342266,0.5696632986526009,0.010487175955871895,1.0,0.1517177687605903,870.1454545454545,132.03181818181818,1.3513451079817531,-333.89743947900365
678,5e4f8,-1.0,30284.480897477933,-21204.67285364378,0.7555571905316202,0.016895697704699893,0.5,0.15171315898058627,870.1454545454545,197.6621212121212,2.4715278470540514,151.2336820799951
543,b9374,-1.0,24122.906500898906,0.0,0.48771711949974356,0.13497099729044681,1.0,0.15157423489252048,870.1454545454545,1906.787878787879,1.8032625239931848,818.5912837719211
87,c98d6,-1.0,33237.342698121705,-34108.88687350617,0.5639671835928121,0.012175860318636962,1.0,0.15137487451249718,870.1454545454545,127.95151515151515,2.433251435885983,79.42711210003114
424,915fc,15.0,20580.847944953082,0.0,0.4114634555727909,0.38875023629197897,0.8636983133778813,0.15136150247572958,870.1454545454545,5122.168181818182,3.1153053153034165,1106.4793915391695
673,fa1af,49.0,25753.716524216172,-3080.6428563374775,0.5958687903865157,0.9348834912054413,0.5,0.1508764625034674,870.1454545454545,3301.018181818181,4.18217310902353,756.967153884092
1186,b90a0,-1.0,27253.68842138114,0.0,0.47342246186415743,0.14857555881872683,1.0,0.15084464741613768,870.1454545454545,2307.436363636364,1.65722987086629,914.8132693626114
313,cbc4b,-1.0,18101.50827788678,0.0,0.43885163706732677,0.12436312468517939,1.0,0.1505797859912577,870.1454545454545,2209.2166666666667,10.544469789523971,880.8163857999989
595,69413,16.0,28846.00498468321,0.0,0.7033290277195595,0.22820844460082187,0.5,0.15051660006610662,870.1454545454545,3455.2878787878785,3.677589298610449,448.97235991299954
185,3a2f6,-1.0,26706.65500247221,-82509.76914917033,0.47256888732210756,0.0147669003030242,1.0,0.1504979801654021,870.1454545454545,93.65757575757576,1.4272254565630176,71.12606003000616
898,78790,-1.0,22869.313501204964,-13129.878793276146,0.5036345308079504,0.020786408182681116,1.0,0.1503994405302477,870.1454545454545,198.39545454545453,3.6508800926358176,162.65236321400198
213,b368a,-1.0,23039.017026556943,0.0,0.3207027573685242,0.4860320582038737,1.0,0.1503953285239336,870.1454545454545,4772.030303030303,1.4851888735796221,1629.8472385880586
963,f88ee,12.0,25751.196040439805,0.0,0.31837840419573155,0.7607390757103567,0.909090909090909,0.15032470459805303,870.1454545454545,7096.090909090908,1.959110380581388,839.1163300850002
1113,a2869,-1.0,28498.424766687203,-25929.839765684486,0.7280612890418314,0.022606927355130573,0.5,0.1502486491199833,870.1454545454545,104.22121212121213,2.1235310653223882,288.8118279209976
1022,e8065,-1.0,20713.58586883908,0.0,0.3617429091784224,0.40797204912719304,1.0,0.15010109713337402,870.1454545454545,3355.2515151515154,0.5564198484151754,1357.2726629006888
816,b419f,-1.0,29280.926501047958,-41051.33594471118,0.7695914800024067,0.010000468168806127,0.5,0.15006749797077637,870.1454545454545,97.56515151515151,1.6078237594587366,18.127447142001955
446,c5f79,20.0,20334.15957605382,0.0,0.4328096077214575,0.21942759373827075,0.909090909090909,0.15005081992543998,870.1454545454545,3666.448484848485,3.0133845757444817,815.817111711
205,2f912,-1.0,32047.473061506855,-34848.079187456606,0.534334587965778,0.009962087038843673,1.0,0.1499913551767062,870.1454545454545,87.07424242424243,1.3226169593604948,383.52167489998885
360,4ade0,20.0,21448.16247821633,-8847.712054529926,0.4922239388194075,0.0918784249737683,0.909090909090909,0.14991082071917786,870.1454545454545,789.3318181818181,1.9574958818945267,408.63582007700455
741,3f696,28.0,20321.766063624553,0.0,0.4218232202111434,0.22236004620048488,0.909090909090909,0.14984881426763305,870.1454545454545,3327.0787878787874,6.648333096235765,1280.322711179999
16,b9ef3,-1.0,30853.817102466735,-49659.35349799142,0.7791678995843841,0.012143304930158989,0.5,0.149743502875957,870.1454545454545,112.59090909090907,1.947267564401258,-152.1308018219971
501,113c8,-1.0,21749.24772801069,0.0,0.40992031702119286,0.2586527467182308,1.0,0.14973004291684472,870.1454545454545,3371.44090909091,2.0209351953678625,872.8359276109999
352,a7a75,10.0,26615.10250996228,-57354.191688218445,0.5403451355414381,0.013819211953332989,0.909090909090909,0.14934351850571717,870.1454545454545,129.53939393939393,1.0666082429662997,-95.75202585299414
19,7250a,-1.0,27630.05231702309,0.0,0.3840522820484811,0.3740202586484434,1.0,0.14931489272791099,870.1454545454545,3939.0878787878783,1.558744119823659,1008.200265536647
735,d52e0,25.0,21256.344790479703,0.0,0.41725173771015245,0.2745908481813555,0.909090909090909,0.1488964277283593,870.1454545454545,3692.3469696969696,6.8173378945566725,1083.7782581999982
613,c543b,-1.0,22763.540608885873,-892.3858169373559,0.38247972487098886,0.2650571671870934,1.0,0.14878451807081777,870.1454545454545,1772.1727272727273,3.2081559857468664,759.7580537395099
1167,2b62e,-1.0,30063.10807996028,-31426.268452774486,0.7594677816355017,0.015591438867758668,0.5,0.14840254295829067,870.1454545454545,199.90757575757573,3.461873240425099,-35.90630969998831
988,d6d37,-1.0,23481.823266910043,0.0,0.4260774408653102,0.20618885107497134,1.0,0.14829154243750697,870.1454545454545,2849.8560606060605,1.266752038378567,1145.3753971087694
312,54963,-1.0,13439.737750023356,0.0,0.323906719782022,0.28940205511844813,1.0,0.14828097165159615,870.1454545454545,4149.536363636364,5.642931953052941,1517.7196610072942
1060,f4a85,-1.0,22942.770884305493,-16531.840264046223,0.5000913284905736,0.020233164654126126,1.0,0.1482809556646648,870.1454545454545,175.88939393939393,2.379892215760533,270.82677039001015
550,099e5,16.0,30209.824290624445,-37993.11364189177,0.7490131784441839,0.012730443451473868,0.5,0.14817040549244764,870.1454545454545,132.76515151515153,1.0468627842933602,-30.92069081999808
182,8963b,-1.0,20252.844069915922,-39906.77545822389,0.46969156165443554,0.03910889894875726,1.0,0.14805938882482267,870.1454545454545,672.8439393939393,2.3115686024205506,-378.35168040000514
379,9eb61,10.0,30575.419854484342,-12097.90707289064,0.7038735218906664,0.11729782420741858,0.5,0.14805028402004156,870.1454545454545,1664.7560606060606,2.8218784648043576,141.14134078964702
166,cc32e,-1.0,34443.47538232588,-33612.730725767,0.5599655603857978,0.009826957974267471,1.0,0.14804217591722615,870.1454545454545,91.60454545454546,1.423915985884336,38.790134999976104
145,8f074,-1.0,20532.822973309016,-16684.598424778105,0.3785481471796981,0.13156151983786463,1.0,0.14796544113641757,870.1454545454545,715.8818181818182,2.803154992881579,102.83369616347485
862,9eacc,-1.0,29287.598446080883,-9795.757054370055,0.7567954902533036,0.023474579684871943,0.5,0.14794726992142174,870.1454545454545,444.95303030303035,2.369521936604827,100.36020579399982
1129,d7a7b,-1.0,17167.56233629043,0.0,0.27690558656830766,0.6014965028243286,1.0,0.14770797501889743,870.1454545454545,5591.493939393939,4.2508589574542475,1542.6051147919966
1020,b3738,14.0,23888.256827632413,0.0,0.41005448575090175,0.3602095447758594,0.909090909090909,0.14746102231314226,870.1454545454545,3845.4545454545455,2.3352921592806277,996.7254424683942
851,d641a,22.0,21548.87595343823,0.0,0.4131383926817,0.2943473818654683,0.909090909090909,0.14744738896203283,870.1454545454545,4011.0030303030308,6.152584196260156,1137.0199911999982
728,1a993,22.0,29190.43688432064,-13540.812775905404,0.751626052443651,0.03776045762669449,0.5,0.14729426172782142,870.1454545454545,367.0560606060606,4.767228093097706,36.80837117900047
1133,b2492,-1.0,22155.09512264293,0.0,0.3570071056249677,0.45478582418511865,1.0,0.14708113809794676,870.1454545454545,3808.237878787879,4.343653199752271,852.3954172000082
763,08822,-1.0,24273.373216325053,-32186.03816482221,0.5234247298729566,0.01426061173724908,1.0,0.1469784674447383,870.1454545454545,174.38030303030303,2.337194530032881,96.91935170201897
107,b4483,25.0,22123.90049425178,-3637.4461836336422,0.42907445740413963,0.26680357309395647,0.909090909090909,0.14676278915168775,870.1454545454545,2330.671212121212,1.9675205536363025,584.4791387830896
65,22e79,-1.0,29848.82369876451,-32623.610306461316,0.5379338183717668,0.010145418070494683,1.0,0.14668839269526843,870.1454545454545,87.1560606060606,1.2834450409975522,364.5348263740093
350,dc847,29.0,19287.067979180225,0.0,0.37114887971384697,0.38448434736489473,0.909090909090909,0.14658559338153207,870.1454545454545,5273.084848484848,1.3644037302886465,1084.1601404999933
227,585e9,-1.0,22937.75843628656,0.0,0.4031297184456219,0.28933252348170446,1.0,0.1462618906944656,870.1454545454545,3140.543939393939,1.5857404782904263,905.5930241900026
1078,ce1fe,15.0,23757.653995368157,-3586.7286646768043,0.6314689013538249,0.12214637929492,0.6666666666666667,0.14569419024907726,870.1454545454545,1881.474242424243,2.560892624544925,422.19636161599897
676,1059c,-1.0,18681.321000116302,-30682.96579802609,0.45644289750860384,0.04421941158679781,1.0,0.14562321238482248,870.1454545454545,786.9984848484848,4.003466637711293,136.31240337700933
533,4ea5a,12.0,30164.931358323833,-23268.296767099026,0.7503750551582187,0.08319362811299,0.5,0.14559066427039113,870.1454545454545,814.5106060606059,1.5077179890466643,60.71440662999595
172,72137,-1.0,24375.622060857662,0.0,0.40981424243337067,0.24944470479312136,1.0,0.1455758334008771,870.1454545454545,3312.106060606061,1.484550959945289,709.0699623315579
515,5e09b,-1.0,23132.05698159324,0.0,0.4547160828634833,0.1528011542001972,1.0,0.14542469457879587,870.1454545454545,2129.116666666667,0.9694445074712874,1124.920806288484
937,fab4d,-1.0,20221.981648284203,-248.70771599828134,0.46658701765140403,0.1256170408662312,1.0,0.14539605612655446,870.1454545454545,1364.5621212121214,4.1237995497353515,916.7948646522476
211,4fe2e,30.0,19622.91693290644,0.0,0.4729733362617376,0.15193185986970273,0.909090909090909,0.14532294241126545,870.1454545454545,2827.3757575757577,10.674568903837178,947.158894299999
872,42ccc,-1.0,28572.15969066449,-37456.65010380308,0.7511842314676397,0.01122618906769045,0.5,0.1451394390190227,870.1454545454545,82.05000000000001,1.0724727274327241,33.24491953300489
755,47a74,34.0,15806.001925658524,0.0,0.4225568554583019,0.19958216365447623,0.909090909090909,0.14479669095105943,870.1454545454545,3848.8242424242417,1.5752936411812961,1290.2392949109994
1173,5e7b6,-1.0,28596.537137786356,-6733.575031363101,0.7147035134709799,0.09209688027551018,0.5,0.1446738251954991,870.1454545454545,403.83333333333326,4.691506034522716,265.60460704982626
598,32619,15.0,20740.805764312958,0.0,0.401482829430228,0.32343792697957885,0.909090909090909,0.14459967167492083,870.1454545454545,3961.7924242424237,2.4923196288682066,1183.1652243459982
927,71455,-1.0,26747.108537834123,0.0,0.33601208180107384,0.4968116343459034,1.0,0.14457451909657226,870.1454545454545,4907.981818181818,7.739443138769423,1177.006218253002
1152,e79b0,-1.0,30698.43099238652,-53135.07963539408,0.5593358789307487,0.010733093885431087,1.0,0.14441856617054058,870.1454545454545,105.03030303030305,1.8434886458994015,413.16631850999374
873,f21b0,13.0,29539.902968536513,-41808.01532052559,0.7176668518791657,0.16711517852481067,0.5,0.1443771732181064,870.1454545454545,1428.0227272727273,0.7646871575932778,188.6391456299955
1011,0d86a,-1.0,21509.84565141075,0.0,0.3617433208106574,0.38408348578998464,1.0,0.14409601968315197,870.1454545454545,4111.180303030303,5.095625723311075,1338.1897758789032
55,3bd22,22.0,24200.45345697795,0.0,0.4712060721218624,0.2519113189635444,0.909090909090909,0.14400290034851687,870.1454545454545,3492.130303030304,7.420154197633087,897.6724754999988
948,2572a,-1.0,22832.96526638062,0.0,0.46694460543702904,0.15254962460480137,1.0,0.1439223480207018,870.1454545454545,2491.9818181818177,1.5291612832941828,748.0901598298785
759,4eb7a,26.0,18645.84843212278,0.0,0.4826527385655497,0.1284649912796663,0.909090909090909,0.14376602700284413,870.1454545454545,2515.610606060606,8.776288972479406,1153.6647391117635
1202,a3a67,-1.0,25652.47977509942,-38915.132288101464,0.5244209129816424,0.01047233241675026,1.0,0.14354003806576157,870.1454545454545,95.36515151515151,1.699400072533013,-233.54587870000344
518,1759a,-1.0,30497.617015977023,-32277.980717908642,0.5372807510267699,0.011096512306033446,1.0,0.14336204912680886,870.1454545454545,94.23030303030303,1.48480816789697,62.54403820001038
436,7cd7d,-1.0,20875.759357193398,0.0,0.4585391357695076,0.15384300806982942,1.0,0.143171251251277,870.1454545454545,2085.137878787879,1.6727109811734722,1078.9606936939988
917,b8ab8,-1.0,22255.434427040214,0.0,0.4656460234359115,0.14571843628119419,1.0,0.14314984122395147,870.1454545454545,2118.6469696969693,1.5101963431798815,786.3935385635313
585,37b69,-1.0,21657.437386858135,0.0,0.5199172429797861,0.06611071494744465,1.0,0.14309681991303547,870.1454545454545,1423.4545454545455,1.3003238815714495,628.2022067387629
322,a158f,-1.0,24422.2383317469,0.0,0.437010596324963,0.2209181653388501,1.0,0.14308584696390814,870.1454545454545,2766.381818181818,2.5273167876668325,803.0368750092617
315,301f1,14.0,16698.687864000174,0.0,0.33513918830340567,0.7861397320132021,0.8637026907128035,0.1430437891542747,870.1454545454545,6986.037878787879,1.5577628547830649,850.9853867120028
397,ddd3a,-1.0,22173.64366434518,0.0,0.41193694083883353,0.19813635911242702,1.0,0.14301843990237811,870.1454545454545,2475.731818181818,1.249947852706426,1074.2987591833403
691,9832d,-1.0,20043.6709574545,0.0,0.4027793643726117,0.2192486805913256,1.0,0.14282150981751648,870.1454545454545,3246.433333333334,1.6626715330004047,982.7572486375891
255,dfc6a,32.0,20704.232668960696,0.0,0.4132632684907897,0.36595884041925614,0.909090909090909,0.1427459222752737,870.1454545454545,4337.919696969697,1.615412229145578,657.8327508729998
836,aa90b,31.0,26357.33360774073,-14398.504448621126,0.6809619702926857,0.224267038761343,0.5,0.14265876335492741,870.1454545454545,1863.798484848485,1.4622808012513937,135.26659393673833
1207,fb95f,-1.0,26789.52375616582,-74378.81863117871,0.5807708137639511,0.007981368290643893,1.0,0.1425894723818374,870.1454545454545,85.92878787878789,1.23512030835463,-213.72707773200494
646,ff6f8,13.0,23710.340322787964,0.0,0.4440955422564151,0.4801472463852534,0.8397224516622359,0.14250168646307018,870.1454545454545,5463.950000000001,1.4182154341515503,599.1450756200031
95,39b15,-1.0,26608.353570223248,-85424.33525021524,0.5007570101587601,0.010264470000632204,1.0,0.1424595140166061,870.1454545454545,74.12878787878788,0.9362682693310163,-253.95256794100078
174,4e4de,20.0,28941.973629251508,-48822.2680554642,0.7570194341984267,0.013378651632101578,0.5,0.1424088790381834,870.1454545454545,130.44393939393942,1.2882561262531447,-146.38881240001385
493,1e355,14.0,28226.89066184925,-13807.496727974914,0.7309568740658791,0.020895329359958262,0.5,0.14227826360208676,870.1454545454545,394.8242424242424,1.2110355041281209,-4.936622200004834
1151,be945,-1.0,18212.556949997168,0.0,0.37089161552754707,0.31663690562583907,1.0,0.14226162578730972,870.1454545454545,3517.963636363637,1.7844781343008478,1198.031717620998
217,01950,-1.0,18779.586285570225,0.0,0.4080061267596713,0.26448648061586727,1.0,0.14211783139107204,870.1454545454545,3537.557575757576,7.671351634116564,981.9576846249979
909,42975,-1.0,22874.7523743035,0.0,0.6324071664879688,0.0569373347731246,0.909090909090909,0.14207682543823175,870.1454545454545,3035.3863636363635,95.23019207268182,902.2591747000012
120,74932,-1.0,18972.413674187963,0.0,0.4927724101341573,0.05857404444490142,1.0,0.14169118571340997,870.1454545454545,1692.321212121212,2.4714076434351724,609.6049452739996
650,e5d6f,31.0,26938.060780366806,-14741.053256591857,0.7089103700363824,0.13758317610988025,0.5,0.1415345449458222,870.1454545454545,1368.5121212121212,1.1379349263530514,309.8050106899972
718,fa74c,-1.0,19774.352566791837,0.0,0.37284969113486766,0.2552847023612097,1.0,0.14127938099862647,870.1454545454545,3751.7696969696976,1.290679134130363,1074.7518776876896
160,d663f,-1.0,23943.34930993909,-25340.08481875314,0.5746480564445382,0.01287493539709363,1.0,0.1412010783974712,870.1454545454545,158.6439393939394,2.870692292659325,201.48736147300176
771,f3df5,32.0,19716.473343437803,0.0,0.4858213131048971,0.15005711621585552,0.909090909090909,0.14113148283618496,870.1454545454545,3110.3454545454542,11.014018873291285,924.9967381499993
476,15c18,-1.0,20810.381666611553,0.0,0.43968293696184624,0.192136223125607,1.0,0.1410933909744269,870.1454545454545,2724.331818181818,1.8184610978297067,1029.1795399625394
530,693fd,35.0,20199.77325095564,-1247.846611847351,0.4841568431870057,0.1345475879669855,0.909090909090909,0.1410651546225787,870.1454545454545,1995.9863636363634,2.9321974389792995,713.4562589999958
947,1979d,-1.0,22113.568213801384,-10910.339654454274,0.5048792271789637,0.021762833657491962,1.0,0.1408975163706454,870.1454545454545,127.87575757575759,1.9609650970564987,106.00972140379506
24,fe85b,-1.0,21326.727683857967,0.0,0.45306050458642216,0.16016840406507343,1.0,0.1408899662537898,870.1454545454545,2358.4363636363637,1.1139718195467865,650.4724123380674
1127,8f40f,10.0,28115.31905854651,-555.7041345316925,0.6476674662341263,0.5937140438727968,0.5,0.1408419171089334,870.1454545454545,4477.337878787879,1.225685661537644,725.0018358666608
868,1efa7,-1.0,23940.060739223827,-94827.32596504627,0.48231437068662864,0.01157901404310552,1.0,0.14068395235593642,870.1454545454545,79.79393939393938,0.9949854235163035,-309.73603970500056
560,d1ec4,-1.0,23567.790563477633,-10277.061366212172,0.5019260829387874,0.013689130428974938,1.0,0.14036857426292523,870.1454545454545,113.20303030303029,2.6250200134184625,107.01360878699754
125,0cb04,10.0,21479.49149661102,-7401.655144538034,0.46860143789683717,0.18521582916147078,0.909090909090909,0.13999978281212705,870.1454545454545,1154.3439393939395,2.7229265100491316,-41.40604072800048
695,f66fd,33.0,20159.693448440747,0.0,0.4678250770710136,0.1942089812655411,0.909090909090909,0.13994983310745177,870.1454545454545,2979.674242424242,2.2327416653792365,835.0446169999918
656,2d375,-1.0,20766.803570310054,-18761.803902475247,0.5261134773555868,0.018606827305044617,1.0,0.13966517376353763,870.1454545454545,101.64090909090909,1.9378984921751794,57.678026799988295
402,af2fb,31.0,19871.134520448053,-11567.509542819551,0.5728570614050104,0.03476498614439095,0.909090909090909,0.13946943025420616,870.1454545454545,704.2409090909091,1.6970265218065428,342.0943682999978
1001,e4e07,10.0,27223.33161684104,-5003.375218610488,0.7277609151389366,0.14444097859846391,0.5,0.13933283103708824,870.1454545454545,1139.2136363636362,1.1772450545358397,237.12722895500102
902,62d06,16.0,17361.635158484387,0.0,0.4317427787605814,0.193974860828296,0.909090909090909,0.13916469356462977,870.1454545454545,3354.3378787878783,1.6146379169339553,1022.5979989199977
499,43e29,23.0,28112.10408017936,-272.1521277170853,0.7011303001604803,0.2665620178719973,0.5,0.1390434818768718,870.1454545454545,3551.1924242424243,1.5511527183802938,598.0918200999967
142,d4c00,-1.0,27651.89148778144,-38359.79088408014,0.7630053797424062,0.014821070631566409,0.5,0.13903098812151204,870.1454545454545,117.53030303030305,3.029883978281895,-235.75520534899903
603,620c4,-1.0,18785.202774078327,-4060.0005947234213,0.4900520600234212,0.09562180087930659,1.0,0.13901687036789126,870.1454545454545,765.3045454545453,2.7218889173602685,418.5244897399997
323,eab78,14.0,26881.80343365291,-80084.74272418814,0.5691516591923702,0.008087627921696828,1.0,0.13897666767541314,870.1454545454545,93.9151515151515,1.2850990051433326,-595.866705151999
221,a0fc6,-1.0,21687.07486195129,0.0,0.412217215888605,0.19160987371274618,1.0,0.13858816704302568,870.1454545454545,2552.324242424242,5.27747181978618,797.5088848160003
1080,c9d5e,-1.0,17609.955073594378,0.0,0.5040421149768973,0.07120468537200209,1.0,0.13855531583080255,870.1454545454545,1397.2106060606059,2.8000593213923266,784.6380943999984
739,13939,-1.0,23529.21036457753,-40805.013550989584,0.5443540359340978,0.011172293990016928,1.0,0.13832777347669106,870.1454545454545,105.09545454545456,1.9547839371266489,55.501255599999936
1161,4b663,-1.0,12992.916861552398,0.0,0.394619324223355,0.34990738439221786,1.0,0.13825095804638263,870.1454545454545,4426.7212121212115,10.917054477975869,1554.5171008850016
187,69819,-1.0,21816.81692325863,0.0,0.36213446486575424,0.528734332591422,1.0,0.13821892094313235,870.1454545454545,4492.331818181818,1.538014094904159,918.8110286092563
729,a3c14,-1.0,21005.007426028587,0.0,0.44397619307837016,0.19723448328750395,1.0,0.13813800243035348,870.1454545454545,2922.774242424242,1.2453805665458648,1015.619348372399
394,9fac7,16.0,23466.133218823084,0.0,0.6220292357244962,0.2463717885641225,0.6666666666666667,0.13804819607320812,870.1454545454545,3059.4272727272732,1.638975659123413,565.1676836989986
311,6f3b0,11.0,21380.94103410607,0.0,0.40973973390912444,0.7161826612282,0.8550609970067918,0.13792120507494302,870.1454545454545,5328.598484848485,1.477117147582976,1049.672133499984
1168,d169a,-1.0,20343.02547515845,0.0,0.428479923500635,0.2234787667938141,1.0,0.13775814432458572,870.1454545454545,2686.8772727272726,1.251605730326776,1025.1753549251007
589,f880b,-1.0,15967.610706218104,0.0,0.3772138834284328,0.22305143704208402,1.0,0.13769538436973133,870.1454545454545,4096.327272727273,3.5156863430181278,933.5824651780014
952,d5cb8,-1.0,14909.697132869976,0.0,0.3915106142670028,0.20721956104948278,1.0,0.1376685777686526,870.1454545454545,2626.2136363636364,5.859502870721048,1663.2813812129998
1162,6f8a4,28.0,21653.266960874476,0.0,0.49350348255670845,0.18824211026287124,0.909090909090909,0.1376666940143229,870.1454545454545,3054.5333333333333,8.156130884963728,1402.852268968
606,7132b,-1.0,28582.381177871994,-25812.62999362684,0.787093207566852,0.00653634720603139,0.5,0.13738929860657342,870.1454545454545,59.298484848484854,0.7331821673182749,122.45383720200721
179,7c3be,-1.0,28364.438959306048,-65488.22042458001,0.7720142855175798,0.016044980945399388,0.5,0.137124675917765,870.1454545454545,250.16363636363639,1.851793932844856,-23.828914332000807
1027,5f5be,-1.0,21243.90461765139,0.0,0.5114168542812224,0.14765024603968116,1.0,0.13709780886627568,870.1454545454545,1695.0242424242424,2.7140644141803487,658.5689071610003
38,ed8bb,-1.0,20000.416651479583,-8202.207622823898,0.406884014025743,0.14672336630334526,1.0,0.13702149559233368,870.1454545454545,929.2696969696971,3.1564874451882408,-53.65924442683169
699,a3187,-1.0,16533.374187482652,0.0,0.507430188943028,0.09002234909698066,1.0,0.13685015234280987,870.1454545454545,1795.9075757575758,1.3645313850497118,585.7614792720005
1030,022cd,-1.0,19155.35177742682,0.0,0.553942322872362,0.04935147702289724,1.0,0.1368167010102144,870.1454545454545,1504.2803030303032,2.688799328182051,558.8233157120004
972,6da8e,-1.0,17276.766005549624,0.0,0.3638444412233915,0.289255611254544,1.0,0.13673614575987694,870.1454545454545,3847.359090909091,5.835197401877348,1010.8294485999972
853,8a756,10.0,28139.31584677821,-38177.24605889422,0.7791440332507655,0.008022420102351139,0.5,0.13659481203139276,870.1454545454545,81.00757575757575,0.9029930439704924,-167.70847995400084
334,05af9,-1.0,23272.70110828343,0.0,0.44718153464450217,0.2124475584936005,1.0,0.13651486113540098,870.1454545454545,2498.5454545454545,1.8674958773597146,1478.3108200999998
363,8453b,29.0,20583.450737628926,0.0,0.52678059888803,0.16166283716007865,0.8705501821715771,0.13647362163481055,870.1454545454545,2372.007575757576,7.340579402275694,1243.969493043999
887,4f9d4,-1.0,25013.42793456481,-63080.5797350265,0.4972027560042667,0.009081655920587715,1.0,0.13631871605301019,870.1454545454545,53.31969696969697,0.5939495819012705,-390.45879300002093
351,03f6e,10.0,28029.65443728779,-19258.682782878117,0.7535621979859225,0.011850356110475007,0.5,0.13630205851748853,870.1454545454545,114.52575757575757,1.0257887229727727,179.87889149999341
462,485c0,-1.0,23470.872085368635,-16848.413795466844,0.6000770599326686,0.010327062117585831,1.0,0.13616106407109657,870.1454545454545,104.50151515151515,1.6300943252594458,82.95892924200376
404,dac25,-1.0,18667.39341466155,0.0,0.4598930762071921,0.1473763731474226,1.0,0.13609300359954085,870.1454545454545,2128.1818181818185,2.1762980112406365,893.211359899999
240,0a7c5,-1.0,19441.31318542238,0.0,0.5625952702025715,0.04365977378230759,1.0,0.13600500609127664,870.1454545454545,1138.848484848485,3.004910303142499,439.72018862100174
961,af86d,31.0,17321.4478987845,0.0,0.43131083609782706,0.22691786487173934,0.909090909090909,0.13593014596316202,870.1454545454545,3628.4272727272732,2.780373331329273,865.9250261999942
1064,78c07,28.0,20477.219401477305,0.0,0.5243970023217128,0.1199722928023427,0.909090909090909,0.13585605979696913,870.1454545454545,2324.0151515151515,7.735992865467529,1359.9340658920003
5,c9076,-1.0,17751.65764515947,0.0,0.48568784659448333,0.1307464705186262,1.0,0.13545237076566918,870.1454545454545,2136.380303030303,2.5458490408362873,665.2689019999989
1036,911d6,22.0,15633.336766199092,0.0,0.40743132367106705,0.3046727075671638,0.909090909090909,0.13538426396061298,870.1454545454545,4177.225757575758,7.229941323862764,1032.3600281999986
1009,00ec9,40.0,25662.08612826885,-500.9524726948788,0.6749018153421262,0.39600630490466154,0.5,0.13529082607415074,870.1454545454545,2160.85303030303,2.0358741543914642,622.0323420009947
684,d2ba9,10.0,27485.509070709893,-4924.811157592967,0.661458151838681,0.3315195345679039,0.5,0.13516524862902982,870.1454545454545,1715.678787878788,1.912001919791935,78.54723647034272
712,165f1,15.0,25983.741154443276,-127.99474551865343,0.6364665318677404,0.581895504243644,0.5,0.1350756364596014,870.1454545454545,5419.04090909091,3.299950903432159,561.9341002731543
498,03a8f,29.0,20540.593029991167,0.0,0.4835428063160008,0.19991334966231386,0.909090909090909,0.1349855383392645,870.1454545454545,3197.515151515152,2.942288701533667,872.1073422999982
690,1fd10,29.0,19103.01178382538,0.0,0.48784029205442553,0.14967786985189918,0.909090909090909,0.134888430108864,870.1454545454545,2387.998484848485,6.974154697507737,848.971714142333
849,d46e0,-1.0,18408.557960325616,0.0,0.31001489684747024,0.6331895416858341,1.0,0.13486495470217025,870.1454545454545,4855.849999999999,3.594215568650374,1135.5532878200013
469,c433f,-1.0,19805.035891079948,-6334.420115427167,0.3998848847096878,0.1803339907327347,1.0,0.13482707047310827,870.1454545454545,1508.345454545455,3.43726332776832,44.767780866652494
874,ec189,-1.0,26147.772720027227,-5380.770749995344,0.7164101629020625,0.11907616694930058,0.5,0.13468608867172913,870.1454545454545,1310.1727272727273,5.2775272033190666,335.1639907899391
