,strat,gs,s_f_equ_long,s_loss,low_equ_bal,pa_dist_mean_long,l_we,adg_exposure,n_days,avg_max_stuck,avg_hrs_stuck_avg,most_loss
1089,64264,17.0,40338.3769706059,0.0,0.4320392338900799,0.26717798972161116,0.909090909090909,0.19490002950998012,870.1454545454545,3787.5939393939393,4.104786742270384,934.4883294999976
841,f0bf4,14.0,37005.377074274475,-161.13864677813638,0.3577823565431133,0.4460052489908523,0.909090909090909,0.19456666183107799,870.1454545454545,4548.854545454546,2.835734946683636,1169.4744695675095
508,2a365,-1.0,40992.66856929575,-36358.81781348266,0.7612682109179679,0.013864839335566674,0.5,0.19427662559767775,870.1454545454545,146.03030303030303,2.7816302109343667,-223.6626076000041
878,bce80,16.0,36328.82518544198,0.0,0.38943931941228377,0.44805486356224705,0.909090909090909,0.19419259364082941,870.1454545454545,5095.778787878788,4.143758505089167,1267.2401743999962
701,b1ea8,-1.0,42616.59850876519,-102027.1481980903,0.783241853034903,0.009062760963678442,0.5,0.1933411466339878,870.1454545454545,111.85,2.15412008361029,-272.6039690309956
94,e826a,-1.0,39959.0703826536,0.0,0.35871300131216616,0.24143285423844396,1.0,0.1932212192066805,870.1454545454545,3400.331818181818,0.7386545800781762,1707.40822763637
762,5d69c,14.0,29088.041104995646,0.0,0.3505309750029717,0.5204647905387184,0.909090909090909,0.19288937320679328,870.1454545454545,5653.454545454545,1.3880661302040684,890.4593772000029
926,b7f8b,12.0,37380.3206170063,0.0,0.34798490947212174,0.6309910384806018,0.909090909090909,0.19288429702888496,870.1454545454545,6288.4409090909085,1.9116583222939185,1637.6152732150028
812,3e915,-1.0,26034.054162734585,0.0,0.3144988402387841,0.34599120844874126,1.0,0.1926592234784753,870.1454545454545,4007.951515151515,6.602010797774462,1645.7663587999978
134,2d592,-1.0,54147.85145538923,-146421.33820363626,0.5541397088681334,0.011420793581977411,1.0,0.19249070137656588,870.1454545454545,79.21363636363635,1.2297536536709999,272.61069085002987
133,01fa5,13.0,34494.69605181532,0.0,0.41455589966557105,0.4730954251374898,0.8432888724136614,0.1922271330333808,870.1454545454545,5171.266666666668,1.21363949019622,1251.223666099998
793,3d325,14.0,34869.92010213591,0.0,0.3433839306899991,0.47703918278605406,0.909090909090909,0.19218390915776865,870.1454545454545,5691.966666666667,1.5427851228629057,1373.4474095999847
1019,6199b,15.0,33207.27624526315,0.0,0.5258267268085626,0.0897314237820876,0.909090909090909,0.1900536151052078,870.1454545454545,2421.0727272727277,1.8216967203866203,1011.5521597789971
616,4719e,-1.0,39234.8577561583,-42729.27316917135,0.7469817891531608,0.012442871925639365,0.5,0.18983538294163022,870.1454545454545,93.60909090909091,1.6636012743856903,-164.71760360000576
224,57196,14.0,36325.323048123035,0.0,0.32143550377524693,0.8120300087528514,0.896755559234352,0.18979530472147454,870.1454545454545,6938.183333333333,1.536747264075518,1171.9526098090014
202,50f0e,-1.0,46222.20903470735,-99317.66555083627,0.4996661039400705,0.014330418108346892,1.0,0.18963956182701203,870.1454545454545,107.9909090909091,1.8270436008058375,-1.3952353999944478
743,6609f,-1.0,39846.08564944481,-101415.07409207121,0.7621302799855655,0.009139225733098654,0.5,0.1894212993844503,870.1454545454545,96.54696969696967,1.099505926027007,112.59970267100192
516,177bf,-1.0,36656.00687427137,0.0,0.4968313327215025,0.08075940005277021,1.0,0.1881666415021717,870.1454545454545,1491.2651515151517,1.9664995358811352,811.0438692089995
4,4e4aa,-1.0,41145.88611124042,-47924.5859130729,0.7553291275602028,0.016843287363938517,0.5,0.18804676322372116,870.1454545454545,167.5560606060606,1.6365903446942438,-13.834328300005623
251,0e17f,-1.0,37932.00026055591,-43505.965517643446,0.7521642142635655,0.011031115761438363,0.5,0.18769092329946552,870.1454545454545,84.33636363636363,1.1671900937129385,272.35868526999565
108,7b0e1,16.0,31263.62834132693,0.0,0.4138115991250235,0.24471985179658484,0.909090909090909,0.18750368658672867,870.1454545454545,3669.3227272727277,3.6170152432288236,1437.480479510997
935,a4762,30.0,28343.2853128532,0.0,0.39673535264211934,0.2546218911069254,0.909090909090909,0.18736451720980457,870.1454545454545,3963.6636363636367,7.7811368609880365,1231.3930134
299,0e04d,-1.0,83171.12330638539,-86300.59463065054,0.5485297238381986,0.011250112187891204,1.0,0.18730155105846116,870.1454545454545,105.3439393939394,1.7325044920064274,97.39439699999087
892,1d864,-1.0,44287.13990777163,-74063.43040841183,0.4642322681125664,0.01491447152612047,1.0,0.18723216050011293,870.1454545454545,85.83030303030304,1.3809997234598403,453.2178082000156
783,192c3,-1.0,38005.38829906084,0.0,0.4548338512252169,0.1595855687279384,1.0,0.1870504639966997,870.1454545454545,2106.987878787879,0.9881065043107861,1440.5101712656458
1091,0af0a,-1.0,41112.13654029366,-144764.65099637592,0.5205686681744235,0.014173983459466789,1.0,0.1865545916073307,870.1454545454545,79.14545454545454,1.2300508071490783,21.884055899981774
828,ed5c9,17.0,30706.34267858813,0.0,0.3993529784124217,0.28009511372243706,0.909090909090909,0.18571604204535178,870.1454545454545,4072.689393939394,3.3559021908836497,1170.9446656999971
1140,9180d,-1.0,38208.23247852105,-45966.33588994787,0.770311828714765,0.011067760811240114,0.5,0.18553784367618667,870.1454545454545,102.83030303030301,1.8158980021198772,275.4707722999939
1205,c3966,-1.0,28248.671740274498,-1977.5370684477712,0.2925000092087733,0.39699334933170755,1.0,0.18533731725770022,870.1454545454545,1499.3984848484847,6.15462390749747,1714.991733703116
976,01a1c,-1.0,35479.093640495164,0.0,0.32125441515684394,0.5582899368948627,1.0,0.18458933262517058,870.1454545454545,5498.207575757576,2.1347672209758572,1669.6185293657288
42,1f5d6,-1.0,33819.02217393428,0.0,0.6328918067358342,0.5629160361651008,0.5,0.18446608915175242,870.1454545454545,5569.856060606061,6.503849498769304,782.249977000001
802,7bbf0,-1.0,36541.784812970065,0.0,0.3994436129068003,0.3835766938958193,1.0,0.1841531247592125,870.1454545454545,3482.240909090909,0.9025174258395513,1830.4379945973378
343,b433e,-1.0,37931.114376488025,-35918.602431223604,0.7883876939446495,0.013488489534396802,0.5,0.18408428945935107,870.1454545454545,191.4318181818182,2.4272166878093824,90.15057190000097
331,7c7b7,-1.0,35101.89183681051,0.0,0.2999329476788591,0.43191461597732594,1.0,0.18371063190347792,870.1454545454545,4949.018181818182,1.798354811900051,1657.8905379676905
737,dcc04,-1.0,35101.89183681051,0.0,0.2999329476788591,0.43191461597732594,1.0,0.18371063190347792,870.1454545454545,4949.018181818182,1.798354811900051,1657.8905379676905
178,94cd2,-1.0,53197.130758553685,-140736.85596468337,0.5540411544286243,0.007601891963913465,1.0,0.1835864424728042,870.1454545454545,83.60303030303031,1.2093932956236133,-145.47882698299853
1203,7672f,-1.0,45451.80833449059,-130126.63869076796,0.5289166100791048,0.013098605038835115,1.0,0.18320849089553562,870.1454545454545,104.16363636363636,1.568961509959632,192.08909290000148
235,b18a7,17.0,31202.803059557722,0.0,0.4160317917501557,0.2793575137671433,0.8800750764828951,0.18319741126467595,870.1454545454545,4051.2863636363636,2.8861222912519717,1094.318685023253
1051,e92d7,-1.0,51122.91268097387,-154337.35765101342,0.5814467601498615,0.007646674677945637,1.0,0.18272328736618917,870.1454545454545,82.6030303030303,0.9014054324932591,-106.18552366296325
535,5619d,-1.0,36311.2956810123,-72601.25196122742,0.760613415367802,0.015564246367968916,0.5,0.1823178369259835,870.1454545454545,191.40151515151518,3.1299325752696068,31.07270115548281
715,89b4b,23.0,32950.91380089866,0.0,0.42117405600072466,0.28359070499959543,0.909090909090909,0.18213291558835215,870.1454545454545,4790.107575757576,8.21352083398096,1307.619363799999
661,7212c,16.0,24336.9709863929,0.0,0.3721785875104813,0.3483588977537252,0.909090909090909,0.1820341436618367,870.1454545454545,4972.057575757575,2.139506616844183,1265.356822340003
150,1bcb7,38.0,27304.777706372974,0.0,0.41972584175407274,0.19829891577550407,0.909090909090909,0.18148308677905958,870.1454545454545,2891.859090909091,8.823245092695625,1485.6784743489998
450,6cb01,13.0,32228.175570127358,-40685.24765081528,0.5394786852427028,0.022154015405275587,0.909090909090909,0.18148058011464863,870.1454545454545,197.2848484848485,1.493573808602081,-25.112500725574662
733,adfd0,-1.0,34959.13694504859,0.0,0.39926575370778056,0.19740032068907576,1.0,0.18134889976328203,870.1454545454545,2972.5287878787876,5.650532569524835,922.9219934869991
629,c1fbe,11.0,36133.50497788492,0.0,0.47667004498889826,0.7135904239212351,0.7090909090909091,0.18132023107691417,870.1454545454545,6559.504545454546,3.4133053199967223,1309.963496199999
889,05346,-1.0,34065.90101463382,0.0,0.6286097778908565,0.5557127687370423,0.5,0.18066484292204482,870.1454545454545,5874.324242424242,4.717545799935565,677.873713599998
429,87359,-1.0,30472.35008172712,0.0,0.48601253482265894,0.10592120614702845,1.0,0.18019587573952586,870.1454545454545,1830.9393939393942,4.328169257508848,979.347355380001
885,ceb0f,14.0,37409.44436827862,-34429.300747372115,0.4882971465482408,0.1477724576316173,0.909090909090909,0.18009050048486722,870.1454545454545,1270.2060606060606,1.0337595789042036,785.2076196999822
171,a5a13,-1.0,41015.8916513117,0.0,0.3620018118589004,0.31119847146294066,1.0,0.1800348865822795,870.1454545454545,3838.3606060606066,2.7833613184948978,1144.1256131504
1128,333f3,-1.0,31235.763204816594,0.0,0.3982913917947467,0.22465970187096573,1.0,0.1796358193496037,870.1454545454545,3201.5090909090914,3.150801277526049,1049.1743448750021
933,54756,-1.0,31443.77086759585,0.0,0.5281638379359808,0.04770244196520517,1.0,0.17911295302177177,870.1454545454545,1308.5636363636363,4.049049022705035,832.8809437915713
639,5e6fd,34.0,31682.046702821313,-19421.73411057796,0.6541694529655863,0.32297335715234227,0.5,0.1789563897970736,870.1454545454545,1424.8363636363638,2.52879349609622,418.11088946195065
810,880cf,11.0,36006.65205716317,0.0,0.630567561198818,0.7209005338159525,0.5,0.17813795275607072,870.1454545454545,6559.724242424242,3.6178029914869843,914.4166800209998
721,951c6,-1.0,33198.618688575545,0.0,0.5510979832760087,0.03442183185751926,1.0,0.1778486530860142,870.1454545454545,1351.7469696969695,2.2864157144694337,657.4228750196244
790,a7ea9,-1.0,37200.856980070734,-31176.540141503774,0.7628610716221012,0.01106774506978412,0.5,0.17764340824198432,870.1454545454545,105.31060606060606,1.6529399209654736,89.50872319998948
231,32714,17.0,22986.92975755906,-193.3138091643582,0.3208671121145703,0.5652547510723149,0.909090909090909,0.17752971776174523,870.1454545454545,5050.2515151515145,2.2178237857458685,1181.8705108355844
385,593c6,34.0,30333.578969647406,0.0,0.3856177626190514,0.3615026122177825,0.909090909090909,0.17733703534911938,870.1454545454545,4617.146969696969,12.662367610909397,1361.2850126711048
1148,4fd83,40.0,32306.91131969769,-19096.211927229702,0.6604948125694846,0.4299044812838908,0.5,0.17726599794206652,870.1454545454545,3548.0651515151517,2.901040327105932,248.78818403956654
614,89a9a,-1.0,37664.12453132811,-186126.76806570723,0.5286747640383213,0.018916170227332833,1.0,0.17717990937481085,870.1454545454545,199.30303030303028,2.5822395322661955,-118.25493901399622
223,3a5dd,-1.0,36284.840364988275,0.0,0.33292413538795845,0.521757366053012,1.0,0.1771551178566368,870.1454545454545,4673.280303030303,1.597336185939502,1345.3406732632639
692,655ae,-1.0,34348.43300846961,0.0,0.6228827681283168,0.6820222399587031,0.5,0.17691448225658146,870.1454545454545,5785.159090909092,6.763076348035394,506.0765787469994
1071,d4371,-1.0,35109.02722919815,-27063.37399966933,0.7455919345529274,0.020468477764235195,0.5,0.17678295314143308,870.1454545454545,201.01212121212123,3.306320880810264,53.48456470000175
177,8cc48,14.0,28202.12804536109,-5251.78804108165,0.39411856023404807,0.39927669042532393,0.909090909090909,0.17669872678897447,870.1454545454545,3711.9545454545455,1.3220212205599642,699.0253766157673
21,4252c,-1.0,34323.710259122985,0.0,0.4780363054235038,0.11316415121566736,1.0,0.17647772700877934,870.1454545454545,1898.8363636363638,1.7033541544663628,922.8820243547948
840,9db76,-1.0,34006.73179943848,0.0,0.3073429342921032,0.6123461298826013,1.0,0.17629673347989058,870.1454545454545,4604.181818181818,2.0486804693505527,2234.622128330401
1177,336f5,36.0,28591.46575927076,0.0,0.42205599878838423,0.22553112100587344,0.909090909090909,0.17626182251077077,870.1454545454545,3764.575757575757,13.301220978778604,1067.6253444714275
1040,7ef9e,-1.0,37450.98903335853,0.0,0.34982320852938603,0.4227174965716485,1.0,0.1761539093003375,870.1454545454545,4857.972727272728,2.2030950368036755,1509.2819296546088
1195,43ee4,49.0,30082.487550297337,-805.4434559488633,0.6080046829619251,0.7498135419817319,0.5,0.17589814144668134,870.1454545454545,4039.730303030303,3.4283751686332327,659.9683645458299
785,ef41e,-1.0,42286.967476583704,-46845.57651995937,0.566584740799088,0.011354606037512927,1.0,0.1757494421070846,870.1454545454545,130.80151515151513,2.517992463461217,6.416442050013899
1028,a4dcd,-1.0,35832.6026425973,-42512.495329611644,0.756772726395258,0.012578277717058068,0.5,0.175399096158078,870.1454545454545,109.40909090909089,1.942319340208738,1.0485845000031233
594,1f403,12.0,33493.98035916664,0.0,0.3181684460699485,0.7758965684612885,0.909090909090909,0.17432524652264697,870.1454545454545,7100.148484848483,2.210966840731579,1052.8449464309977
610,7cf59,-1.0,37285.310493901554,-56568.031667514544,0.7729035172377703,0.007925219739590575,0.5,0.17379516746482995,870.1454545454545,76.35454545454544,0.8070629170241136,30.465223513001504
974,488b8,-1.0,34142.3932956026,0.0,0.32462895151188215,0.4543978838594453,1.0,0.17369103820916287,870.1454545454545,4717.774242424242,5.096359942806713,1527.7333886339961
568,da323,-1.0,29734.662501256826,0.0,0.328268722652624,0.4609157888720978,1.0,0.17366317061876513,870.1454545454545,4463.930303030303,0.8155468533413669,1885.5935771995582
1097,b6cd2,-1.0,27152.11371838158,0.0,0.28611368152360384,0.5648150541127377,1.0,0.1731724603406282,870.1454545454545,5406.134848484849,1.40961278955489,1686.0908264771733
523,3c7ff,-1.0,30200.051762751464,0.0,0.48078317002406906,0.09241948076580973,1.0,0.1731670897818357,870.1454545454545,1866.0575757575755,1.1680698411019765,1097.8131481740982
588,8012f,-1.0,34285.62097143433,0.0,0.32636165757145574,0.5319025188963495,1.0,0.17302637105444119,870.1454545454545,4957.951515151514,1.3274339836604137,1351.1076996999918
1110,54c86,10.0,34994.16630281656,-35512.569013437795,0.764744118732721,0.010917471640422682,0.5,0.1729810472532564,870.1454545454545,101.56363636363635,2.046784844732915,60.83482860699904
781,922ba,-1.0,39699.450602481396,-47975.5062984512,0.5770271576194423,0.010783518559020036,1.0,0.1729643263910703,870.1454545454545,111.66363636363634,1.7649185630453894,391.0634169999861
485,20030,-1.0,41653.88214895006,0.0,0.4074113561880664,0.3149090448418698,1.0,0.17279876677301076,870.1454545454545,3677.083333333334,1.1393478430105728,1262.1956446374402
204,bbec1,12.0,33992.425823940845,-544.7552032994074,0.636172365784704,0.7136680141364166,0.5,0.17275322002779422,870.1454545454545,5625.860606060606,1.428342328644379,702.2250064520955
439,c2a97,14.0,31534.804724959497,0.0,0.40919993885835876,0.3752748036544689,0.909090909090909,0.17245592783684935,870.1454545454545,4279.119696969697,1.047825219702993,678.1729580849989
557,5b94b,-1.0,29279.59413202369,0.0,0.569965339816812,0.0365333764800606,1.0,0.17221229698209725,870.1454545454545,1138.0621212121207,1.8758589859384722,641.6785068790027
510,a44cc,17.0,30145.012417239144,0.0,0.4732602525131813,0.262369445935091,0.8700576668774052,0.17219247196723753,870.1454545454545,3925.9181818181823,3.486993004181791,834.6348159999983
275,3284d,38.0,27543.94141616017,0.0,0.4156914022987589,0.3220018934679228,0.909090909090909,0.17153248303269406,870.1454545454545,3917.4196969696973,6.620043484498635,1168.1656750999978
7,92b97,-1.0,29246.750908203863,0.0,0.29012898300223,0.552151456139874,1.0,0.17142456626662694,870.1454545454545,5041.093939393939,1.6988003834199232,1568.8166004520745
44,c7713,35.0,26511.38471426263,0.0,0.4381972469848698,0.19737444940577673,0.909090909090909,0.17126060318051364,870.1454545454545,3633.89696969697,11.137240366115575,989.6576047000002
965,d1aa4,-1.0,28464.60989632896,0.0,0.41898339438299453,0.17478064279452957,1.0,0.1711451424976011,870.1454545454545,2676.925757575758,3.934685123670248,1216.5802904539999
794,ef921,-1.0,30311.43713536526,0.0,0.4756090623128752,0.0950915147975281,1.0,0.1710904378260493,870.1454545454545,1828.2060606060602,1.1290361690666628,1007.9943743131813
181,24139,16.0,31890.740451712914,0.0,0.5177097322127383,0.46437685580844745,0.7090909090909091,0.17107329312603609,870.1454545454545,4916.795454545455,4.25275285903652,873.4398148999984
362,c270a,-1.0,34749.794357608116,-59206.24218934632,0.46801938876199584,0.012512099317046894,1.0,0.170928529893275,870.1454545454545,72.09545454545453,0.9434939487908558,6.2405238930039815
248,a66d8,-1.0,28605.37124348202,0.0,0.4845992683924425,0.11333348982247425,1.0,0.1708398584449142,870.1454545454545,1966.4621212121215,2.44429248377012,874.350299215
920,73311,-1.0,26478.940420845887,0.0,0.4211112735250823,0.1469326479656579,1.0,0.1708219840091668,870.1454545454545,2753.0772727272724,3.1674724461554247,1144.9250220920003
787,0be37,-1.0,31201.127794547367,0.0,0.38274332216748164,0.3281443085249798,1.0,0.17078876273280602,870.1454545454545,3587.7272727272725,2.562654664092158,1073.7682713938718
31,09e57,-1.0,33290.39180099454,0.0,0.3392017826531422,0.4385298247994803,1.0,0.1704649518959302,870.1454545454545,4782.503030303031,2.560576546065297,1400.3821493100008
314,c5d1e,13.0,32698.29617167729,-126.74035090576427,0.6606434271223249,0.47245070222831526,0.5,0.17024551364355728,870.1454545454545,4996.483333333334,1.20165672886045,572.0598894451463
989,963d8,29.0,28942.939566732413,0.0,0.4933820579378125,0.14156274879493724,0.909090909090909,0.1695880175240439,870.1454545454545,2547.5924242424244,11.889269405397918,1403.60374747701
237,a0c33,15.0,34023.66555443258,0.0,0.7072244161715479,0.21908511542044576,0.5,0.16925065506227852,870.1454545454545,3161.4303030303035,5.20300458581109,462.8988671639998
269,bcce2,-1.0,33436.200905716345,-27639.110611679993,0.7424080947427606,0.020101968602089473,0.5,0.1690539522589075,870.1454545454545,143.38484848484848,3.144559080696766,171.95961489999314
1033,ff74f,13.0,23075.833191909438,-643.4392469650613,0.40199647807404093,0.3288197073808369,0.909090909090909,0.1688436907531972,870.1454545454545,2293.7924242424247,1.0900524182955171,930.7614987613982
1102,6fa86,-1.0,26814.879161764286,0.0,0.4841286875984783,0.09559906565787468,1.0,0.16882203189358888,870.1454545454545,1832.6848484848485,1.4977647612093028,842.9139165409779
382,d6f59,-1.0,30306.153091471177,0.0,0.5061298697311016,0.15676812260900538,1.0,0.16848998475253668,870.1454545454545,2266.4969696969692,2.37947169074945,783.8534132369999
490,dc25d,-1.0,30770.223756984466,0.0,0.5516500071774012,0.04425026312158153,1.0,0.16815159544957423,870.1454545454545,1493.25,2.020107518711066,746.0274374630015
612,d10ea,23.0,29503.04831643612,0.0,0.4146308321037738,0.28483733251751403,0.909090909090909,0.16805969709548157,870.1454545454545,4704.272727272727,8.29472426740062,1162.197771
