,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
35,73486,/MDCL/Update_0.1/DOTUSDT_0.1,5.0,MDCL,DOTUSDT,688,0.233,0.144,True,True,15.0,0.29% /0.2%/,True,True,29.0,0.27% /0.2%/
161,87d49,/flyingtoaster/1m/audisabled/1.6/MANAUSDT_20220725095314_dfd6e,5.0,flyingtoaster,MANAUSDT,495,0.232,0.35,True,False,23.0,0.24% /0.18%/,True,False,30.0,0.25% /0.91%/
274,eb63a,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/DOTUSDT_20220820070908_9d6a9,6.0,flyingtoaster,DOTUSDT,710,0.232,0.0964,True,True,35.0,0.15% /0.17%/,True,True,39.0,0.15% /0.0%/
114,809c5,/flyingtoaster/1m/5.7.0/ETCUSDT_20220719121510_7aed7,5.0,flyingtoaster,ETCUSDT,906,0.231,0.162,True,False,12.0,0.2% /0.01%/,True,False,13.0,0.3% /0.06%/
82,b8e2f,/flyingtoaster/1m/mdcl_hardcore_scalp/DYDXUSDT_20220818203915_b4260,4.0,flyingtoaster,DYDXUSDT,326,0.23,0.464,True,True,14.0,0.3% /0.18%/,True,True,15.0,0.3% /0.17%/
383,dc1a9,/flyingtoaster/1s/0.1.2_auenabled_longshort/ETCUSDT_20220805010112_a7190,7.0,flyingtoaster,ETCUSDT,927,0.228,0.23,True,True,29.0,0.2% /0.26%/,True,True,40.0,0.2% /0.3%/
288,dc1a9,/flyingtoaster/1m/0.1.2_auenabled_longshort/ETCUSDT_20220805010112_a7190,7.0,flyingtoaster,ETCUSDT,927,0.228,0.23,True,True,29.0,0.2% /0.26%/,True,True,40.0,0.2% /0.3%/
93,ec31c,/flyingtoaster/1m/5.7.0/DOTUSDT_20220716222523_a0560,5.0,flyingtoaster,DOTUSDT,687,0.228,0.19,True,False,14.0,0.3% /0.16%/,True,False,15.0,0.3% /0.16%/
408,68db4,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/MATICUSDT_20220821020738_7dde9,6.0,flyingtoaster,MATICUSDT,658,0.227,0.107,True,True,35.0,0.2% /0.29%/,True,True,35.0,0.2% /0.3%/
4,e9b2c,/dotcom87/v0.1/SXPUSDT_20220730064655_4661b,6.0,dotcom87,SXPUSDT,737,0.227,0.23,True,True,40.0,0.2% /0.3%/,True,True,26.0,0.2% /0.28%/
106,5d68d,/flyingtoaster/1m/5.7.0/DOTUSDT_20220715022104_72ba6,6.0,flyingtoaster,DOTUSDT,687,0.226,0.145,True,False,31.0,0.2% /2.14%/,True,False,20.0,0.91% /1.28%/
270,5b7ac,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/AVAXUSDT_20220820070908_9d6a9,6.0,flyingtoaster,AVAXUSDT,678,0.226,0.138,True,True,25.0,0.15% /0.18%/,True,True,36.0,0.15% /0.01%/
366,3cc3c,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/HNTUSDT_20220901213214_31214,7.0,flyingtoaster,HNTUSDT,682,0.226,0.139,True,True,40.0,0.28% /0.18%/,True,True,41.0,0.29% /0.19%/
27,57f1e,/MDCL/Update_0.2.1/DOTUSDT_0.2.1,5.0,MDCL,DOTUSDT,696,0.226,0.156,True,True,20.0,0.3% /0.19%/,True,True,24.0,0.29% /0.15%/
51,7eb33,/MDCL/Update_0.2.3/AVAXUSDT_20220804100658_3ac1e,6.0,MDCL,AVAXUSDT,677,0.225,0.154,True,True,28.0,0.2% /0.27%/,True,True,48.0,0.2% /0.3%/
269,77879,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/SANDUSDT_20220820070908_9d6a9,6.0,flyingtoaster,SANDUSDT,554,0.225,0.18,True,True,28.0,0.15% /0.17%/,True,True,40.0,0.15% /0%/
427,fa69d,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/NEARUSDT_20220825174433_b9737,7.0,flyingtoaster,NEARUSDT,665,0.225,0.14,True,True,41.0,0.2% /0.27%/,True,True,41.0,0.2% /0.28%/
80,dcd89,/flyingtoaster/1m/mdcl_hardcore_scalp/EOSUSDT_20220818203915_b4260,5.0,flyingtoaster,EOSUSDT,937,0.224,0.146,True,True,14.0,0.3% /0.17%/,True,True,13.0,0.3% /0%/
355,17413,/flyingtoaster/1s/testing/0.1.3b_1sdata_auenabled_longshort/CVCUSDT_20220821202157_19ee4,7.0,flyingtoaster,CVCUSDT,638,0.224,0.102,True,True,40.0,0.15% /0.3%/,True,True,42.0,0.15% /0.29%/
416,17413,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/CVCUSDT_20220822051814_f74f5,7.0,flyingtoaster,CVCUSDT,638,0.224,0.102,True,True,40.0,0.15% /0.3%/,True,True,42.0,0.15% /0.29%/
62,d2ba9,/flyingtoaster/1m/mdcl_hardcore_scalp/XMRUSDT_20220818203915_b4260,5.0,flyingtoaster,XMRUSDT,911,0.223,0.193,True,True,10.0,0.3% /0.19%/,True,True,13.0,0.3% /0.16%/
248,f66fd,/flyingtoaster/1m/test_phase/0.1.1_auenabled_short/DOTUSDT_20220803020858_d35d9,6.0,flyingtoaster,DOTUSDT,708,0.222,0.14,True,False,33.0,0.2% /0.28%/,True,True,36.0,0.2% /0.25%/
58,590a6,/flyingtoaster/1m/mdcl_hardcore_scalp/TRBUSDT_20220818203915_b4260,5.0,flyingtoaster,TRBUSDT,698,0.222,0.233,True,True,14.0,0.3% /0.2%/,True,True,19.0,0.3% /0.17%/
284,fe450,/flyingtoaster/1m/0.1.2_auenabled_longshort/SOLUSDT_20220805010112_a7190,6.0,flyingtoaster,SOLUSDT,685,0.221,0.127,True,True,30.0,0.2% /0.27%/,True,True,50.0,0.2% /0.25%/
337,03a8f,/flyingtoaster/1m/0.1_auenabled_short/ETCUSDT_20220731004348_49308,7.0,flyingtoaster,ETCUSDT,920,0.221,0.239,True,False,29.0,0.2% /0.26%/,True,False,43.0,0.2% /0.24%/
379,fe450,/flyingtoaster/1s/0.1.2_auenabled_longshort/SOLUSDT_20220805010112_a7190,6.0,flyingtoaster,SOLUSDT,685,0.221,0.127,True,True,30.0,0.2% /0.27%/,True,True,50.0,0.2% /0.25%/
412,56a5a,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/TRBUSDT_20220822051814_f74f5,7.0,flyingtoaster,TRBUSDT,707,0.221,0.151,True,True,37.0,0.2% /0.3%/,True,True,51.0,0.2% /0.3%/
95,9f943,/flyingtoaster/1m/5.7.0/LINKUSDT_20220713075744_02a71,6.0,flyingtoaster,LINKUSDT,905,0.22,0.174,True,False,15.0,0.2% /0.72%/,True,False,26.0,0.47% /0.16%/
300,0560a,/flyingtoaster/1m/0.1.2_auenabled_longshort/DYDXUSDT_20220805010112_a7190,6.0,flyingtoaster,DYDXUSDT,324,0.22,0.391,True,True,30.0,0.2% /0.29%/,True,True,45.0,0.2% /0.28%/
335,d0046,/flyingtoaster/1m/0.1_auenabled_short/SOLUSDT_20220731004348_49308,6.0,flyingtoaster,SOLUSDT,678,0.22,0.135,True,False,30.0,0.2% /0.27%/,True,True,42.0,0.2% /0.26%/
395,0560a,/flyingtoaster/1s/0.1.2_auenabled_longshort/DYDXUSDT_20220805010112_a7190,6.0,flyingtoaster,DYDXUSDT,324,0.22,0.391,True,True,30.0,0.2% /0.29%/,True,True,45.0,0.2% /0.28%/
89,33185,/flyingtoaster/1m/5.7.0/DOTUSDT_20220713182404_b9c8f,6.0,flyingtoaster,DOTUSDT,687,0.219,0.141,True,False,32.0,0.2% /2.96%/,True,False,20.0,0.91% /0.26%/
110,5d69c,/flyingtoaster/1m/5.7.0/XMRUSDT_20220717071307_ad2c7,5.0,flyingtoaster,XMRUSDT,888,0.219,0.207,True,False,14.0,0.2% /0.15%/,True,False,13.0,0.3% /0%/
182,a3593,/flyingtoaster/1m/audisabled/1.5/XMRUSDT_20220723093109_e541e,5.0,flyingtoaster,XMRUSDT,900,0.217,0.197,True,False,16.0,0.2% /0.47%/,True,False,18.0,0.28% /1.78%/
260,9d15c,/flyingtoaster/1m/test_phase/0.2_mediumrisk/NEARUSDT_20220814082811_1a832,6.0,flyingtoaster,NEARUSDT,656,0.215,0.265,True,True,38.0,0.27% /0.14%/,True,True,30.0,0.3% /0.19%/
185,f3df5,/flyingtoaster/1m/audisabled/1.5/DOTUSDT_20220723093109_e541e,5.0,flyingtoaster,DOTUSDT,699,0.214,0.163,True,False,32.0,0.2% /1.96%/,True,False,12.0,0.4% /0.87%/
294,88bd5,/flyingtoaster/1m/0.1.2_auenabled_longshort/THETAUSDT_20220807224359_bbacc,6.0,flyingtoaster,THETAUSDT,795,0.214,0.145,True,True,30.0,0.2% /0.28%/,True,True,35.0,0.2% /0.29%/
389,88bd5,/flyingtoaster/1s/0.1.2_auenabled_longshort/THETAUSDT_20220807224359_bbacc,6.0,flyingtoaster,THETAUSDT,795,0.214,0.145,True,True,30.0,0.2% /0.28%/,True,True,35.0,0.2% /0.29%/
245,a9529,/flyingtoaster/1m/test_phase/0.1.1_auenabled_short/MANAUSDT_20220803020858_d35d9,6.0,flyingtoaster,MANAUSDT,503,0.212,0.23,True,False,37.0,0.2% /0.3%/,True,True,35.0,0.2% /0.29%/
431,d8f62,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/MANAUSDT_20220825174433_b9737,7.0,flyingtoaster,MANAUSDT,514,0.212,0.0294,True,True,44.0,0.2% /0.29%/,True,True,50.0,0.2% /0.01%/
358,e6e46,/flyingtoaster/1s/testing/0.1.4_1sdata_auenabled_longshort/CHZUSDT_20220821092943_dd509,6.0,flyingtoaster,CHZUSDT,567,0.211,0.144,True,True,36.0,0.1% /0.29%/,True,True,42.0,0.1% /0.3%/
194,d4284,/flyingtoaster/1m/audisabled/1.5/LINKUSDT_20220723093109_e541e,6.0,flyingtoaster,LINKUSDT,917,0.211,0.183,True,False,16.0,0.2% /0.37%/,True,False,24.0,0.53% /1.56%/
422,e6e46,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/CHZUSDT_20220822051814_f74f5,6.0,flyingtoaster,CHZUSDT,567,0.211,0.144,True,True,36.0,0.1% /0.29%/,True,True,42.0,0.1% /0.3%/
342,42975,/flyingtoaster/1s/testing/recursive_01_test/AVAXUSDT_20220903063921_12718,4.0,flyingtoaster,AVAXUSDT,707,0.209,0.0986,True,False,-1.0,0.7% /9.13%/,True,True,-1.0,0.81% /0.97%/
50,000bb,/MDCL/Update_0.2.3/VETUSDT_20220805110939_7de7b,6.0,MDCL,VETUSDT,899,0.209,0.0825,True,True,27.0,0.2% /0.29%/,True,True,38.0,0.2% /0.23%/
159,092b1,/flyingtoaster/1m/audisabled/1.6/EGLDUSDT_20220725095314_dfd6e,3.0,flyingtoaster,EGLDUSDT,677,0.208,-20.2,True,False,23.0,0.21% /0.17%/,True,False,20.0,0.21% /2.12%/
180,6f8a4,/flyingtoaster/1m/audisabled/1.5/ADAUSDT_20220723093109_e541e,6.0,flyingtoaster,ADAUSDT,903,0.207,0.115,True,False,28.0,0.2% /1.56%/,True,False,23.0,0.98% /0%/
263,852c0,/flyingtoaster/1m/test_phase/0.2_mediumrisk/MANAUSDT_20220814082811_1a832,5.0,flyingtoaster,MANAUSDT,505,0.207,0.114,True,True,26.0,0.3% /0.19%/,True,True,31.0,0.26% /0.16%/
354,6e573,/flyingtoaster/1s/testing/0.1.3b_1sdata_auenabled_longshort/MATICUSDT_20220821224304_e5b6a,7.0,flyingtoaster,MATICUSDT,658,0.207,0.111,True,True,40.0,0.15% /0.27%/,True,True,45.0,0.15% /0.3%/
387,693fd,/flyingtoaster/1s/0.1.2_auenabled_longshort/DOTUSDT_20220805010112_a7190,7.0,flyingtoaster,DOTUSDT,708,0.206,0.0664,True,True,35.0,0.2% /0.3%/,True,True,44.0,0.2% /0.1%/
115,3f696,/flyingtoaster/1m/5.7.0/ADAUSDT_20220713075744_02a71,7.0,flyingtoaster,ADAUSDT,891,0.206,0.0696,True,False,28.0,0.2% /2.06%/,True,False,51.0,0.78% /1.41%/
292,693fd,/flyingtoaster/1m/0.1.2_auenabled_longshort/DOTUSDT_20220805010112_a7190,7.0,flyingtoaster,DOTUSDT,708,0.206,0.0664,True,True,35.0,0.2% /0.3%/,True,True,44.0,0.2% /0.1%/
196,7d4b9,/flyingtoaster/1m/audisabled/1.5/ETCUSDT_20220723093109_e541e,7.0,flyingtoaster,ETCUSDT,918,0.205,0.115,True,False,31.0,0.2% /1.01%/,True,False,36.0,0.75% /0.13%/
402,770dc,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/NEARUSDT_20220822051814_f74f5,6.0,flyingtoaster,NEARUSDT,665,0.205,0.185,True,True,38.0,0.2% /0.26%/,True,True,35.0,0.2% /0.28%/
287,641e5,/flyingtoaster/1m/0.1.2_auenabled_longshort/NEARUSDT_20220805010112_a7190,6.0,flyingtoaster,NEARUSDT,654,0.204,0.219,True,True,26.0,0.2% /0.15%/,True,True,38.0,0.2% /0.3%/
382,641e5,/flyingtoaster/1s/0.1.2_auenabled_longshort/NEARUSDT_20220805010112_a7190,6.0,flyingtoaster,NEARUSDT,654,0.204,0.219,True,True,26.0,0.2% /0.15%/,True,True,38.0,0.2% /0.3%/
323,f6b44,/flyingtoaster/1m/0.1_auenabled_short/maximum_pa_distance_std_test/DOTUSDT_MAX_PA_DIST_STD_0.015,6.0,flyingtoaster,DOTUSDT,700,0.202,0.124,True,False,31.0,0.2% /0.2%/,True,True,37.0,0.2% /0.29%/
320,f6b44,/flyingtoaster/1m/0.1_auenabled_short/DOTUSDT_20220731004348_49308,6.0,flyingtoaster,DOTUSDT,700,0.202,0.124,True,False,31.0,0.2% /0.2%/,True,True,37.0,0.2% /0.29%/
438,3c00e,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/DYDXUSDT_20220825174433_b9737,6.0,flyingtoaster,DYDXUSDT,335,0.201,0.286,True,True,40.0,0.2% /0.3%/,True,True,45.0,0.2% /0.3%/
261,ff773,/flyingtoaster/1m/test_phase/0.2_mediumrisk/SANDUSDT_20220814082811_1a832,6.0,flyingtoaster,SANDUSDT,554,0.201,0.182,True,True,32.0,0.29% /0.19%/,True,True,30.0,0.25% /0%/
148,c7713,/flyingtoaster/1m/audisabled/1.7/XLMUSDT_20220726144831_522de,7.0,flyingtoaster,XLMUSDT,916,0.201,0.183,True,False,35.0,0.2% /1.99%/,True,False,33.0,0.98% /1.29%/
356,079a4,/flyingtoaster/1s/testing/0.1.4_1sdata_auenabled_longshort/MATICUSDT_20220821092943_dd509,6.0,flyingtoaster,MATICUSDT,658,0.2,0.108,True,True,39.0,0.1% /0.3%/,True,True,42.0,0.1% /0.3%/
322,85d7d,/flyingtoaster/1m/0.1_auenabled_short/maximum_pa_distance_std_test/DOTUSDT_MAX_PA_DIST_STD_0.010,6.0,flyingtoaster,DOTUSDT,700,0.199,0.161,True,False,34.0,0.2% /0.29%/,True,True,45.0,0.2% /0.3%/
243,da0db,/flyingtoaster/1m/test_phase/0.1.4_mediumgrid_au_longshort/DOTUSDT_20220809205637_5d1b6,6.0,flyingtoaster,DOTUSDT,710,0.198,0.107,True,True,34.0,0.2% /0.3%/,True,True,40.0,0.2% /0.08%/
377,eb16a,/flyingtoaster/1s/0.1.2_auenabled_longshort/MANAUSDT_20220805010112_a7190,5.0,flyingtoaster,MANAUSDT,503,0.198,0.294,True,True,25.0,0.2% /0.28%/,True,True,35.0,0.2% /0.3%/
282,eb16a,/flyingtoaster/1m/0.1.2_auenabled_longshort/MANAUSDT_20220805010112_a7190,5.0,flyingtoaster,MANAUSDT,503,0.198,0.294,True,True,25.0,0.2% /0.28%/,True,True,35.0,0.2% /0.3%/
425,046c3,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/AVAXUSDT_20220822051814_f74f5,7.0,flyingtoaster,AVAXUSDT,687,0.197,0.13,True,True,37.0,0.2% /0.29%/,True,True,48.0,0.2% /0.28%/
409,d5e07,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/SANDUSDT_20220822051814_f74f5,6.0,flyingtoaster,SANDUSDT,563,0.196,0.153,True,True,37.0,0.2% /0.28%/,True,True,37.0,0.2% /0.29%/
273,4524a,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/TRBUSDT_20220820070908_9d6a9,6.0,flyingtoaster,TRBUSDT,698,0.194,0.247,True,True,25.0,0.15% /0.19%/,True,True,35.0,0.15% /0.0%/
20,9c8aa,/MDCL/Default_TP_0.2%_17k_balance_testing/MATICUSDT_20220817045953_116a8,6.0,MDCL,MATICUSDT,649,0.194,0.0895,True,True,25.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
448,5ecb5,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/SANDUSDT_20220825174433_b9737,6.0,flyingtoaster,SANDUSDT,563,0.193,0.136,True,True,42.0,0.2% /0.26%/,True,True,43.0,0.2% /0.29%/
127,5df2c,/flyingtoaster/1m/5.7.0/ADAUSDT_20220713182404_b9c8f,6.0,flyingtoaster,ADAUSDT,891,0.193,0.132,True,False,30.0,0.2% /0.46%/,True,False,27.0,0.92% /1.48%/
186,3bd22,/flyingtoaster/1m/audisabled/1.5/EOSUSDT_20220723093109_e541e,5.0,flyingtoaster,EOSUSDT,926,0.192,0.311,True,False,22.0,0.2% /1.75%/,True,False,14.0,0.98% /2.95%/
340,20f7a,/flyingtoaster/1s/testing/recursive_01_test/DOTUSDT_20220903063921_12718,4.0,flyingtoaster,DOTUSDT,739,0.192,0.0845,True,False,-1.0,0.5% /0.5%/,True,True,-1.0,2.39% /0.57%/
257,2a803,/flyingtoaster/1m/test_phase/0.2_mediumrisk/ADAUSDT_20220814082811_1a832,6.0,flyingtoaster,ADAUSDT,914,0.192,0.1,True,True,27.0,0.3% /0.13%/,True,True,32.0,0.3% /0.01%/
350,14c7e,/flyingtoaster/1s/testing/0.1.3a_1sdata_auenabled_longshort/MATICUSDT_20220821175434_8e887,6.0,flyingtoaster,MATICUSDT,658,0.191,0.106,True,True,35.0,0.15% /0.3%/,True,True,45.0,0.15% /0.29%/
59,dee96,/flyingtoaster/1m/mdcl_hardcore_scalp/TRXUSDT_20220818203915_b4260,5.0,flyingtoaster,TRXUSDT,930,0.191,0.131,True,True,14.0,0.3% /0.1%/,True,True,14.0,0.3% /0%/
33,8c857,/MDCL/Update_0.2.1/VETUSDT_0.2.1,6.0,MDCL,VETUSDT,886,0.19,0.189,True,True,27.0,0.29% /0.18%/,True,True,23.0,0.3% /0%/
419,0bab8,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/MANAUSDT_20220822051814_f74f5,7.0,flyingtoaster,MANAUSDT,514,0.189,0.0915,True,True,38.0,0.2% /0.3%/,True,True,54.0,0.2% /0.29%/
441,1ea3c,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/ENJUSDT_20220825174433_b9737,7.0,flyingtoaster,ENJUSDT,681,0.189,0.163,True,True,41.0,0.2% /0.3%/,True,True,41.0,0.2% /0.29%/
54,6c68f,/MDCL/Update_0.2.3/FTMUSDT_20220805024243_57f60,6.0,MDCL,FTMUSDT,676,0.189,0.116,True,True,24.0,0.2% /0.14%/,True,True,35.0,0.2% /0.3%/
92,3e221,/flyingtoaster/1m/5.7.0/ADAUSDT_20220716051312_e271d,5.0,flyingtoaster,ADAUSDT,891,0.189,0.128,True,False,12.0,0.3% /0.06%/,True,False,13.0,0.3% /0.0%/
445,7d276,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/HBARUSDT_20220825174433_b9737,6.0,flyingtoaster,HBARUSDT,512,0.187,0.28,True,True,40.0,0.2% /0.3%/,True,True,40.0,0.2% /0.26%/
384,966e2,/flyingtoaster/1s/0.1.2_auenabled_longshort/FLOWUSDT_20220807030728_4dae9,5.0,flyingtoaster,FLOWUSDT,171,0.187,0.682,True,True,26.0,0.2% /0.29%/,True,True,38.0,0.2% /0.3%/
105,07c39,/flyingtoaster/1m/5.7.0/ENJUSDT_20220713075744_02a71,6.0,flyingtoaster,ENJUSDT,649,0.187,0.206,True,False,28.0,0.2% /1.58%/,True,False,29.0,0.46% /1.78%/
19,6f1ed,/MDCL/Default_TP_0.2%_17k_balance_testing/MANAUSDT_20220817045953_116a8,5.0,MDCL,MANAUSDT,507,0.187,0.136,True,True,27.0,0.2% /0.3%/,True,True,25.0,0.2% /0.3%/
289,966e2,/flyingtoaster/1m/0.1.2_auenabled_longshort/FLOWUSDT_20220807030728_4dae9,5.0,flyingtoaster,FLOWUSDT,171,0.187,0.682,True,True,26.0,0.2% /0.29%/,True,True,38.0,0.2% /0.3%/
302,bb1c5,/flyingtoaster/1m/0.1.2_auenabled_longshort/XLMUSDT_20220805010112_a7190,6.0,flyingtoaster,XLMUSDT,923,0.186,0.138,True,True,26.0,0.2% /0.2%/,True,True,35.0,0.2% /0.29%/
397,bb1c5,/flyingtoaster/1s/0.1.2_auenabled_longshort/XLMUSDT_20220805010112_a7190,6.0,flyingtoaster,XLMUSDT,923,0.186,0.138,True,True,26.0,0.2% /0.2%/,True,True,35.0,0.2% /0.29%/
24,7901a,/MDCL/Update_0.2.1/LINKUSDT_0.2.1,6.0,MDCL,LINKUSDT,914,0.186,0.114,True,True,23.0,0.3% /0.18%/,True,True,24.0,0.29% /0.2%/
407,66c21,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/DOTUSDT_20220821020738_7dde9,6.0,flyingtoaster,DOTUSDT,719,0.186,0.0656,True,True,35.0,0.2% /0.26%/,True,True,36.0,0.2% /0.3%/
162,ce224,/flyingtoaster/1m/audisabled/1.6/ADAUSDT_20220725095314_dfd6e,6.0,flyingtoaster,ADAUSDT,904,0.183,0.136,True,False,26.0,0.24% /0.16%/,True,False,26.0,0.24% /0.87%/
195,81145,/flyingtoaster/1m/audisabled/1.5/XLMUSDT_20220723093109_e541e,7.0,flyingtoaster,XLMUSDT,914,0.183,0.133,True,False,32.0,0.2% /1.8%/,True,False,36.0,0.48% /0.67%/
328,1351e,/flyingtoaster/1m/0.1_auenabled_short/XLMUSDT_20220731004348_49308,7.0,flyingtoaster,XLMUSDT,916,0.183,0.106,True,False,36.0,0.2% /0.3%/,True,True,44.0,0.2% /0.3%/
246,b701e,/flyingtoaster/1m/test_phase/0.1.1_auenabled_short/TRBUSDT_20220803020858_d35d9,6.0,flyingtoaster,TRBUSDT,696,0.182,0.255,True,False,31.0,0.2% /0.3%/,True,True,38.0,0.2% /0.3%/
280,b9a53,/flyingtoaster/1m/0.1.2_auenabled_longshort/EGLDUSDT_20220805010112_a7190,6.0,flyingtoaster,EGLDUSDT,685,0.181,0.0605,True,True,26.0,0.2% /0.27%/,True,True,48.0,0.2% /0%/
375,b9a53,/flyingtoaster/1s/0.1.2_auenabled_longshort/EGLDUSDT_20220805010112_a7190,6.0,flyingtoaster,EGLDUSDT,685,0.181,0.0605,True,True,26.0,0.2% /0.27%/,True,True,48.0,0.2% /0%/
351,13e57,/flyingtoaster/1s/testing/CTSIUSDT_20220825065640_d2d9a,6.0,flyingtoaster,CTSIUSDT,289,0.18,0.42,True,True,40.0,0.3% /0.3%/,True,True,40.0,0.3% /0.28%/
360,00343,/flyingtoaster/1s/testing/0.1.5_testing/DOTUSDT_20220824174722_c9448,6.0,flyingtoaster,DOTUSDT,719,0.18,0.0653,True,True,35.0,0.15% /0.16%/,True,True,35.0,0.15% /0.28%/
371,af269,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/MANAUSDT_20220901213214_31214,7.0,flyingtoaster,MANAUSDT,514,0.18,0.0615,True,True,40.0,0.28% /0.2%/,True,True,57.0,0.27% /0.17%/
403,0dc40,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/EGLDUSDT_20220822051814_f74f5,7.0,flyingtoaster,EGLDUSDT,696,0.18,0.0627,True,True,37.0,0.2% /0.3%/,True,True,45.0,0.2% /0.25%/
363,b14b2,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/TRBUSDT_20220831050247_8f999,7.0,flyingtoaster,TRBUSDT,707,0.179,0.136,True,True,40.0,0.3% /0.18%/,True,True,50.0,0.29% /0.19%/
163,c593f,/flyingtoaster/1m/audisabled/1.6/DOTUSDT_20220725095314_dfd6e,6.0,flyingtoaster,DOTUSDT,700,0.178,0.0426,True,False,20.0,0.25% /0.2%/,True,False,53.0,0.22% /0.94%/
149,78c07,/flyingtoaster/1m/audisabled/1.7/ADAUSDT_20220726144831_522de,6.0,flyingtoaster,ADAUSDT,905,0.178,0.127,True,False,28.0,0.2% /1.38%/,True,False,25.0,0.9% /0.3%/
433,76135,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/TRBUSDT_20220825174433_b9737,7.0,flyingtoaster,TRBUSDT,707,0.178,0.2,True,True,42.0,0.2% /0.29%/,True,True,57.0,0.2% /0.3%/
30,69b76,/MDCL/Update_0.2.1/ATOMUSDT_0.2.1,6.0,MDCL,ATOMUSDT,893,0.177,0.161,True,True,23.0,0.28% /0.18%/,True,True,26.0,0.28% /0.19%/
428,b4645,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/CTSIUSDT_20220825174433_b9737,6.0,flyingtoaster,CTSIUSDT,289,0.176,0.417,True,True,40.0,0.2% /0.28%/,True,True,40.0,0.2% /0.29%/
357,ffb3b,/flyingtoaster/1s/testing/0.1.4_1sdata_auenabled_longshort/DOTUSDT_20220821092943_dd509,6.0,flyingtoaster,DOTUSDT,719,0.176,0.0906,True,True,35.0,0.1% /0.3%/,True,True,35.0,0.1% /0.28%/
315,88c14,/flyingtoaster/1m/hardcore_scalp/ETCUSDT_20220811210818_adb85,5.0,flyingtoaster,ETCUSDT,929,0.176,0.32,True,True,14.0,0.3% /0.2%/,True,True,14.0,0.3% /0.04%/
141,e9a14,/flyingtoaster/1m/audisabled/1.7/EOSUSDT_20220726144831_522de,6.0,flyingtoaster,EOSUSDT,928,0.176,0.214,True,False,21.0,0.2% /2.2%/,True,False,18.0,0.97% /0.88%/
329,c3706,/flyingtoaster/1m/0.1_auenabled_short/EGLDUSDT_20220731004348_49308,6.0,flyingtoaster,EGLDUSDT,678,0.175,0.0867,True,False,28.0,0.2% /0.3%/,True,True,39.0,0.2% /0.27%/
153,c6680,/flyingtoaster/1m/audisabled/1.8/ADAUSDT_20220729034019_65741,6.0,flyingtoaster,ADAUSDT,905,0.173,0.137,True,False,24.0,0.2% /0.76%/,True,False,26.0,0.3% /0.2%/
84,e330b,/flyingtoaster/1m/5.7.0/LINKUSDT_20220713182404_b9c8f,6.0,flyingtoaster,LINKUSDT,905,0.171,0.159,True,False,40.0,0.2% /2.57%/,True,False,24.0,0.92% /0.99%/
256,ef71d,/flyingtoaster/1m/test_phase/0.2_mediumrisk/XLMUSDT_20220814082811_1a832,6.0,flyingtoaster,XLMUSDT,925,0.17,0.115,True,True,31.0,0.3% /0.18%/,True,True,34.0,0.29% /0.19%/
209,f7fe4,/flyingtoaster/1m/test_phase/tight_02_auenabled/CTSIUSDT_20220818034828_7800f,4.0,flyingtoaster,CTSIUSDT,280,0.17,0.609,True,True,27.0,0.3% /0.2%/,True,True,8.0,0.3% /0.2%/
370,95472,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/DOTUSDT_20220831050247_8f999,7.0,flyingtoaster,DOTUSDT,711,0.17,0.0536,True,True,40.0,0.28% /0.19%/,True,True,57.0,0.27% /0.15%/
