,uid,symbol,n_days,h_stuck_avg_l,h_stuck_max_l,h_stuck_avg_s,h_stuck_max_s,l_adg %,s_adg %,total adg %,total gain %,total gain $,bkr Long,bkr_Short,strat
499,ec41e,XRPUSDT,567.9986111111111,2.3358407585103955,272.95,3.118016163464471,3093.85,0.05563058347706944,0.25469624183067463,0.3103268253077441,64.6800499618866,641.1410919188584,1.0,0.12735538925473167,/official_PB_config/v5.4.0/static_grid_125_symbols_300days_AUdisabled.json
1159,d2692,XRPUSDT,567.9986111111111,0.5599723408916639,192.45,0.7759985579021271,889.0333333333333,0.10292124215895651,0.20646968497768425,0.30939092713664074,128.70008,1231.7580894100372,1.0,0.1533885592063325,/MDCL/Update_0.2.1/MANAUSDT_0.2.1/config.json
521,a3593,XRPUSDT,567.9986111111111,1.139701251288911,1162.6,7.771930824781452,3148.45,0.2889351729435416,0.017037845278954467,0.30597301822249606,360.92820000000006,3503.2434403900015,1.0,1.0,/flyingtoaster/audisabled/1.5/XMRUSDT_20220723093109_e541e/config.json
103,8d407,XRPUSDT,567.9986111111111,0.8438756138830423,1162.6833333333334,31.410061443932413,12925.35,0.2675746554582133,0.03813688228069469,0.30571153773890797,299.16503999999986,2878.164762440018,1.0,0.7072499839578567,/flyingtoaster/audisabled/1.5/GMTUSDT_20220723093109_e541e/config.json
479,5e932,UNIUSDT,567.9986111111111,2.1994137893944283,392.4,31.26597859327217,8706.2,0.28692682363852123,0.014930560690967178,0.3018573843294884,281.29263799999995,2764.0222367340016,1.0,1.0,/flyingtoaster/audisabled/1.5/NEARUSDT_20220723093109_e541e/config.json
477,5e932,XRPUSDT,567.9986111111111,2.1559333649638885,1162.75,15.777739197530865,1148.0666666666666,0.2875155451096027,0.010300307319045368,0.29781585242864805,356.40014,3503.5903686000042,1.0,1.0,/flyingtoaster/audisabled/1.5/NEARUSDT_20220723093109_e541e/config.json
263,fafe9,ADAUSDT,567.9986111111111,2.6469838187702264,1825.2,60.05271659324523,11065.416666666666,0.26259354899770243,0.03513385068504925,0.2977273996827517,458.8242719999997,4530.868858725989,1.0,0.6786607058420262,/flyingtoaster/audisabled/1.5/HNTUSDT_20220723093109_e541e/config.json
998,d4284,AVAXUSDT,567.9986111111111,0.8609300661024799,2195.65,6.506905330151154,6373.483333333334,0.2644600196431745,0.02873448162396981,0.2931945012671443,215.0663249999998,2079.0718211009676,1.0,1.0,/flyingtoaster/audisabled/1.5/LINKUSDT_20220723093109_e541e/config.json
781,f6b44,MATICUSDT,567.9993055555556,0.3303201757574289,245.8,0.7415537906399028,314.93333333333334,0.3131282205557662,-0.021566600112688843,0.2915616204430774,445.3666501319915,4253.881479998146,1.0,1.0,/flyingtoaster/0.1_auenabled_short/maximum_pa_distance_std_test/DOTUSDT_MAX_PA_DIST_STD_0.015/config.json
81,6dbbd,XRPUSDT,567.9979166666667,3.803557477678571,635.3166666666667,5.8606835769561485,2677.116666666667,0.07347067152346505,0.2173378021185439,0.29080847364200896,77.22715,767.9912824500127,1.0,0.16215674939104058,/official_PB_config/v5.4.0/multi_80symbols_2021-05-01to2022-01-26_recursive_grid_auto_unstuck_disabled.json
527,a3593,ADAUSDT,567.9986111111111,1.1495038929645558,1825.15,44.116396979503776,12865.633333333333,0.2418270750989116,0.04781659633888601,0.2896436714377976,411.96980800000046,4008.5995747139996,1.0,0.49236848171747394,/flyingtoaster/audisabled/1.5/XMRUSDT_20220723093109_e541e/config.json
4,c9d35,XRPUSDT,567.9986111111111,1.3842370701326834,1784.4666666666667,18.750985786336546,2776.9333333333334,0.27355906028052124,0.012635919221553592,0.28619497950207484,391.6457200000002,3830.278226169975,1.0,1.0,/flyingtoaster/audisabled/1.7/HNTUSDT_20220726144831_522de/config.json
444,56ed4,XRPUSDT,567.9993055555556,0.5395172886901228,2638.266666666667,11.091931109302957,12874.266666666666,0.24764297243881767,0.038255591013517005,0.28589856345233466,225.6677893655592,2163.180010265615,1.0,0.7109690804959751,/flyingtoaster/0.1_auenabled_short/GMTUSDT_20220731004348_49308/config.json
10,c9d35,ADAUSDT,567.9986111111111,1.1444854896034478,2521.766666666667,56.56417704011065,11057.616666666667,0.2526241793523375,0.030848737364803414,0.2834729167171409,516.0976330000003,5047.412284063018,1.0,0.7648456972098273,/flyingtoaster/audisabled/1.7/HNTUSDT_20220726144831_522de/config.json
719,d7f63,XRPUSDT,567.9986111111111,0.9962703110916222,122.86666666666666,5.23702138558074,3147.7833333333333,0.26271097911004004,0.02046806206580417,0.2831790411758442,333.37002000000047,3256.581454219967,1.0,1.0,/flyingtoaster/audisabled/1.7/XMRUSDT_20220726144831_522de/config.json
481,5e932,AVAXUSDT,567.9986111111111,1.6501593834483315,2021.9333333333334,19.012505811250584,6373.533333333334,0.25806022962272657,0.022581119833629364,0.28064134945635594,530.3987984044666,5215.791948010665,1.0,1.0,/flyingtoaster/audisabled/1.5/NEARUSDT_20220723093109_e541e/config.json
232,1483b,SOLUSDT,567.9993055555556,0.3559915215139407,86.71666666666667,13631.983333333334,13631.983333333334,0.27928405178249915,0.0,0.27928405178249915,406.12141200000036,3835.452952450092,0.9976005685834366,1.0,/tedyptedto/configs/live/eb1ed_long_only.json
92,af59b,XRPUSDT,567.9986111111111,3.6783504227379025,178.18333333333334,8.693856292517006,1144.3,0.25480410724914626,0.021313485707604548,0.2761175929567508,323.37611000000027,3201.737088589991,1.0,1.0,/flyingtoaster/audisabled/1.5/XRPUSDT_20220723093109_e541e/config.json
718,d7f63,DOTUSDT,567.9986111111111,0.9698325744640486,545.85,17.589634408602148,11587.933333333332,0.24692283402556753,0.027924527384415993,0.2748473614099835,264.7054900000001,2579.116408599998,1.0,1.0,/flyingtoaster/audisabled/1.7/XMRUSDT_20220726144831_522de/config.json
202,a0c33,XRPUSDT,567.9986111111111,0.9050568760235472,616.9666666666667,1.6366870772801858,751.9166666666666,0.12820428109487914,0.14299962706379973,0.2712039081586789,120.58658115548477,1169.5257840500926,1.0,0.17695199109686513,/MDCL/Update_0.1/MATICUSDT_0.1/config.json
257,fafe9,XRPUSDT,567.9986111111111,2.9084631249555506,1792.6333333333334,19.78514755684567,2836.7,0.25860354388808765,0.010620020931716547,0.2692235648198042,410.56906157416745,4055.5618936916617,1.0,1.0,/flyingtoaster/audisabled/1.5/HNTUSDT_20220723093109_e541e/config.json
1187,b3738,ADAUSDT,567.9986111111111,0.6315774030145787,436.3666666666667,59.26942028985507,12865.516666666666,0.20181725039447018,0.06586497058195553,0.2676822209764257,207.2261310000003,1987.8951792509495,1.0,0.373743048481504,/flyingtoaster/audisabled/1.5/MANAUSDT_20220723093109_e541e/config.json
264,14088,MATICUSDT,567.9986111111111,0.26459562629399586,103.5,0.8274837117073368,88.16666666666667,0.20212103943146703,0.0642348746213493,0.26635591405281633,258.2728089999998,2449.6045865410415,1.0,0.9186392255129505,/MDCL/Update_0.2.2/MATICUSDT_20220729133412_3d314/config.json
206,a0c33,AVAXUSDT,567.9986111111111,0.6159392132056147,2080.5833333333335,0.9863941148094548,455.18333333333334,0.17657094327752032,0.08919477277222337,0.2657657160497437,215.0857772793422,2087.575225755013,1.0,0.8931289354254696,/MDCL/Update_0.1/MATICUSDT_0.1/config.json
964,8665d,LTCUSDT,567.9986111111111,7.332956786802941,219.31666666666666,7.445093755689059,3004.5333333333333,0.041956035857384937,0.21977120165494907,0.261727237512334,77.11530000000023,760.8097529000013,1.0,0.1924364347158037,/official_PB_config/v5.7.0/neat_426days_119symbols_AUdisabled.json
389,f3df5,XRPUSDT,567.9986111111111,4.330357899195256,410.48333333333335,145.0209219858156,13497.35,0.1901561228612936,0.06642905052852278,0.2565851733898164,180.56286458333344,1786.6505203733318,1.0,0.4311233398206595,/flyingtoaster/audisabled/1.5/DOTUSDT_20220723093109_e541e/config.json
594,22df0,MATICUSDT,567.9993055555556,0.7572903357220895,231.3,2.887520299371602,6707.116666666667,0.2212318139380023,0.03470954267845222,0.2559413566164545,196.85699100000016,1904.892823971138,1.0,0.42419769578496125,/flyingtoaster/0.1_auenabled_short/LINKUSDT_20220731004348_49308/config.json
950,b1d92,XRPUSDT,567.9986111111111,0.49550967491791165,120.0,1.1525166272122647,845.1833333333333,0.11251905290181718,0.14234808694661283,0.25486713984843,119.9470300000001,1139.4160011600409,1.0,0.22258225610036342,/MDCL/Update_0.2.1/MATICUSDT_0.2.1/config.json
1180,b3738,DOTUSDT,567.9986111111111,0.5917679574000116,416.73333333333335,19.012505811250584,11583.4,0.21719167689095192,0.03655439954128494,0.25374607643223684,232.79444999999993,2230.915799239966,1.0,1.0,/flyingtoaster/audisabled/1.5/MANAUSDT_20220723093109_e541e/config.json
1007,d4d2b,UNIUSDT,567.9986111111111,1.77130544005544,4370.466666666666,24.2561684460261,11612.8,0.16931276517969007,0.08349900616762271,0.2528117713473128,240.67000899999996,2358.9079563629793,1.0,0.3716418667513816,/flyingtoaster/audisabled/1.7/GMTUSDT_20220726144831_522de/config.json
1181,b3738,XRPUSDT,567.9986111111111,0.6641963879685571,87.45,71.3715532286213,12925.0,0.21633981477543746,0.03642268891876149,0.25276250369419895,232.57055872645657,2235.0510058245322,1.0,0.744572844303224,/flyingtoaster/audisabled/1.5/MANAUSDT_20220723093109_e541e/config.json
630,1bcb7,DOTUSDT,567.9986111111111,4.723481173481173,962.9333333333333,10.249598997493734,4500.416666666667,0.23363868971730078,0.01775820314867679,0.25139689286597755,238.198,2363.3128312700073,1.0,1.0,/flyingtoaster/audisabled/1.5/SANDUSDT_20220723093109_e541e/config.json
484,c3706,MATICUSDT,567.9993055555556,0.6151061877688536,400.6333333333333,0.594426517827294,287.45,0.24520855912753023,0.004967129210254848,0.2501756883377851,272.54125700000026,2636.2502733350107,1.0,1.0,/flyingtoaster/0.1_auenabled_short/EGLDUSDT_20220731004348_49308/config.json
510,8a161,XRPUSDT,567.9986111111111,4.397408602150537,502.25,11.513485360360361,1144.1833333333334,0.23915567712037072,0.009162978035526998,0.2483186551558977,264.1702071428573,2613.657486498574,1.0,1.0,/flyingtoaster/audisabled/1.7/MATICUSDT_20220726144831_522de/config.json
110,dd6dc,MATICUSDT,567.9993055555556,0.3605677079200501,258.85,2.5021995839451785,449.8,0.32618215843162435,-0.07787896685334253,0.24830319157828182,426.31434399999966,4085.82136092715,1.0,0.252471214987002,/flyingtoaster/0.1_auenabled_short/EOSUSDT_20220731004348_49308/config.json
388,f3df5,DOTUSDT,567.9986111111111,4.04509396636993,134.06666666666666,11.417057509771078,11588.633333333333,0.2044378196062502,0.043640168703981415,0.24807798831023162,206.59663880000005,2043.4298610799947,1.0,0.8393466666899767,/flyingtoaster/audisabled/1.5/DOTUSDT_20220723093109_e541e/config.json
1170,d52e0,XRPUSDT,567.9986111111111,3.7409348701061105,174.76666666666668,7.469570776255708,646.75,0.22523830978917533,0.02196107494324654,0.24719938473242187,268.5604700000001,2659.0947975300023,1.0,1.0,/flyingtoaster/audisabled/1.7/XRPUSDT_20220726144831_522de/config.json
141,983ba,TRXUSDT,567.9979166666667,1.1840484669504039,305.85,1.4570275758871312,1175.0666666666666,0.032714190298518034,0.21415566180430248,0.24686985210282053,58.59279389873218,576.3824101613229,1.0,0.09180737389708553,/official_PB_config/v5.4.0/recurv_125symbols_300days_AUdisabled_2022-02-28.json
154,462f1,MATICUSDT,567.9986111111111,0.24978408917391967,78.7,0.6814620409251483,2216.6833333333334,0.3069143895845551,-0.06112496943865951,0.24578942014589555,356.01158700000235,3308.1323534990015,1.0,0.08706303029887448,/dotcom87/dotcom87_scalp_neat_0_1/CHZUSDT_20220725154729_35c4c/config.json
1203,c8424,XRPUSDT,567.9986111111111,4.398827578788857,326.9,3.9455764592378193,2759.3,0.22665020621828957,0.01818988970248288,0.24484009592077247,256.93959000000007,2545.7862466500073,1.0,1.0,/flyingtoaster/audisabled/1.7/MANAUSDT_20220726144831_522de/config.json
191,3bd22,XRPUSDT,567.9986111111111,3.083457739576265,502.31666666666666,83.63169734151329,12951.183333333332,0.20615114545745558,0.03803581170738079,0.24418695716483638,212.89726783132545,2102.206539953253,1.0,0.7051850448715898,/flyingtoaster/audisabled/1.5/EOSUSDT_20220723093109_e541e/config.json
840,62d06,XRPUSDT,567.9986111111111,0.6877537292097607,338.48333333333335,1.4004485994109992,182.4,0.23414665592571163,0.008452389666252991,0.24259904559196463,273.2121500000004,2647.1850428100147,1.0,1.0,/flyingtoaster/audisabled/1.7/EGLDUSDT_20220726144831_522de/config.json
234,1483b,DOTUSDT,567.9993055555556,0.42780427846644703,61.75,13631.983333333334,13631.983333333334,0.24092382926091763,0.0,0.24092382926091763,298.42418999999995,2820.4464131900845,0.998527287442514,1.0,/tedyptedto/configs/live/eb1ed_long_only.json
895,73486,XRPUSDT,567.9986111111111,0.5449734815170172,267.46666666666664,0.7989665142812488,775.3,0.12405686206936714,0.11590802901938324,0.23996489108875038,134.3742800000002,1284.7662892400526,1.0,0.3745672579311873,/MDCL/Update_0.1/DOTUSDT_0.1/config.json
686,5e6fd,XRPUSDT,567.9986111111111,0.9210788288288287,833.8,2.0676424490621366,574.4666666666667,0.09179288125987492,0.14807443651080407,0.239867317770679,126.49899710229936,1190.7027643630056,1.0,0.21717771481590892,/MDCL/Update_0.2.1/SOLUSDT_0.2.1/config.json
483,5e932,ADAUSDT,567.9986111111111,2.2659519060283686,1825.1666666666667,15.777739197530865,2537.0,0.22907100524726465,0.010598083717976707,0.23966908896524136,373.3399050000003,3676.815893057021,1.0,1.0,/flyingtoaster/audisabled/1.5/NEARUSDT_20220723093109_e541e/config.json
246,5986e,XRPUSDT,567.9986111111111,1.1568199818963567,1162.55,19.558058345289332,2776.4166666666665,0.22811564192637343,0.011116224690892225,0.23923186661726564,243.17798000000013,2356.977129960001,1.0,1.0,/flyingtoaster/audisabled/1.7/NEARUSDT_20220726144831_522de/config.json
994,d4284,XRPUSDT,567.9986111111111,0.8625097542971634,263.8833333333333,6.728512668641001,1148.9833333333333,0.2252199446588867,0.013704313590183717,0.23892425824907043,251.51020000000065,2438.019105919944,1.0,1.0,/flyingtoaster/audisabled/1.5/LINKUSDT_20220723093109_e541e/config.json
433,fb42a,XRPUSDT,567.9986111111111,5.23702138558074,176.91666666666666,32.15086477987421,12978.2,0.17930305696969945,0.05877530634453239,0.23807836331423182,178.12768072931274,1763.4943412731316,1.0,0.536824543386493,/flyingtoaster/audisabled/1.7/DYDXUSDT_20220726144831_522de/config.json
