,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
114,40487,/flyingtoaster/0.1.2_auenabled_longshort/CHZUSDT_20220807030728_4dae9,4.0,flyingtoaster,CHZUSDT,556,0.249,0.274,True,True,34.0,0.2% /0.27%/,True,True,36.0,0.2% /0.24%/
196,65cef,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/NEARUSDT_20220831050247_8f999,5.0,flyingtoaster,NEARUSDT,665,0.244,0.169,True,True,47.0,0.23% /0.12%/,True,True,41.0,0.3% /0.19%/
59,d6ec9,/flyingtoaster/0.1_auenabled_short/DYDXUSDT_20220731004348_49308,4.0,flyingtoaster,DYDXUSDT,317,0.243,0.395,True,False,28.0,0.2% /0.29%/,True,True,47.0,0.2% /0.29%/
171,1afc6,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/CVCUSDT_20220825174433_b9737,5.0,flyingtoaster,CVCUSDT,638,0.241,0.149,True,True,42.0,0.2% /0.3%/,True,True,42.0,0.2% /0.27%/
98,e251b,/flyingtoaster/audisabled/1.7/ETCUSDT_20220726144831_522de,5.0,flyingtoaster,ETCUSDT,920,0.235,0.159,True,False,29.0,0.2% /1.61%/,True,False,39.0,0.85% /0.54%/
138,b583d,/flyingtoaster/0.1.2_auenabled_longshort/XRPUSDT_20220805010112_a7190,5.0,flyingtoaster,XRPUSDT,937,0.235,0.0878,True,True,26.0,0.2% /0.3%/,True,True,46.0,0.2% /0.3%/
147,b8e2f,/flyingtoaster/mdcl_hardcore_scalp/DYDXUSDT_20220818203915_b4260,2.0,flyingtoaster,DYDXUSDT,326,0.23,0.464,True,True,14.0,0.3% /0.18%/,True,True,15.0,0.3% /0.17%/
120,dc1a9,/flyingtoaster/0.1.2_auenabled_longshort/ETCUSDT_20220805010112_a7190,5.0,flyingtoaster,ETCUSDT,927,0.228,0.23,True,True,29.0,0.2% /0.26%/,True,True,40.0,0.2% /0.3%/
183,fa69d,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/NEARUSDT_20220825174433_b9737,5.0,flyingtoaster,NEARUSDT,665,0.225,0.14,True,True,41.0,0.2% /0.27%/,True,True,41.0,0.2% /0.28%/
150,dcd89,/flyingtoaster/mdcl_hardcore_scalp/EOSUSDT_20220818203915_b4260,3.0,flyingtoaster,EOSUSDT,937,0.224,0.146,True,True,14.0,0.3% /0.17%/,True,True,13.0,0.3% /0%/
164,d2ba9,/flyingtoaster/mdcl_hardcore_scalp/XMRUSDT_20220818203915_b4260,3.0,flyingtoaster,XMRUSDT,911,0.223,0.193,True,True,10.0,0.3% /0.19%/,True,True,13.0,0.3% /0.16%/
160,590a6,/flyingtoaster/mdcl_hardcore_scalp/TRBUSDT_20220818203915_b4260,3.0,flyingtoaster,TRBUSDT,698,0.222,0.233,True,True,14.0,0.3% /0.2%/,True,True,19.0,0.3% /0.17%/
63,03a8f,/flyingtoaster/0.1_auenabled_short/ETCUSDT_20220731004348_49308,5.0,flyingtoaster,ETCUSDT,920,0.221,0.239,True,False,29.0,0.2% /0.26%/,True,False,43.0,0.2% /0.24%/
130,fe450,/flyingtoaster/0.1.2_auenabled_longshort/SOLUSDT_20220805010112_a7190,5.0,flyingtoaster,SOLUSDT,685,0.221,0.127,True,True,30.0,0.2% /0.27%/,True,True,50.0,0.2% /0.25%/
71,d0046,/flyingtoaster/0.1_auenabled_short/SOLUSDT_20220731004348_49308,4.0,flyingtoaster,SOLUSDT,678,0.22,0.135,True,False,30.0,0.2% /0.27%/,True,True,42.0,0.2% /0.26%/
116,0560a,/flyingtoaster/0.1.2_auenabled_longshort/DYDXUSDT_20220805010112_a7190,4.0,flyingtoaster,DYDXUSDT,324,0.22,0.391,True,True,30.0,0.2% /0.29%/,True,True,45.0,0.2% /0.28%/
90,a3593,/flyingtoaster/audisabled/1.5/XMRUSDT_20220723093109_e541e,3.0,flyingtoaster,XMRUSDT,900,0.217,0.197,True,False,16.0,0.2% /0.47%/,True,False,18.0,0.28% /1.78%/
76,f3df5,/flyingtoaster/audisabled/1.5/DOTUSDT_20220723093109_e541e,4.0,flyingtoaster,DOTUSDT,699,0.214,0.163,True,False,32.0,0.2% /1.96%/,True,False,12.0,0.4% /0.87%/
131,88bd5,/flyingtoaster/0.1.2_auenabled_longshort/THETAUSDT_20220807224359_bbacc,4.0,flyingtoaster,THETAUSDT,795,0.214,0.145,True,True,30.0,0.2% /0.28%/,True,True,35.0,0.2% /0.29%/
181,d8f62,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/MANAUSDT_20220825174433_b9737,5.0,flyingtoaster,MANAUSDT,514,0.212,0.0294,True,True,44.0,0.2% /0.29%/,True,True,50.0,0.2% /0.01%/
83,d4284,/flyingtoaster/audisabled/1.5/LINKUSDT_20220723093109_e541e,4.0,flyingtoaster,LINKUSDT,917,0.211,0.183,True,False,16.0,0.2% /0.37%/,True,False,24.0,0.53% /1.56%/
75,6f8a4,/flyingtoaster/audisabled/1.5/ADAUSDT_20220723093109_e541e,4.0,flyingtoaster,ADAUSDT,903,0.207,0.115,True,False,28.0,0.2% /1.56%/,True,False,23.0,0.98% /0%/
115,693fd,/flyingtoaster/0.1.2_auenabled_longshort/DOTUSDT_20220805010112_a7190,5.0,flyingtoaster,DOTUSDT,708,0.206,0.0664,True,True,35.0,0.2% /0.3%/,True,True,44.0,0.2% /0.1%/
80,7d4b9,/flyingtoaster/audisabled/1.5/ETCUSDT_20220723093109_e541e,5.0,flyingtoaster,ETCUSDT,918,0.205,0.115,True,False,31.0,0.2% /1.01%/,True,False,36.0,0.75% /0.13%/
127,641e5,/flyingtoaster/0.1.2_auenabled_longshort/NEARUSDT_20220805010112_a7190,4.0,flyingtoaster,NEARUSDT,654,0.204,0.219,True,True,26.0,0.2% /0.15%/,True,True,38.0,0.2% /0.3%/
58,f6b44,/flyingtoaster/0.1_auenabled_short/DOTUSDT_20220731004348_49308,4.0,flyingtoaster,DOTUSDT,700,0.202,0.124,True,False,31.0,0.2% /0.2%/,True,True,37.0,0.2% /0.29%/
74,f6b44,/flyingtoaster/0.1_auenabled_short/maximum_pa_distance_std_test/DOTUSDT_MAX_PA_DIST_STD_0.015,4.0,flyingtoaster,DOTUSDT,700,0.202,0.124,True,False,31.0,0.2% /0.2%/,True,True,37.0,0.2% /0.29%/
107,c7713,/flyingtoaster/audisabled/1.7/XLMUSDT_20220726144831_522de,5.0,flyingtoaster,XLMUSDT,916,0.201,0.183,True,False,35.0,0.2% /1.99%/,True,False,33.0,0.98% /1.29%/
173,3c00e,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/DYDXUSDT_20220825174433_b9737,4.0,flyingtoaster,DYDXUSDT,335,0.201,0.286,True,True,40.0,0.2% /0.3%/,True,True,45.0,0.2% /0.3%/
73,85d7d,/flyingtoaster/0.1_auenabled_short/maximum_pa_distance_std_test/DOTUSDT_MAX_PA_DIST_STD_0.010,5.0,flyingtoaster,DOTUSDT,700,0.199,0.161,True,False,34.0,0.2% /0.29%/,True,True,45.0,0.2% /0.3%/
125,eb16a,/flyingtoaster/0.1.2_auenabled_longshort/MANAUSDT_20220805010112_a7190,4.0,flyingtoaster,MANAUSDT,503,0.198,0.294,True,True,25.0,0.2% /0.28%/,True,True,35.0,0.2% /0.3%/
184,5ecb5,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/SANDUSDT_20220825174433_b9737,5.0,flyingtoaster,SANDUSDT,563,0.193,0.136,True,True,42.0,0.2% /0.26%/,True,True,43.0,0.2% /0.29%/
79,3bd22,/flyingtoaster/audisabled/1.5/EOSUSDT_20220723093109_e541e,4.0,flyingtoaster,EOSUSDT,926,0.192,0.311,True,False,22.0,0.2% /1.75%/,True,False,14.0,0.98% /2.95%/
161,dee96,/flyingtoaster/mdcl_hardcore_scalp/TRXUSDT_20220818203915_b4260,3.0,flyingtoaster,TRXUSDT,930,0.191,0.131,True,True,14.0,0.3% /0.1%/,True,True,14.0,0.3% /0%/
175,1ea3c,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/ENJUSDT_20220825174433_b9737,5.0,flyingtoaster,ENJUSDT,681,0.189,0.163,True,True,41.0,0.2% /0.3%/,True,True,41.0,0.2% /0.29%/
121,966e2,/flyingtoaster/0.1.2_auenabled_longshort/FLOWUSDT_20220807030728_4dae9,4.0,flyingtoaster,FLOWUSDT,171,0.187,0.682,True,True,26.0,0.2% /0.29%/,True,True,38.0,0.2% /0.3%/
136,bb1c5,/flyingtoaster/0.1.2_auenabled_longshort/XLMUSDT_20220805010112_a7190,4.0,flyingtoaster,XLMUSDT,923,0.186,0.138,True,True,26.0,0.2% /0.2%/,True,True,35.0,0.2% /0.29%/
72,1351e,/flyingtoaster/0.1_auenabled_short/XLMUSDT_20220731004348_49308,5.0,flyingtoaster,XLMUSDT,916,0.183,0.106,True,False,36.0,0.2% /0.3%/,True,True,44.0,0.2% /0.3%/
89,81145,/flyingtoaster/audisabled/1.5/XLMUSDT_20220723093109_e541e,5.0,flyingtoaster,XLMUSDT,914,0.183,0.133,True,False,32.0,0.2% /1.8%/,True,False,36.0,0.48% /0.67%/
117,b9a53,/flyingtoaster/0.1.2_auenabled_longshort/EGLDUSDT_20220805010112_a7190,4.0,flyingtoaster,EGLDUSDT,685,0.181,0.0605,True,True,26.0,0.2% /0.27%/,True,True,48.0,0.2% /0%/
194,af269,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/MANAUSDT_20220901213214_31214,5.0,flyingtoaster,MANAUSDT,514,0.18,0.0615,True,True,40.0,0.28% /0.2%/,True,True,57.0,0.27% /0.17%/
199,b14b2,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/TRBUSDT_20220831050247_8f999,5.0,flyingtoaster,TRBUSDT,707,0.179,0.136,True,True,40.0,0.3% /0.18%/,True,True,50.0,0.29% /0.19%/
92,78c07,/flyingtoaster/audisabled/1.7/ADAUSDT_20220726144831_522de,4.0,flyingtoaster,ADAUSDT,905,0.178,0.127,True,False,28.0,0.2% /1.38%/,True,False,25.0,0.9% /0.3%/
186,76135,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/TRBUSDT_20220825174433_b9737,6.0,flyingtoaster,TRBUSDT,707,0.178,0.2,True,True,42.0,0.2% /0.29%/,True,True,57.0,0.2% /0.3%/
97,e9a14,/flyingtoaster/audisabled/1.7/EOSUSDT_20220726144831_522de,4.0,flyingtoaster,EOSUSDT,928,0.176,0.214,True,False,21.0,0.2% /2.2%/,True,False,18.0,0.97% /0.88%/
170,b4645,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/CTSIUSDT_20220825174433_b9737,4.0,flyingtoaster,CTSIUSDT,289,0.176,0.417,True,True,40.0,0.2% /0.28%/,True,True,40.0,0.2% /0.29%/
60,c3706,/flyingtoaster/0.1_auenabled_short/EGLDUSDT_20220731004348_49308,4.0,flyingtoaster,EGLDUSDT,678,0.175,0.0867,True,False,28.0,0.2% /0.3%/,True,True,39.0,0.2% /0.27%/
193,95472,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/DOTUSDT_20220831050247_8f999,5.0,flyingtoaster,DOTUSDT,711,0.17,0.0536,True,True,40.0,0.28% /0.19%/,True,True,57.0,0.27% /0.15%/
62,dd6dc,/flyingtoaster/0.1_auenabled_short/EOSUSDT_20220731004348_49308,5.0,flyingtoaster,EOSUSDT,928,0.165,0.079,True,False,25.0,0.2% /0.3%/,True,True,45.0,0.2% /0.29%/
110,5a49c,/flyingtoaster/0.1.2_auenabled_longshort/ADAUSDT_20220805010112_a7190,5.0,flyingtoaster,ADAUSDT,912,0.165,0.0669,True,True,28.0,0.2% /0.3%/,True,True,41.0,0.2% /0.27%/
108,d7f63,/flyingtoaster/audisabled/1.7/XMRUSDT_20220726144831_522de,4.0,flyingtoaster,XMRUSDT,902,0.162,0.209,True,False,17.0,0.2% /0.65%/,True,False,24.0,0.83% /0.65%/
139,ed6a2,/flyingtoaster/0.1.2_auenabled_longshort/XTZUSDT_20220807224359_bbacc,5.0,flyingtoaster,XTZUSDT,906,0.162,0.115,True,True,33.0,0.2% /0.29%/,True,True,35.0,0.2% /0.26%/
197,b255e,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/SANDUSDT_20220901213214_31214,5.0,flyingtoaster,SANDUSDT,563,0.162,0.131,True,True,40.0,0.3% /0.2%/,True,True,43.0,0.28% /0.17%/
133,c0cc4,/flyingtoaster/0.1.2_auenabled_longshort/TRXUSDT_20220807030728_4dae9,4.0,flyingtoaster,TRXUSDT,928,0.159,0.0819,True,True,25.0,0.2% /0.3%/,True,True,35.0,0.2% /0.27%/
57,b64ab,/flyingtoaster/0.1_auenabled_short/ADAUSDT_20220731004348_49308,5.0,flyingtoaster,ADAUSDT,905,0.155,0.0619,True,False,37.0,0.2% /0.2%/,True,True,47.0,0.2% /0.27%/
200,7ae69,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/WAVESUSDT_20220831050247_8f999,6.0,flyingtoaster,WAVESUSDT,729,0.148,0.0509,True,True,45.0,0.29% /0.2%/,True,True,59.0,0.29% /0.2%/
192,04656,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/AVAXUSDT_20220831050247_8f999,5.0,flyingtoaster,AVAXUSDT,687,0.147,0.118,True,True,40.0,0.28% /0.19%/,True,True,48.0,0.3% /0.19%/
119,f3df0,/flyingtoaster/0.1.2_auenabled_longshort/EOSUSDT_20220805010112_a7190,5.0,flyingtoaster,EOSUSDT,935,0.146,0.0782,True,True,29.0,0.2% /0.28%/,True,True,45.0,0.2% /0.29%/
172,aa8f9,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/DOTUSDT_20220825174433_b9737,5.0,flyingtoaster,DOTUSDT,719,0.144,0.0889,True,True,49.0,0.2% /0.3%/,True,True,44.0,0.2% /0.29%/
124,5d609,/flyingtoaster/0.1.2_auenabled_longshort/LINKUSDT_20220805010112_a7190,5.0,flyingtoaster,LINKUSDT,926,0.141,0.109,True,True,32.0,0.2% /0.29%/,True,True,35.0,0.2% /0.3%/
174,03801,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/EGLDUSDT_20220825174433_b9737,5.0,flyingtoaster,EGLDUSDT,696,0.139,0.0582,True,True,41.0,0.2% /0.3%/,True,True,43.0,0.2% /0.28%/
66,22df0,/flyingtoaster/0.1_auenabled_short/LINKUSDT_20220731004348_49308,4.0,flyingtoaster,LINKUSDT,919,0.138,0.0929,True,False,29.0,0.2% /0.3%/,True,True,37.0,0.2% /0.28%/
101,2b2f1,/flyingtoaster/audisabled/1.7/LINKUSDT_20220726144831_522de,5.0,flyingtoaster,LINKUSDT,919,0.135,0.134,True,False,37.0,0.2% /1.55%/,True,False,40.0,0.8% /2.14%/
135,1ff66,/flyingtoaster/0.1.2_auenabled_longshort/WAVESUSDT_20220805010112_a7190,4.0,flyingtoaster,WAVESUSDT,718,0.129,0.0706,True,True,29.0,0.2% /0.3%/,True,True,49.0,0.2% /0.3%/
137,19b99,/flyingtoaster/0.1.2_auenabled_longshort/XMRUSDT_20220805010112_a7190,4.0,flyingtoaster,XMRUSDT,909,0.126,0.115,True,True,25.0,0.2% /0.29%/,True,True,35.0,0.2% /0.28%/
189,85cac,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/XLMUSDT_20220825174433_b9737,5.0,flyingtoaster,XLMUSDT,934,0.126,0.105,True,True,42.0,0.2% /0.11%/,True,True,41.0,0.2% /0.27%/
168,b745e,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/AVAXUSDT_20220825174433_b9737,5.0,flyingtoaster,AVAXUSDT,687,0.117,0.147,True,True,47.0,0.2% /0.3%/,True,True,49.0,0.2% /0.3%/
167,2b8a6,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/ATOMUSDT_20220825174433_b9737,5.0,flyingtoaster,ATOMUSDT,916,0.116,0.126,True,True,37.0,0.2% /0.28%/,True,True,36.0,0.2% /0.29%/
176,20c08,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/EOSUSDT_20220825174433_b9737,6.0,flyingtoaster,EOSUSDT,946,0.116,0.0887,True,True,47.0,0.2% /0.28%/,True,True,45.0,0.2% /0.3%/
166,87277,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/ADAUSDT_20220825174433_b9737,6.0,flyingtoaster,ADAUSDT,923,0.115,0.0594,True,True,47.0,0.2% /0.27%/,True,True,47.0,0.2% /0.3%/
177,c59ec,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/ETCUSDT_20220825174433_b9737,6.0,flyingtoaster,ETCUSDT,938,0.11,0.163,True,True,40.0,0.2% /0.29%/,True,True,57.0,0.2% /0.3%/
191,ea04c,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/XRPUSDT_20220825174433_b9737,5.0,flyingtoaster,XRPUSDT,948,0.109,0.0539,True,True,40.0,0.2% /0.29%/,True,True,51.0,0.2% /0.3%/
113,6fe41,/flyingtoaster/0.1.2_auenabled_longshort/BNBUSDT_20220807030728_4dae9,5.0,flyingtoaster,BNBUSDT,902,0.103,0.0382,True,True,37.0,0.2% /0.26%/,True,True,35.0,0.2% /0.3%/
187,23c59,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/TRXUSDT_20220825174433_b9737,5.0,flyingtoaster,TRXUSDT,939,0.0969,0.0809,True,True,44.0,0.2% /0.3%/,True,True,40.0,0.2% /0.3%/
190,0b164,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/XMRUSDT_20220825174433_b9737,6.0,flyingtoaster,XMRUSDT,920,0.0932,0.103,True,True,49.0,0.2% /0.29%/,True,True,45.0,0.2% /0.23%/
180,ab122,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/LINKUSDT_20220825174433_b9737,5.0,flyingtoaster,LINKUSDT,937,0.0843,0.0996,True,True,44.0,0.2% /0.29%/,True,True,41.0,0.2% /0.3%/
