+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | ADAUSDT   |
| No. days                    | 567.999   |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.314%    |
| Final balance               | 5044.6    |
| Final equity                | 3302.59   |
| Net PNL + fees              | 4044.6    |
| Total gain                  | 411.9%    |
| Average daily gain          | 0.241%    |
| DG mean std ratio           | 0.09743   |
| Price action distance mean  | 0.0882722 |
| Price action distance std   | 0.191015  |
| Price action distance max   | 0.932097  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.5614    |
| Equity/balance ratio std    | 0.1091    |
| No. fills                   | 9610      |
| No. entries                 | 6163      |
| No. closes                  | 3447      |
| No. initial entries         | 2832      |
| No. reentries               | 3331      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 3447      |
| Average n fills per day     | 16.9      |
| Mean hours stuck            | 1.49391   |
| Max hours stuck             | 1825.2    |
| PNL sum                     | 4119.0    |
| Profit sum                  | 4119.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -74.55    |
| Biggest pos size            | 5894.0    |
| Biggest pos cost            | 4586.0    |
| Volume quote                | 745463.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | -26.4%    |
| Final balance               | 0.001     |
| Final equity                | 0.001     |
| Net PNL + fees              | -938.705  |
| Total gain                  | -93.87%   |
| Average daily gain          | -0.807%   |
| DG mean std ratio           | -0.07243  |
| Price action distance mean  | 0.713264  |
| Price action distance std   | 0.201387  |
| Price action distance max   | 0.911     |
| Closest bankruptcy          | 5.943%    |
| Lowest equity/balance ratio | 0.06634   |
| Equity/balance ratio std    | 0.1761    |
| No. fills                   | 40        |
| No. entries                 | 37        |
| No. closes                  | 2         |
| No. initial entries         | 3         |
| No. reentries               | 34        |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 2         |
| Average n fills per day     | 0.0704    |
| Mean hours stuck            | 524.306   |
| Max hours stuck             | 10402.2   |
| PNL sum                     | -938.7    |
| Profit sum                  | 1.52      |
| Loss sum                    | -940.2    |
| Fee sum                     | -0.0392   |
| Biggest pos size            | 465.0     |
| Biggest pos cost            | 91.35     |
| Volume quote                | 300.627   |
+-----------------------------+-----------+
